case,TOTALCOST,TOTAL_NUMBER_OF VEHICLES,CONSTRUCTION_TIME,IMPROVEMENT_TIME,ELAPSED_TIME
c107,0.1978565143036371,0.0,,,
c205,3.915086512551273,0.0,,,
c109,17.897050778521997,0.0,,,
c106,0.1978565143036234,0.0,,,
c104,10.47348002539752,0.0,,,
c108,3.265325218454349,0.0,,,
c206,0.4254008127224657,0.0,,,
c101,0.1978565143036234,0.0,,,
c204,2.4404302398867443,0.0,,,
c203,5.521741424993245,0.0,,,
c201,0.417001641741878,0.0,,,
c105,0.1978565143036234,0.0,,,
c208,0.430829746910051,0.0,,,
c207,0.4244317900670021,0.0,,,
c102,0.1978565143036234,0.0,,,
c103,0.2135885511417052,0.0,,,
c202,11.144358563386856,0.0,,,
