case,TOTALCOST,TOTAL_NUMBER_OF VEHICLES,CONSTRUCTION_TIME,IMPROVEMENT_TIME,ELAPSED_TIME
R2_4_6,22.58856872958001,25.0,,,
R2_4_4,20.39223810821121,12.5,,,
R1_4_4,21.838693459715373,2.7777777777777777,,,
R1_4_9,15.774211240995047,5.555555555555555,,,
R1_4_1,8.00739373236886,7.5,,,
R1_4_8,15.066018870644871,2.7777777777777777,,,
R1_4_3,17.092211712674956,5.555555555555555,,,
R2_4_10,14.859131036489192,12.5,,,
R2_4_9,7.095300119854167,37.5,,,
R1_4_2,11.164743008978943,11.11111111111111,,,
R2_4_8,25.5744552640011,0.0,,,
R2_4_1,-0.7314043061445896,50.0,,,
R2_4_7,31.23088211730534,0.0,,,
R2_4_5,7.384443719183364,37.5,,,
R1_4_7,26.55055108569204,2.7777777777777777,,,
R1_4_5,11.72332890213404,11.11111111111111,,,
R1_4_6,20.613364995379168,5.555555555555555,,,
R2_4_2,1.266167318398713,62.5,,,
R2_4_3,16.159500817936053,25.0,,,
R1_4_10,24.122390504898814,2.7777777777777777,,,
