case,TOTALCOST,TOTAL_NUMBER_OF VEHICLES,CONSTRUCTION_TIME,IMPROVEMENT_TIME,ELAPSED_TIME
C1_6_1,-617.4628519010475,-2.0,,,2547.564365434647
C1_6_2,513.1529072014564,0.0,,,11920.02379693985
R2_6_2,-1381.7297390776205,-1.0,,,153267.2434984684
C2_6_1,-260.8313197608932,-1.0,,,43167.56750922203
RC1_6_1,-7191.689802653147,1.0,,,7672.254818201065
RC2_6_1,-2124.9592418356624,-2.0,,,149220.3762028694
RC1_6_2,-6573.269098672556,-1.0,,,8218.695159292221
RC2_6_2,-1325.1358356517758,-2.0,,,165420.79428339005
R2_6_1,26.382657565285623,-2.0,,,232513.6379048348
R1_6_1,-529.8969338880415,1.0,,,10633.272390127182
R1_6_2,-350.4984484725537,0.0,,,26158.207093667985
C2_6_2,354.1077673478776,-2.0,,,60650.06622743607
