CUST NO.,LATITUDE,LONGITUDE,DEMAND,FROM TIME,TO TIME,SERVICE TIME
0,70,70,0,2017/01/01 00:00:00,2017/01/01 10:34:00,0
1,107,77,34,2017/01/01 00:00:00,2017/01/01 09:47:00,10
2,109,139,8,2017/01/01 00:00:00,2017/01/01 09:05:00,10
3,120,22,39,2017/01/01 01:54:00,2017/01/01 02:24:00,10
4,48,47,19,2017/01/01 00:00:00,2017/01/01 09:53:00,10
5,116,22,32,2017/01/01 00:00:00,2017/01/01 09:18:00,10
6,12,138,14,2017/01/01 04:35:00,2017/01/01 05:05:00,10
7,86,40,22,2017/01/01 00:00:00,2017/01/01 09:50:00,10
8,121,124,21,2017/01/01 00:00:00,2017/01/01 09:10:00,10
9,61,57,35,2017/01/01 00:00:00,2017/01/01 10:09:00,10
10,40,113,23,2017/01/01 00:00:00,2017/01/01 09:32:00,10
11,129,24,18,2017/01/01 00:00:00,2017/01/01 09:10:00,10
12,12,84,16,2017/01/01 00:00:00,2017/01/01 09:25:00,10
13,44,116,27,2017/01/01 00:00:00,2017/01/01 09:32:00,10
14,102,52,15,2017/01/01 00:00:00,2017/01/01 09:48:00,10
15,41,36,13,2017/01/01 00:51:00,2017/01/01 01:21:00,10
16,132,133,24,2017/01/01 00:00:00,2017/01/01 08:56:00,10
17,104,139,29,2017/01/01 00:00:00,2017/01/01 09:08:00,10
18,104,54,13,2017/01/01 00:00:00,2017/01/01 09:47:00,10
19,22,104,11,2017/01/01 00:00:00,2017/01/01 09:26:00,10
20,46,133,7,2017/01/01 00:00:00,2017/01/01 09:17:00,10
21,138,78,43,2017/01/01 00:00:00,2017/01/01 09:16:00,10
22,16,92,10,2017/01/01 00:00:00,2017/01/01 09:26:00,10
23,18,104,18,2017/01/01 05:37:00,2017/01/01 06:07:00,10
24,66,82,27,2017/01/01 00:00:00,2017/01/01 10:12:00,10
25,107,25,13,2017/01/01 00:00:00,2017/01/01 09:26:00,10
26,139,73,10,2017/01/01 00:00:00,2017/01/01 09:15:00,10
27,101,0,9,2017/01/01 00:00:00,2017/01/01 09:08:00,10
28,90,14,31,2017/01/01 00:00:00,2017/01/01 09:25:00,10
29,20,69,13,2017/01/01 06:18:00,2017/01/01 06:48:00,10
30,64,132,8,2017/01/01 01:02:00,2017/01/01 01:32:00,10
31,115,82,30,2017/01/01 00:00:00,2017/01/01 09:38:00,10
32,54,106,9,2017/01/01 00:00:00,2017/01/01 09:45:00,10
33,30,21,12,2017/01/01 00:00:00,2017/01/01 09:21:00,10
34,63,129,7,2017/01/01 03:26:00,2017/01/01 03:56:00,10
35,82,100,18,2017/01/01 00:00:00,2017/01/01 09:52:00,10
36,108,30,18,2017/01/01 00:00:00,2017/01/01 09:29:00,10
37,37,73,33,2017/01/01 00:00:00,2017/01/01 09:51:00,10
38,50,112,18,2017/01/01 00:00:00,2017/01/01 09:38:00,10
39,47,83,1,2017/01/01 00:00:00,2017/01/01 09:58:00,10
40,92,138,12,2017/01/01 06:42:00,2017/01/01 07:12:00,10
41,81,36,17,2017/01/01 00:00:00,2017/01/01 09:49:00,10
42,115,124,11,2017/01/01 06:51:00,2017/01/01 07:21:00,10
43,13,48,15,2017/01/01 00:00:00,2017/01/01 09:23:00,10
44,113,35,9,2017/01/01 00:00:00,2017/01/01 09:29:00,10
45,60,84,23,2017/01/01 00:00:00,2017/01/01 10:07:00,10
46,44,58,30,2017/01/01 00:00:00,2017/01/01 09:56:00,10
47,8,87,17,2017/01/01 00:00:00,2017/01/01 09:20:00,10
48,116,105,23,2017/01/01 00:00:00,2017/01/01 09:27:00,10
49,117,4,9,2017/01/01 00:00:00,2017/01/01 09:03:00,10
50,140,42,13,2017/01/01 00:00:00,2017/01/01 09:09:00,10
51,139,68,25,2017/01/01 00:00:00,2017/01/01 09:15:00,10
52,58,95,35,2017/01/01 08:05:00,2017/01/01 08:35:00,10
53,103,119,18,2017/01/01 00:00:00,2017/01/01 09:25:00,10
54,32,52,32,2017/01/01 00:00:00,2017/01/01 09:42:00,10
55,89,39,23,2017/01/01 00:00:00,2017/01/01 09:48:00,10
56,54,41,9,2017/01/01 00:00:00,2017/01/01 09:51:00,10
57,39,100,31,2017/01/01 00:00:00,2017/01/01 09:41:00,10
58,5,99,24,2017/01/01 00:00:00,2017/01/01 09:13:00,10
59,67,96,26,2017/01/01 00:00:00,2017/01/01 09:58:00,10
60,73,96,9,2017/01/01 00:00:00,2017/01/01 09:58:00,10
61,112,13,27,2017/01/01 00:00:00,2017/01/01 09:14:00,10
62,55,127,17,2017/01/01 00:00:00,2017/01/01 09:26:00,10
63,103,44,12,2017/01/01 00:42:00,2017/01/01 01:12:00,10
64,97,12,10,2017/01/01 00:00:00,2017/01/01 09:21:00,10
65,16,62,15,2017/01/01 00:00:00,2017/01/01 09:30:00,10
66,140,36,1,2017/01/01 00:00:00,2017/01/01 09:07:00,10
67,90,44,6,2017/01/01 00:52:00,2017/01/01 01:22:00,10
68,113,32,36,2017/01/01 02:24:00,2017/01/01 02:54:00,10
69,104,73,17,2017/01/01 00:00:00,2017/01/01 09:50:00,10
70,36,38,5,2017/01/01 00:00:00,2017/01/01 09:38:00,10
71,15,4,23,2017/01/01 01:41:00,2017/01/01 02:11:00,10
72,54,33,20,2017/01/01 00:00:00,2017/01/01 09:44:00,10
73,70,94,32,2017/01/01 00:24:00,2017/01/01 00:54:00,10
74,35,90,20,2017/01/01 07:26:00,2017/01/01 07:56:00,10
75,88,29,33,2017/01/01 09:10:00,2017/01/01 09:40:00,10
76,109,131,16,2017/01/01 03:46:00,2017/01/01 04:16:00,10
77,10,111,21,2017/01/01 00:00:00,2017/01/01 09:12:00,10
78,138,105,24,2017/01/01 00:00:00,2017/01/01 09:08:00,10
79,113,45,4,2017/01/01 00:00:00,2017/01/01 09:35:00,10
80,92,22,18,2017/01/01 00:00:00,2017/01/01 09:32:00,10
81,85,75,37,2017/01/01 00:00:00,2017/01/01 10:09:00,10
82,10,86,14,2017/01/01 00:00:00,2017/01/01 09:22:00,10
83,51,92,9,2017/01/01 00:00:00,2017/01/01 09:55:00,10
84,46,112,10,2017/01/01 04:46:00,2017/01/01 05:16:00,10
85,12,48,4,2017/01/01 00:00:00,2017/01/01 09:22:00,10
86,137,7,40,2017/01/01 00:00:00,2017/01/01 08:53:00,10
87,79,80,4,2017/01/01 00:00:00,2017/01/01 10:11:00,10
88,69,116,26,2017/01/01 00:00:00,2017/01/01 09:38:00,10
