CUST NO.,LATITUDE,LONGITUDE,DEMAND,FROM TIME,TO TIME,SERVICE TIME
0,70,70,0,2017/01/01 00:00:00,2017/01/01 10:34:00,0
1,10,86,14,2017/01/01 00:00:00,2017/01/01 09:22:00,10
2,16,62,15,2017/01/01 00:00:00,2017/01/01 09:30:00,10
3,84,36,10,2017/01/01 01:42:00,2017/01/01 02:12:00,10
4,79,72,22,2017/01/01 00:09:00,2017/01/01 00:39:00,10
5,16,39,20,2017/01/01 01:21:00,2017/01/01 01:51:00,10
6,61,54,10,2017/01/01 00:40:00,2017/01/01 01:10:00,10
7,96,26,10,2017/01/01 00:57:00,2017/01/01 01:27:00,10
8,16,92,10,2017/01/01 00:00:00,2017/01/01 09:26:00,10
9,85,106,20,2017/01/01 00:00:00,2017/01/01 09:45:00,10
10,6,25,10,2017/01/01 00:00:00,2017/01/01 09:06:00,10
11,37,125,10,2017/01/01 05:43:00,2017/01/01 06:13:00,10
12,87,108,20,2017/01/01 00:58:00,2017/01/01 01:28:00,10
13,18,104,18,2017/01/01 05:37:00,2017/01/01 06:07:00,10
14,61,48,20,2017/01/01 01:08:00,2017/01/01 01:38:00,10
15,97,29,30,2017/01/01 00:00:00,2017/01/01 09:35:00,10
16,112,67,10,2017/01/01 00:00:00,2017/01/01 09:42:00,10
17,50,106,25,2017/01/01 05:20:00,2017/01/01 05:50:00,10
18,99,28,30,2017/01/01 01:22:00,2017/01/01 01:52:00,10
19,15,9,2,2017/01/01 06:50:00,2017/01/01 07:20:00,10
20,19,37,20,2017/01/01 00:00:00,2017/01/01 09:24:00,10
21,90,101,10,2017/01/01 02:35:00,2017/01/01 03:05:00,10
22,125,68,20,2017/01/01 03:12:00,2017/01/01 03:42:00,10
23,127,108,10,2017/01/01 02:15:00,2017/01/01 02:45:00,10
24,90,44,6,2017/01/01 00:00:00,2017/01/01 09:52:00,10
25,4,23,10,2017/01/01 00:00:00,2017/01/01 09:03:00,10
26,17,37,30,2017/01/01 00:00:00,2017/01/01 09:22:00,10
27,113,32,36,2017/01/01 00:00:00,2017/01/01 09:27:00,10
28,63,57,10,2017/01/01 00:00:00,2017/01/01 10:10:00,10
29,94,104,10,2017/01/01 02:08:00,2017/01/01 02:38:00,10
30,58,95,35,2017/01/01 08:05:00,2017/01/01 08:35:00,10
31,137,96,9,2017/01/01 00:00:00,2017/01/01 09:13:00,10
32,127,112,20,2017/01/01 02:01:00,2017/01/01 02:31:00,10
33,103,119,18,2017/01/01 05:34:00,2017/01/01 06:04:00,10
34,20,69,13,2017/01/01 00:00:00,2017/01/01 09:34:00,10
35,2,28,10,2017/01/01 01:19:00,2017/01/01 01:49:00,10
36,88,29,33,2017/01/01 00:00:00,2017/01/01 09:40:00,10
37,86,102,10,2017/01/01 00:35:00,2017/01/01 01:05:00,10
38,126,112,10,2017/01/01 01:50:00,2017/01/01 02:20:00,10
39,61,34,7,2017/01/01 07:53:00,2017/01/01 08:23:00,10
40,113,69,20,2017/01/01 01:10:00,2017/01/01 01:40:00,10
41,109,78,21,2017/01/01 00:00:00,2017/01/01 09:45:00,10
42,21,48,10,2017/01/01 00:00:00,2017/01/01 09:31:00,10
43,86,36,20,2017/01/01 01:19:00,2017/01/01 01:49:00,10
44,97,12,10,2017/01/01 03:26:00,2017/01/01 03:56:00,10
45,121,112,20,2017/01/01 01:14:00,2017/01/01 01:44:00,10
46,19,39,10,2017/01/01 02:18:00,2017/01/01 02:48:00,10
47,66,40,20,2017/01/01 00:30:00,2017/01/01 01:00:00,10
48,87,39,20,2017/01/01 00:00:00,2017/01/01 09:49:00,10
49,63,50,10,2017/01/01 00:00:00,2017/01/01 10:03:00,10
50,121,123,9,2017/01/01 04:17:00,2017/01/01 04:47:00,10
51,116,22,32,2017/01/01 02:18:00,2017/01/01 02:48:00,10
52,137,101,12,2017/01/01 02:49:00,2017/01/01 03:19:00,10
53,137,137,27,2017/01/01 01:40:00,2017/01/01 02:10:00,10
54,70,94,32,2017/01/01 00:24:00,2017/01/01 00:54:00,10
55,117,92,25,2017/01/01 00:00:00,2017/01/01 09:33:00,10
56,122,113,20,2017/01/01 00:00:00,2017/01/01 09:17:00,10
57,109,71,20,2017/01/01 00:39:00,2017/01/01 01:09:00,10
58,35,102,10,2017/01/01 02:52:00,2017/01/01 03:22:00,10
59,91,108,10,2017/01/01 01:12:00,2017/01/01 01:42:00,10
60,8,87,17,2017/01/01 00:00:00,2017/01/01 09:20:00,10
61,140,42,13,2017/01/01 00:00:00,2017/01/01 09:09:00,10
62,16,38,20,2017/01/01 00:00:00,2017/01/01 09:22:00,10
63,44,36,9,2017/01/01 00:00:00,2017/01/01 09:42:00,10
64,60,84,23,2017/01/01 08:02:00,2017/01/01 08:32:00,10
