CUST NO.,LATITUDE,LONGITUDE,DEMAND,FROM TIME,TO TIME,SERVICE TIME
0,70,70,0,2017/01/01 00:00:00,2017/01/02 18:15:00,0
1,10,86,14,2017/01/02 03:22:00,2017/01/02 05:22:00,10
2,16,62,15,2017/01/02 02:24:00,2017/01/02 04:24:00,10
3,84,36,10,2017/01/01 06:47:00,2017/01/01 08:47:00,10
4,79,72,22,2017/01/01 00:09:00,2017/01/01 02:09:00,10
5,16,39,20,2017/01/01 00:00:00,2017/01/02 17:03:00,10
6,61,54,10,2017/01/01 02:41:00,2017/01/01 04:41:00,10
7,96,26,10,2017/01/01 03:49:00,2017/01/01 05:49:00,10
8,16,92,10,2017/01/01 23:55:00,2017/01/02 01:55:00,10
9,85,106,20,2017/01/01 00:00:00,2017/01/02 17:26:00,10
10,6,25,10,2017/01/01 00:00:00,2017/01/02 16:47:00,10
11,37,125,10,2017/01/01 22:54:00,2017/01/02 00:54:00,10
12,87,108,20,2017/01/01 00:00:00,2017/01/02 17:24:00,10
13,18,104,18,2017/01/01 22:27:00,2017/01/02 00:27:00,10
14,61,48,20,2017/01/01 04:30:00,2017/01/01 06:30:00,10
15,97,29,30,2017/01/01 02:16:00,2017/01/01 04:16:00,10
16,112,67,10,2017/01/01 00:00:00,2017/01/02 17:23:00,10
17,50,106,25,2017/01/01 00:00:00,2017/01/02 17:24:00,10
18,99,28,30,2017/01/01 00:00:00,2017/01/02 17:14:00,10
19,15,9,2,2017/01/01 00:00:00,2017/01/02 16:43:00,10
20,19,37,20,2017/01/01 08:25:00,2017/01/01 10:25:00,10
21,90,101,10,2017/01/01 10:21:00,2017/01/01 12:21:00,10
22,125,68,20,2017/01/01 12:48:00,2017/01/01 14:48:00,10
23,127,108,10,2017/01/01 08:59:00,2017/01/01 10:59:00,10
24,90,44,6,2017/01/01 03:29:00,2017/01/01 05:29:00,10
25,4,23,10,2017/01/01 07:50:00,2017/01/01 09:50:00,10
26,17,37,30,2017/01/01 06:53:00,2017/01/01 08:53:00,10
27,113,32,36,2017/01/01 09:36:00,2017/01/01 11:36:00,10
28,63,57,10,2017/01/01 00:59:00,2017/01/01 02:59:00,10
29,94,104,10,2017/01/01 00:00:00,2017/01/02 17:24:00,10
30,58,95,35,2017/01/02 08:20:00,2017/01/02 10:20:00,10
31,137,96,9,2017/01/01 03:47:00,2017/01/01 05:47:00,10
32,127,112,20,2017/01/01 00:00:00,2017/01/02 16:55:00,10
33,103,119,18,2017/01/01 00:00:00,2017/01/02 17:06:00,10
34,20,69,13,2017/01/01 00:00:00,2017/01/02 17:15:00,10
35,2,28,10,2017/01/01 05:16:00,2017/01/01 07:16:00,10
36,88,29,33,2017/01/01 00:00:00,2017/01/02 17:21:00,10
37,86,102,10,2017/01/01 02:03:00,2017/01/01 04:03:00,10
38,126,112,10,2017/01/01 07:19:00,2017/01/01 09:19:00,10
39,61,34,7,2017/01/02 07:30:00,2017/01/02 09:30:00,10
40,113,69,20,2017/01/01 04:41:00,2017/01/01 06:41:00,10
41,109,78,21,2017/01/01 15:51:00,2017/01/01 17:51:00,10
42,21,48,10,2017/01/01 02:35:00,2017/01/01 04:35:00,10
43,86,36,20,2017/01/01 05:14:00,2017/01/01 07:14:00,10
44,97,12,10,2017/01/01 13:45:00,2017/01/01 15:45:00,10
45,121,112,20,2017/01/01 04:56:00,2017/01/01 06:56:00,10
46,19,39,10,2017/01/01 09:13:00,2017/01/01 11:13:00,10
47,66,40,20,2017/01/01 01:01:00,2017/01/01 03:01:00,10
48,87,39,20,2017/01/01 01:21:00,2017/01/01 03:21:00,10
49,63,50,10,2017/01/01 03:39:00,2017/01/01 05:39:00,10
50,121,123,9,2017/01/01 17:08:00,2017/01/01 19:08:00,10
51,116,22,32,2017/01/01 00:00:00,2017/01/02 16:59:00,10
52,137,101,12,2017/01/01 11:17:00,2017/01/01 13:17:00,10
53,137,137,27,2017/01/01 06:39:00,2017/01/01 08:39:00,10
54,70,94,32,2017/01/01 00:36:00,2017/01/01 02:36:00,10
55,117,92,25,2017/01/01 18:52:00,2017/01/01 20:52:00,10
56,122,113,20,2017/01/01 05:41:00,2017/01/01 07:41:00,10
57,109,71,20,2017/01/01 02:17:00,2017/01/01 04:17:00,10
58,35,102,10,2017/01/01 11:29:00,2017/01/01 13:29:00,10
59,91,108,10,2017/01/01 04:47:00,2017/01/01 06:47:00,10
60,8,87,17,2017/01/02 02:45:00,2017/01/02 04:45:00,10
61,140,42,13,2017/01/01 06:42:00,2017/01/01 08:42:00,10
62,16,38,20,2017/01/01 06:08:00,2017/01/01 08:08:00,10
63,44,36,9,2017/01/01 03:11:00,2017/01/01 05:11:00,10
64,60,84,23,2017/01/01 00:00:00,2017/01/02 17:48:00,10
65,109,139,8,2017/01/01 00:00:00,2017/01/02 16:46:00,10
66,80,103,15,2017/01/02 00:48:00,2017/01/02 02:48:00,10
67,66,82,27,2017/01/02 09:24:00,2017/01/02 11:24:00,10
68,99,26,40,2017/01/01 04:41:00,2017/01/01 06:41:00,10
