CUST NO.,LATITUDE,LONGITUDE,DEMAND,FROM TIME,TO TIME,SERVICE TIME
0,70,70,0,2017/01/01 00:00:00,2017/01/03 11:58:00,0
1,38,105,20,2017/01/02 18:48:00,2017/01/03 05:28:00,90
2,100,5,20,2017/01/01 07:08:00,2017/01/01 17:48:00,90
3,111,78,10,2017/01/01 13:01:00,2017/01/01 23:41:00,90
4,96,62,10,2017/01/02 18:57:00,2017/01/03 05:37:00,90
5,122,11,30,2017/01/02 04:02:00,2017/01/02 14:42:00,90
6,94,18,30,2017/01/01 00:57:00,2017/01/01 11:37:00,90
7,60,89,10,2017/01/02 15:17:00,2017/01/03 01:57:00,90
8,67,123,20,2017/01/01 11:06:00,2017/01/01 21:46:00,90
9,99,53,20,2017/01/02 02:17:00,2017/01/02 12:57:00,90
10,26,24,20,2017/01/01 01:03:00,2017/01/01 11:43:00,90
11,93,61,10,2017/01/02 20:30:00,2017/01/03 07:10:00,90
12,27,32,20,2017/01/01 16:09:00,2017/01/02 02:49:00,90
13,25,31,20,2017/01/01 14:37:00,2017/01/02 01:17:00,90
14,98,36,10,2017/01/02 23:04:00,2017/01/03 09:44:00,90
15,101,68,10,2017/01/01 11:17:00,2017/01/01 21:57:00,90
16,49,48,10,2017/01/01 19:23:00,2017/01/02 06:03:00,90
17,56,95,10,2017/01/02 13:40:00,2017/01/03 00:20:00,90
18,14,107,20,2017/01/01 09:55:00,2017/01/01 20:35:00,90
19,98,46,20,2017/01/02 03:54:00,2017/01/02 14:34:00,90
20,131,4,40,2017/01/01 23:17:00,2017/01/02 09:57:00,90
21,94,89,20,2017/01/02 18:35:00,2017/01/03 05:15:00,90
22,70,113,30,2017/01/01 17:41:00,2017/01/02 04:21:00,90
23,94,59,30,2017/01/02 22:02:00,2017/01/03 08:42:00,90
24,64,59,10,2017/01/02 04:00:00,2017/01/02 14:40:00,90
25,112,3,10,2017/01/01 18:25:00,2017/01/02 05:05:00,90
26,20,108,10,2017/01/01 08:19:00,2017/01/01 18:59:00,90
27,10,118,20,2017/01/01 21:16:00,2017/01/02 07:56:00,90
28,76,65,40,2017/01/01 00:07:00,2017/01/01 10:47:00,90
29,103,12,20,2017/01/01 05:31:00,2017/01/01 16:11:00,90
30,44,62,30,2017/01/01 14:37:00,2017/01/02 01:17:00,90
31,96,138,10,2017/01/02 05:08:00,2017/01/02 15:48:00,90
32,27,44,20,2017/01/01 19:26:00,2017/01/02 06:06:00,90
33,21,28,40,2017/01/01 13:02:00,2017/01/01 23:42:00,90
34,26,91,10,2017/01/02 23:00:00,2017/01/03 09:40:00,90
35,98,75,10,2017/01/01 08:03:00,2017/01/01 18:43:00,90
36,69,48,20,2017/01/02 23:26:00,2017/01/03 10:06:00,90
37,19,116,10,2017/01/02 05:36:00,2017/01/02 16:16:00,90
38,60,111,10,2017/01/01 03:06:00,2017/01/01 13:46:00,90
39,54,102,20,2017/01/01 00:35:00,2017/01/01 11:15:00,90
40,63,103,20,2017/01/01 00:33:00,2017/01/01 11:13:00,90
41,91,91,10,2017/01/01 03:04:00,2017/01/01 13:44:00,90
42,77,15,10,2017/01/01 00:55:00,2017/01/01 11:35:00,90
43,77,117,30,2017/01/01 22:22:00,2017/01/02 09:02:00,90
44,115,41,20,2017/01/02 16:48:00,2017/01/03 03:28:00,90
45,12,33,10,2017/01/01 09:51:00,2017/01/01 20:31:00,90
46,44,82,20,2017/01/01 09:22:00,2017/01/01 20:02:00,90
47,117,55,20,2017/01/01 18:14:00,2017/01/02 04:54:00,90
48,116,10,20,2017/01/01 15:16:00,2017/01/02 01:56:00,90
49,57,77,20,2017/01/02 07:20:00,2017/01/02 18:00:00,90
50,29,36,20,2017/01/01 21:04:00,2017/01/02 07:44:00,90
51,90,91,10,2017/01/02 20:09:00,2017/01/03 06:49:00,90
52,62,73,20,2017/01/02 23:10:00,2017/01/03 09:50:00,90
53,6,121,20,2017/01/01 22:51:00,2017/01/02 09:31:00,90
54,105,49,10,2017/01/02 10:44:00,2017/01/02 21:24:00,90
55,28,115,10,2017/01/02 12:04:00,2017/01/02 22:44:00,90
56,4,137,30,2017/01/02 00:38:00,2017/01/02 11:18:00,90
57,11,100,20,2017/01/01 11:33:00,2017/01/01 22:13:00,90
58,67,84,30,2017/01/02 19:57:00,2017/01/03 06:37:00,90
59,23,22,20,2017/01/01 01:57:00,2017/01/01 12:37:00,90
60,41,64,20,2017/01/01 13:03:00,2017/01/01 23:43:00,90
61,56,56,40,2017/01/01 21:03:00,2017/01/02 07:43:00,90
62,80,40,20,2017/01/02 00:32:00,2017/01/02 11:12:00,90
63,60,66,30,2017/01/01 00:10:00,2017/01/01 10:50:00,90
64,16,90,20,2017/01/01 00:57:00,2017/01/01 11:37:00,90
65,104,82,30,2017/01/01 06:24:00,2017/01/01 17:04:00,90
66,64,78,10,2017/01/02 21:34:00,2017/01/03 08:14:00,90
67,47,36,20,2017/01/01 00:41:00,2017/01/01 11:21:00,90
68,46,80,20,2017/01/02 23:22:00,2017/01/03 10:02:00,90
69,86,124,20,2017/01/02 01:41:00,2017/01/02 12:21:00,90
70,48,72,20,2017/01/01 06:08:00,2017/01/01 16:48:00,90
71,121,9,10,2017/01/02 00:59:00,2017/01/02 11:39:00,90
72,60,52,20,2017/01/01 22:39:00,2017/01/02 09:19:00,90
73,25,46,20,2017/01/01 17:53:00,2017/01/02 04:33:00,90
74,26,15,20,2017/01/02 05:19:00,2017/01/02 15:59:00,90
75,98,116,30,2017/01/02 13:36:00,2017/01/03 00:16:00,90
76,66,131,10,2017/01/01 09:28:00,2017/01/01 20:08:00,90
77,15,30,20,2017/01/01 11:25:00,2017/01/01 22:05:00,90
78,66,117,30,2017/01/01 12:42:00,2017/01/01 23:22:00,90
79,111,70,20,2017/01/02 17:10:00,2017/01/03 03:50:00,90
80,123,19,20,2017/01/02 08:51:00,2017/01/02 19:31:00,90
81,17,18,30,2017/01/02 08:31:00,2017/01/02 19:11:00,90
82,57,87,10,2017/01/02 12:02:00,2017/01/02 22:42:00,90
83,102,33,30,2017/01/02 21:47:00,2017/01/03 08:27:00,90
84,7,113,10,2017/01/01 19:41:00,2017/01/02 06:21:00,90
85,37,115,20,2017/01/02 13:43:00,2017/01/03 00:23:00,90
86,17,25,10,2017/01/01 03:34:00,2017/01/01 14:14:00,90
87,83,105,30,2017/01/02 10:18:00,2017/01/02 20:58:00,90
88,51,115,10,2017/01/02 15:27:00,2017/01/03 02:07:00,90
89,96,55,20,2017/01/01 23:09:00,2017/01/02 09:49:00,90
90,112,2,20,2017/01/01 19:56:00,2017/01/02 06:36:00,90
91,116,23,20,2017/01/02 13:29:00,2017/01/03 00:09:00,90
92,57,70,10,2017/01/02 05:43:00,2017/01/02 16:23:00,90
93,15,23,30,2017/01/01 05:07:00,2017/01/01 15:47:00,90
94,45,68,30,2017/01/01 03:01:00,2017/01/01 13:41:00,90
95,19,41,10,2017/01/02 21:46:00,2017/01/03 08:26:00,90
96,38,16,10,2017/01/01 22:56:00,2017/01/02 09:36:00,90
97,81,135,20,2017/01/02 03:23:00,2017/01/02 14:03:00,90
98,62,128,20,2017/01/01 07:53:00,2017/01/01 18:33:00,90
99,49,70,20,2017/01/01 04:36:00,2017/01/01 15:16:00,90
100,24,19,10,2017/01/02 06:54:00,2017/01/02 17:34:00,90
101,119,20,10,2017/01/02 11:55:00,2017/01/02 22:35:00,90
102,62,125,30,2017/01/01 06:20:00,2017/01/01 17:00:00,90
103,29,10,30,2017/01/02 02:13:00,2017/01/02 12:53:00,90
104,13,80,30,2017/01/01 00:57:00,2017/01/01 11:37:00,90
105,65,73,10,2017/01/02 23:43:00,2017/01/03 10:23:00,90
106,109,25,10,2017/01/02 18:35:00,2017/01/03 05:15:00,90
107,91,71,10,2017/01/01 00:21:00,2017/01/01 11:01:00,90
108,47,57,30,2017/01/01 16:13:00,2017/01/02 02:53:00,90
109,9,42,20,2017/01/02 16:49:00,2017/01/03 03:29:00,90
110,96,23,30,2017/01/01 00:53:00,2017/01/01 11:33:00,90
111,26,102,40,2017/01/02 20:30:00,2017/01/03 07:10:00,90
112,4,15,20,2017/01/02 11:51:00,2017/01/02 22:31:00,90
113,3,98,10,2017/01/01 13:11:00,2017/01/01 23:51:00,90
114,35,88,20,2017/01/02 23:09:00,2017/01/03 09:49:00,90
115,18,107,10,2017/01/01 05:15:00,2017/01/01 15:55:00,90
