CUST NO.,LATITUDE,LONGITUDE,DEMAND,FROM TIME,TO TIME,SERVICE TIME
0,70,70,0,2017/01/01 00:00:00,2017/01/01 22:31:00,0
1,33,78,20,2017/01/01 11:30:00,2017/01/01 14:30:00,90
2,59,52,20,2017/01/01 08:07:00,2017/01/01 11:07:00,90
3,10,137,30,2017/01/01 01:33:00,2017/01/01 04:33:00,90
4,4,28,10,2017/01/01 09:09:00,2017/01/01 12:09:00,90
5,25,26,20,2017/01/01 01:04:00,2017/01/01 04:04:00,90
6,86,37,10,2017/01/01 06:55:00,2017/01/01 09:55:00,90
7,1,109,10,2017/01/01 09:18:00,2017/01/01 12:18:00,90
8,6,135,40,2017/01/01 04:39:00,2017/01/01 07:39:00,90
9,32,79,20,2017/01/01 09:58:00,2017/01/01 12:58:00,90
10,24,26,20,2017/01/01 02:35:00,2017/01/01 05:35:00,90
11,86,36,20,2017/01/01 05:24:00,2017/01/01 08:24:00,90
12,95,35,10,2017/01/01 02:14:00,2017/01/01 05:14:00,90
13,63,50,10,2017/01/01 05:00:00,2017/01/01 08:00:00,90
14,100,106,10,2017/01/01 08:26:00,2017/01/01 11:26:00,90
15,99,112,20,2017/01/01 13:08:00,2017/01/01 16:08:00,90
16,36,135,10,2017/01/01 09:03:00,2017/01/01 12:03:00,90
17,57,59,10,2017/01/01 12:47:00,2017/01/01 15:47:00,90
18,8,124,10,2017/01/01 02:54:00,2017/01/01 05:54:00,90
19,85,106,20,2017/01/01 02:10:00,2017/01/01 05:10:00,90
20,103,69,30,2017/01/01 00:33:00,2017/01/01 03:33:00,90
21,109,131,20,2017/01/01 01:12:00,2017/01/01 04:12:00,90
22,43,140,10,2017/01/01 05:50:00,2017/01/01 08:50:00,90
23,115,134,30,2017/01/01 01:19:00,2017/01/01 04:19:00,90
24,98,70,10,2017/01/01 06:39:00,2017/01/01 09:39:00,90
25,112,67,10,2017/01/01 06:48:00,2017/01/01 09:48:00,90
26,102,104,20,2017/01/01 02:19:00,2017/01/01 05:19:00,90
27,93,75,30,2017/01/01 01:58:00,2017/01/01 04:58:00,90
28,90,104,20,2017/01/01 13:07:00,2017/01/01 16:07:00,90
29,127,108,10,2017/01/01 10:20:00,2017/01/01 13:20:00,90
30,84,99,20,2017/01/01 00:32:00,2017/01/01 03:32:00,90
31,113,69,20,2017/01/01 05:15:00,2017/01/01 08:15:00,90
32,129,9,10,2017/01/01 01:24:00,2017/01/01 04:24:00,90
33,18,38,30,2017/01/01 08:40:00,2017/01/01 11:40:00,90
34,30,27,10,2017/01/01 11:54:00,2017/01/01 14:54:00,90
35,25,80,20,2017/01/01 05:20:00,2017/01/01 08:20:00,90
36,17,37,30,2017/01/01 07:08:00,2017/01/01 10:08:00,90
37,32,106,10,2017/01/01 08:59:00,2017/01/01 11:59:00,90
38,43,135,10,2017/01/01 02:44:00,2017/01/01 05:44:00,90
39,61,59,20,2017/01/01 14:21:00,2017/01/01 17:21:00,90
40,104,106,20,2017/01/01 05:22:00,2017/01/01 08:22:00,90
41,109,71,20,2017/01/01 00:39:00,2017/01/01 03:39:00,90
42,121,110,30,2017/01/01 13:26:00,2017/01/01 16:26:00,90
43,61,48,20,2017/01/01 06:33:00,2017/01/01 09:33:00,90
44,74,99,20,2017/01/01 01:59:00,2017/01/01 04:59:00,90
45,89,73,10,2017/01/01 00:19:00,2017/01/01 03:19:00,90
46,21,25,20,2017/01/01 05:39:00,2017/01/01 08:39:00,90
47,99,28,30,2017/01/01 05:27:00,2017/01/01 08:27:00,90
48,101,96,10,2017/01/01 00:41:00,2017/01/01 03:41:00,90
49,9,114,20,2017/01/01 13:59:00,2017/01/01 16:59:00,90
50,121,112,20,2017/01/01 02:39:00,2017/01/01 05:39:00,90
51,137,6,10,2017/01/01 09:15:00,2017/01/01 12:15:00,90
52,118,131,20,2017/01/01 12:09:00,2017/01/01 15:09:00,90
53,34,82,10,2017/01/01 14:34:00,2017/01/01 17:34:00,90
54,4,125,30,2017/01/01 04:28:00,2017/01/01 07:28:00,90
55,26,105,40,2017/01/01 00:57:00,2017/01/01 03:57:00,90
56,35,123,20,2017/01/01 16:58:00,2017/01/01 19:58:00,90
57,21,48,10,2017/01/01 00:53:00,2017/01/01 03:53:00,90
58,21,115,10,2017/01/01 04:11:00,2017/01/01 07:11:00,90
59,99,108,20,2017/01/01 14:42:00,2017/01/01 17:42:00,90
60,1,34,20,2017/01/01 01:17:00,2017/01/01 04:17:00,90
61,94,70,20,2017/01/01 08:13:00,2017/01/01 11:13:00,90
62,74,93,20,2017/01/01 00:23:00,2017/01/01 03:23:00,90
63,32,128,20,2017/01/01 16:51:00,2017/01/01 19:51:00,90
64,94,73,10,2017/01/01 11:16:00,2017/01/01 14:16:00,90
65,135,3,20,2017/01/01 03:05:00,2017/01/01 06:05:00,90
66,97,28,20,2017/01/01 00:50:00,2017/01/01 03:50:00,90
67,59,56,20,2017/01/01 11:13:00,2017/01/01 14:13:00,90
68,80,97,10,2017/01/01 06:37:00,2017/01/01 09:37:00,90
69,134,31,20,2017/01/01 07:27:00,2017/01/01 10:27:00,90
70,103,34,30,2017/01/01 08:36:00,2017/01/01 11:36:00,90
71,30,79,20,2017/01/01 08:26:00,2017/01/01 11:26:00,90
72,4,30,40,2017/01/01 10:41:00,2017/01/01 13:41:00,90
73,87,39,20,2017/01/01 00:35:00,2017/01/01 03:35:00,90
74,90,101,10,2017/01/01 14:40:00,2017/01/01 17:40:00,90
75,119,136,30,2017/01/01 04:29:00,2017/01/01 07:29:00,90
76,78,92,30,2017/01/01 08:12:00,2017/01/01 11:12:00,90
77,110,66,10,2017/01/01 09:50:00,2017/01/01 12:50:00,90
78,62,58,20,2017/01/01 01:51:00,2017/01/01 04:51:00,90
79,127,112,20,2017/01/01 08:46:00,2017/01/01 11:46:00,90
80,113,71,10,2017/01/01 03:43:00,2017/01/01 06:43:00,90
81,34,104,10,2017/01/01 10:32:00,2017/01/01 13:32:00,90
82,2,28,10,2017/01/01 01:24:00,2017/01/01 04:24:00,90
83,17,43,10,2017/01/01 02:32:00,2017/01/01 05:32:00,90
84,1,24,10,2017/01/01 04:29:00,2017/01/01 07:29:00,90
85,112,71,20,2017/01/01 02:12:00,2017/01/01 05:12:00,90
86,135,0,10,2017/01/01 04:38:00,2017/01/01 07:38:00,90
87,125,108,20,2017/01/01 11:52:00,2017/01/01 14:52:00,90
88,8,138,30,2017/01/01 03:05:00,2017/01/01 06:05:00,90
89,103,111,20,2017/01/01 10:03:00,2017/01/01 13:03:00,90
90,57,53,10,2017/01/01 09:39:00,2017/01/01 12:39:00,90
91,98,31,20,2017/01/01 07:00:00,2017/01/01 10:00:00,90
92,116,132,10,2017/01/01 13:42:00,2017/01/01 16:42:00,90
93,28,99,10,2017/01/01 00:51:00,2017/01/01 03:51:00,90
94,137,3,20,2017/01/01 07:42:00,2017/01/01 10:42:00,90
95,29,28,10,2017/01/01 13:25:00,2017/01/01 16:25:00,90
96,94,105,10,2017/01/01 10:02:00,2017/01/01 13:02:00,90
97,92,107,30,2017/01/01 06:48:00,2017/01/01 09:48:00,90
98,10,134,10,2017/01/01 09:23:00,2017/01/01 12:23:00,90
99,34,79,10,2017/01/01 13:01:00,2017/01/01 16:01:00,90
100,94,72,20,2017/01/01 09:45:00,2017/01/01 12:45:00,90
101,35,76,10,2017/01/01 00:35:00,2017/01/01 03:35:00,90
102,76,99,20,2017/01/01 03:31:00,2017/01/01 06:31:00,90
103,127,28,30,2017/01/01 01:11:00,2017/01/01 04:11:00,90
104,8,119,20,2017/01/01 01:19:00,2017/01/01 04:19:00,90
