CUST NO.,LATITUDE,LONGITUDE,DEMAND,FROM TIME,TO TIME,SERVICE TIME
0,70,70,0,2017/01/01 00:00:00,2017/01/01 22:31:00,0
1,33,78,20,2017/01/01 12:30:00,2017/01/01 13:29:00,90
2,59,52,20,2017/01/01 00:00:00,2017/01/01 20:40:00,90
3,10,137,30,2017/01/01 00:00:00,2017/01/01 19:32:00,90
4,4,28,10,2017/01/01 00:00:00,2017/01/01 19:43:00,90
5,25,26,20,2017/01/01 02:08:00,2017/01/01 02:59:00,90
6,86,37,10,2017/01/01 07:58:00,2017/01/01 08:51:00,90
7,1,109,10,2017/01/01 00:00:00,2017/01/01 19:42:00,90
8,6,135,40,2017/01/01 05:51:00,2017/01/01 06:26:00,90
9,32,79,20,2017/01/01 10:55:00,2017/01/01 12:01:00,90
10,24,26,20,2017/01/01 00:00:00,2017/01/01 19:58:00,90
11,86,36,20,2017/01/01 00:00:00,2017/01/01 20:24:00,90
12,95,35,10,2017/01/01 00:00:00,2017/01/01 20:18:00,90
13,63,50,10,2017/01/01 00:00:00,2017/01/01 20:40:00,90
14,100,106,10,2017/01/01 00:00:00,2017/01/01 20:15:00,90
15,99,112,20,2017/01/01 00:00:00,2017/01/01 20:10:00,90
16,36,135,10,2017/01/01 09:58:00,2017/01/01 11:09:00,90
17,57,59,10,2017/01/01 00:00:00,2017/01/01 20:44:00,90
18,8,124,10,2017/01/01 00:00:00,2017/01/01 19:39:00,90
19,85,106,20,2017/01/01 00:00:00,2017/01/01 20:22:00,90
20,103,69,30,2017/01/01 00:00:00,2017/01/01 20:28:00,90
21,109,131,20,2017/01/01 00:00:00,2017/01/01 19:49:00,90
22,43,140,10,2017/01/01 00:00:00,2017/01/01 19:46:00,90
23,115,134,30,2017/01/01 02:20:00,2017/01/01 03:19:00,90
24,98,70,10,2017/01/01 07:47:00,2017/01/01 08:31:00,90
25,112,67,10,2017/01/01 07:42:00,2017/01/01 08:54:00,90
26,102,104,20,2017/01/01 00:00:00,2017/01/01 20:15:00,90
27,93,75,30,2017/01/01 00:00:00,2017/01/01 20:38:00,90
28,90,104,20,2017/01/01 00:00:00,2017/01/01 20:22:00,90
29,127,108,10,2017/01/01 00:00:00,2017/01/01 19:53:00,90
30,84,99,20,2017/01/01 00:00:00,2017/01/01 20:29:00,90
31,113,69,20,2017/01/01 06:10:00,2017/01/01 07:20:00,90
32,129,9,10,2017/01/01 01:24:00,2017/01/01 02:27:00,90
33,18,38,30,2017/01/01 00:00:00,2017/01/01 20:00:00,90
34,30,27,10,2017/01/01 00:00:00,2017/01/01 20:03:00,90
35,25,80,20,2017/01/01 06:20:00,2017/01/01 07:20:00,90
36,17,37,30,2017/01/01 00:00:00,2017/01/01 19:59:00,90
37,32,106,10,2017/01/01 00:00:00,2017/01/01 20:09:00,90
38,43,135,10,2017/01/01 00:00:00,2017/01/01 19:51:00,90
39,61,59,20,2017/01/01 00:00:00,2017/01/01 20:47:00,90
40,104,106,20,2017/01/01 00:00:00,2017/01/01 20:12:00,90
41,109,71,20,2017/01/01 00:00:00,2017/01/01 20:22:00,90
