case,TOTALCOST,TOTAL_NUMBER_OF VEHICLES,CONSTRUCTION_TIME,IMPROVEMENT_TIME,ELAPSED_TIME
r106,5.675743204665727,0.0,,,
r207,-0.7353224700556067,50.0,,,
r102,4.857709091725324,5.555555555555555,,,
r112,6.332097739999706,22.22222222222222,,,
r109,12.181098728220505,7.6923076923076925,,,
r110,24.52358291429895,8.333333333333332,,,
r203,1.38920244410742,100.0,,,
r105,8.19219959118811,6.666666666666667,,,
r101,2.7444839569425903,0.0,,,
r107,11.758810126811808,9.090909090909092,,,
r204,8.602540063215985,150.0,,,
r209,4.873037284648298,33.33333333333333,,,
r206,11.149501673650116,0.0,,,
r208,28.643094217637312,50.0,,,
r104,6.410695614202331,9.090909090909092,,,
r108,8.00210117628871,22.22222222222222,,,
r201,12.341874666777622,-37.5,,,
r103,4.54919679648217,7.142857142857142,,,
r210,4.048144839362466,100.0,,,
r211,-3.745320306829696,50.0,,,
r111,9.400829498884608,8.333333333333332,,,
r202,-6.1202290555668695,100.0,,,
r205,6.213678039031876,66.66666666666666,,,
