case,TOTALCOST,TOTAL_NUMBER_OF VEHICLES,CONSTRUCTION_TIME,IMPROVEMENT_TIME,ELAPSED_TIME
C1_2_5,-4.462793876345639,-4.761904761904762,,,2995.463926006353
C1_2_7,-8.111040686716962,-4.761904761904762,,,6607.726138364789
C2_2_5,-0.7800463213899929,0.0,,,25994.1688904763
C2_2_8,-7.4043874734146735,14.285714285714285,,,31599.177086519263
C1_2_1,-0.1051665757660373,0.0,,,902.243471791351
C1_2_10,-5.198817745669335,0.0,,,5185.418134616815
C1_2_4,1.3647056957142512,0.0,,,5119.9202023601865
C2_2_7,-1.371538787957679,0.0,,,43594.47147212796
C1_2_8,-7.102884950649102,-4.761904761904762,,,5494.32925903616
C1_2_2,4.454732818047857,0.0,,,11319.846141598126
C2_2_3,2.338678320781869,-12.5,,,43484.3294367281
C1_2_6,-2.855156279747473,-4.761904761904762,,,9536.04752172937
C2_2_10,0.0215044984837934,0.0,,,49210.70628306827
C2_2_4,6.437725294212632,-12.5,,,57061.34922008793
C1_2_3,-0.9232536092677648,0.0,,,4653.156865664235
C1_2_9,-6.046022644343587,0.0,,,6894.120793900265
C2_2_6,-12.906292502220037,0.0,,,25903.27700954057
C2_2_9,8.973210451885718,0.0,,,40419.22148683087
C2_2_2,2.7702640144606843,-12.5,,,37506.778242529705
C2_2_1,-3.1551632683753703,0.0,,,39558.938227024526
