case,TOTALCOST,TOTAL_NUMBER_OF VEHICLES,CONSTRUCTION_TIME,IMPROVEMENT_TIME,ELAPSED_TIME
c107,1.63686694283399,0.0,,,
c205,22.958067309600665,0.0,,,
c109,148.06230109071248,0.0,,,
c106,1.6368669428338762,0.0,,,
c104,86.18626712899618,0.0,,,
c108,27.01403553227283,0.0,,,
c206,2.492848762553649,0.0,,,
c101,1.6368669428338762,0.0,,,
c204,14.352170240773944,0.0,,,
c203,32.506491768935234,0.0,,,
c201,2.456556671501403,0.0,,,
c105,1.6368669428338762,0.0,,,
c208,2.5238006573990788,0.0,,,
c207,2.4863214262124984,0.0,,,
c102,1.6368669428338762,0.0,,,
c103,1.7648821980839102,0.0,,,
c202,65.65141629691198,0.0,,,
