case,TOTALCOST,TOTAL_NUMBER_OF VEHICLES,CONSTRUCTION_TIME,IMPROVEMENT_TIME,ELAPSED_TIME
C1_4_8,-101.0798510555187,-1.0,,,2078.994897460938
C2_4_5,-65.0094683525067,-1.0,,,17064.140193080904
C2_4_1,94.81305759137013,1.0,,,9031.11789007187
C2_4_7,-103.67644472019764,-1.0,,,262671.87894182204
C1_4_7,-7.057775692528594,1.0,,,1545.624456977844
C1_4_9,-800.9543043803269,-2.0,,,1954.7037007808683
C1_4_6,208.44723022987364,1.0,,,1785.6417677879333
C1_4_5,-90.7665687456556,-1.0,,,1557.570917701721
C2_4_2,-465.4345052053577,0.0,,,13179.74294128418
C2_4_9,58.68224689122326,-1.0,,,23368.17965512276
C2_4_3,-71.09422844051915,-1.0,,,92523.18930163384
C1_4_2,224.4163334120658,0.0,,,2185.483467769623
C1_4_3,647.249522909854,0.0,,,2286.1300049304964
C1_4_4,-139.63414528744215,-1.0,,,1250.0950855731965
C2_4_8,28.260787899759634,-1.0,,,16451.714316081998
C1_4_1,-206.42436976351652,-1.0,,,470.0189657688141
C2_4_6,-316.3646488869558,-1.0,,,27229.684044647216
C2_4_4,-174.85634587206823,1.0,,,25702.499881219865
C1_4_10,200.50469138774588,-1.0,,,1682.6658802509307
C2_4_10,-127.04074619456968,-1.0,,,29703.05281462669
