case,TOTALCOST,TOTAL_NUMBER_OF VEHICLES,CONSTRUCTION_TIME,IMPROVEMENT_TIME,ELAPSED_TIME
C1_4_8,5.943298544164114,13.513513513513514,,,
C2_4_5,9.033460474519003,25.0,,,
C2_4_1,3.547062000403928,8.333333333333332,,,
C2_4_7,12.782122479173358,25.0,,,
C1_4_7,3.8740652829572433,7.6923076923076925,,,
C1_4_9,13.49076527980798,13.88888888888889,,,
C1_4_6,2.4044895843555563,2.5,,,
C1_4_5,4.425905361934231,5.0,,,
C2_4_2,11.306349422140231,16.666666666666664,,,
C2_4_9,18.00495190115653,25.0,,,
C2_4_3,10.874933434336873,36.36363636363637,,,
C1_4_2,-2.3792847881296377,13.88888888888889,,,
C1_4_3,10.095340670968016,13.88888888888889,,,
C1_4_4,13.098561742478497,5.555555555555555,,,
C2_4_8,0.8153812421498791,36.36363636363637,,,
C1_4_1,2.8867501929261605,2.5,,,
C2_4_6,12.503798332846552,25.0,,,
C2_4_4,20.72477767280016,18.181818181818183,,,
C1_4_10,12.215299975288705,11.11111111111111,,,
C2_4_10,11.870840745982688,27.27272727272727,,,
