CUST NO.,LATITUDE,LONGITUDE,DEMAND,FROM TIME,TO TIME,SERVICE TIME
0,250,250,0,2017/01/01 00:00:00,2017/01/06 01:24:00,0
1,440,436,18,2017/01/03 07:28:00,2017/01/03 17:28:00,10
2,214,394,10,2017/01/01 11:22:00,2017/01/01 21:22:00,10
3,476,483,10,2017/01/01 19:39:00,2017/01/02 05:39:00,10
4,352,487,27,2017/01/03 08:07:00,2017/01/03 18:07:00,10
5,230,197,40,2017/01/01 04:06:00,2017/01/01 14:06:00,10
6,175,239,23,2017/01/01 01:15:00,2017/01/01 11:15:00,10
7,133,202,33,2017/01/02 02:42:00,2017/01/02 12:42:00,10
8,328,458,17,2017/01/02 23:11:00,2017/01/03 09:11:00,10
9,25,499,10,2017/01/02 01:40:00,2017/01/02 11:40:00,10
10,226,423,15,2017/01/01 09:08:00,2017/01/01 19:08:00,10
11,313,282,20,2017/01/01 06:54:00,2017/01/01 16:54:00,10
12,60,454,10,2017/01/01 19:09:00,2017/01/02 05:09:00,10
13,239,486,3,2017/01/04 22:48:00,2017/01/05 08:48:00,10
14,102,264,10,2017/01/01 04:55:00,2017/01/01 14:55:00,10
15,408,452,10,2017/01/01 14:08:00,2017/01/02 00:08:00,10
16,451,62,5,2017/01/01 14:49:00,2017/01/02 00:49:00,10
17,203,390,40,2017/01/01 06:35:00,2017/01/01 16:35:00,10
18,92,233,10,2017/01/01 10:55:00,2017/01/01 20:55:00,10
19,7,300,30,2017/01/01 18:59:00,2017/01/02 04:59:00,10
20,409,90,20,2017/01/01 13:13:00,2017/01/01 23:13:00,10
21,307,108,10,2017/01/01 11:50:00,2017/01/01 21:50:00,10
22,347,54,10,2017/01/01 15:40:00,2017/01/02 01:40:00,10
23,406,87,10,2017/01/01 16:52:00,2017/01/02 02:52:00,10
24,371,332,14,2017/01/02 07:18:00,2017/01/02 17:18:00,10
25,116,466,20,2017/01/01 12:44:00,2017/01/01 22:44:00,10
26,441,265,40,2017/01/01 09:09:00,2017/01/01 19:09:00,10
27,130,140,17,2017/01/01 08:56:00,2017/01/01 18:56:00,10
28,80,117,24,2017/01/03 02:57:00,2017/01/03 12:57:00,10
29,421,387,15,2017/01/03 01:25:00,2017/01/03 11:25:00,10
30,83,300,26,2017/01/02 05:19:00,2017/01/02 15:19:00,10
31,136,52,10,2017/01/01 15:31:00,2017/01/02 01:31:00,10
32,18,462,20,2017/01/01 22:31:00,2017/01/02 08:31:00,10
33,390,120,24,2017/01/03 14:57:00,2017/01/04 00:57:00,10
34,188,119,44,2017/01/03 12:59:00,2017/01/03 22:59:00,10
35,467,114,10,2017/01/01 21:04:00,2017/01/02 07:04:00,10
36,440,292,24,2017/01/03 10:40:00,2017/01/03 20:40:00,10
37,268,400,20,2017/01/01 12:13:00,2017/01/01 22:13:00,10
38,391,202,14,2017/01/01 04:56:00,2017/01/01 14:56:00,10
39,377,432,20,2017/01/03 03:26:00,2017/01/03 13:26:00,10
40,80,290,10,2017/01/01 09:10:00,2017/01/01 19:10:00,10
41,439,15,20,2017/01/01 18:53:00,2017/01/02 04:53:00,10
42,307,52,23,2017/01/03 09:22:00,2017/01/03 19:22:00,10
43,111,192,11,2017/01/04 03:58:00,2017/01/04 13:58:00,10
44,131,56,10,2017/01/01 13:03:00,2017/01/01 23:03:00,10
45,88,286,10,2017/01/01 12:50:00,2017/01/01 22:50:00,10
46,69,414,6,2017/01/04 08:13:00,2017/01/04 18:13:00,10
47,41,232,16,2017/01/01 09:41:00,2017/01/01 19:41:00,10
48,323,77,36,2017/01/04 17:40:00,2017/01/05 03:40:00,10
49,340,416,36,2017/01/01 17:24:00,2017/01/02 03:24:00,10
50,86,199,23,2017/01/01 14:31:00,2017/01/02 00:31:00,10
51,314,124,20,2017/01/01 11:24:00,2017/01/01 21:24:00,10
52,375,191,30,2017/01/01 07:07:00,2017/01/01 17:07:00,10
53,226,175,23,2017/01/05 12:55:00,2017/01/05 22:55:00,10
54,242,106,28,2017/01/04 08:34:00,2017/01/04 18:34:00,10
55,417,417,10,2017/01/01 18:08:00,2017/01/02 04:08:00,10
56,419,459,20,2017/01/01 17:05:00,2017/01/02 03:05:00,10
57,389,11,20,2017/01/01 17:33:00,2017/01/02 03:33:00,10
58,450,416,25,2017/01/02 10:27:00,2017/01/02 20:27:00,10
59,246,255,10,2017/01/01 03:30:00,2017/01/01 13:30:00,10
60,71,333,10,2017/01/01 08:55:00,2017/01/01 18:55:00,10
61,105,474,27,2017/01/02 03:23:00,2017/01/02 13:23:00,10
62,20,489,10,2017/01/01 21:33:00,2017/01/02 07:33:00,10
63,388,331,20,2017/01/01 05:40:00,2017/01/01 15:40:00,10
64,92,259,4,2017/01/01 22:38:00,2017/01/02 08:38:00,10
65,200,261,10,2017/01/01 07:06:00,2017/01/01 17:06:00,10
66,400,288,30,2017/01/01 05:19:00,2017/01/01 15:19:00,10
67,299,285,3,2017/01/04 07:35:00,2017/01/04 17:35:00,10
68,378,199,10,2017/01/01 09:49:00,2017/01/01 19:49:00,10
69,325,147,14,2017/01/04 03:07:00,2017/01/04 13:07:00,10
70,421,386,29,2017/01/03 02:57:00,2017/01/03 12:57:00,10
71,404,447,20,2017/01/01 11:40:00,2017/01/01 21:40:00,10
72,412,478,7,2017/01/03 11:59:00,2017/01/03 21:59:00,10
73,26,67,15,2017/01/04 11:47:00,2017/01/04 21:47:00,10
74,358,183,20,2017/01/01 11:35:00,2017/01/01 21:35:00,10
75,30,302,10,2017/01/01 13:46:00,2017/01/01 23:46:00,10
76,176,470,14,2017/01/02 08:27:00,2017/01/02 18:27:00,10
77,96,270,20,2017/01/01 06:49:00,2017/01/01 16:49:00,10
78,243,408,15,2017/01/04 19:35:00,2017/01/05 05:35:00,10
79,60,29,32,2017/01/04 14:51:00,2017/01/05 00:51:00,10
80,34,169,11,2017/01/02 04:18:00,2017/01/02 14:18:00,10
81,407,280,10,2017/01/01 09:54:00,2017/01/01 19:54:00,10
82,277,403,10,2017/01/01 07:39:00,2017/01/01 17:39:00,10
83,498,456,27,2017/01/04 17:44:00,2017/01/05 03:44:00,10
84,384,491,20,2017/01/01 19:11:00,2017/01/02 05:11:00,10
85,355,174,33,2017/01/02 19:41:00,2017/01/03 05:41:00,10
86,97,288,22,2017/01/04 09:36:00,2017/01/04 19:36:00,10
87,316,284,20,2017/01/01 04:19:00,2017/01/01 14:19:00,10
88,334,403,26,2017/01/01 06:38:00,2017/01/01 16:38:00,10
89,415,223,20,2017/01/01 16:19:00,2017/01/02 02:19:00,10
90,230,320,8,2017/01/04 03:28:00,2017/01/04 13:28:00,10
91,432,199,7,2017/01/02 14:34:00,2017/01/03 00:34:00,10
92,92,18,8,2017/01/03 22:57:00,2017/01/04 08:57:00,10
93,273,300,30,2017/01/01 00:55:00,2017/01/01 10:55:00,10
94,269,112,19,2017/01/04 08:11:00,2017/01/04 18:11:00,10
95,429,389,18,2017/01/02 00:16:00,2017/01/02 10:16:00,10
96,371,71,21,2017/01/01 15:07:00,2017/01/02 01:07:00,10
97,5,297,10,2017/01/01 18:05:00,2017/01/02 04:05:00,10
98,414,378,23,2017/01/02 04:59:00,2017/01/02 14:59:00,10
99,38,15,3,2017/01/03 20:44:00,2017/01/04 06:44:00,10
100,2,295,30,2017/01/01 16:23:00,2017/01/02 02:23:00,10
101,237,254,20,2017/01/01 01:33:00,2017/01/01 11:33:00,10
102,54,445,10,2017/01/01 16:32:00,2017/01/02 02:32:00,10
103,382,110,24,2017/01/03 22:10:00,2017/01/04 08:10:00,10
104,438,488,18,2017/01/01 17:49:00,2017/01/02 03:49:00,10
105,395,331,20,2017/01/01 10:26:00,2017/01/01 20:26:00,10
106,230,487,20,2017/01/03 23:18:00,2017/01/04 09:18:00,10
