CUST NO.,LATITUDE,LONGITUDE,DEMAND,FROM TIME,TO TIME,SERVICE TIME
0,250,250,0,2017/01/01 00:00:00,2017/01/02 08:05:00,0
1,171,34,21,2017/01/01 18:12:00,2017/01/01 20:24:00,10
2,67,190,25,2017/01/01 19:18:00,2017/01/01 20:19:00,10
3,80,400,10,2017/01/02 00:00:00,2017/01/02 00:43:00,10
4,439,237,11,2017/01/01 15:35:00,2017/01/01 16:13:00,10
5,377,385,6,2017/01/01 13:58:00,2017/01/01 15:24:00,10
6,449,428,25,2017/01/01 20:46:00,2017/01/01 21:17:00,10
7,342,481,18,2017/01/01 23:41:00,2017/01/02 00:49:00,10
8,466,149,16,2017/01/01 19:56:00,2017/01/01 20:06:00,10
9,83,290,14,2017/01/01 09:36:00,2017/01/01 11:10:00,10
10,251,63,14,2017/01/01 16:20:00,2017/01/01 17:04:00,10
11,328,491,21,2017/01/01 11:13:00,2017/01/01 11:54:00,10
12,260,472,33,2017/01/01 17:07:00,2017/01/01 17:54:00,10
13,290,145,5,2017/01/01 21:13:00,2017/01/01 22:01:00,10
14,266,221,9,2017/01/01 00:33:00,2017/01/01 01:47:00,10
15,164,320,12,2017/01/01 18:04:00,2017/01/01 18:56:00,10
16,52,412,22,2017/01/01 23:08:00,2017/01/02 00:13:00,10
17,485,104,21,2017/01/01 12:45:00,2017/01/01 14:14:00,10
18,144,331,13,2017/01/01 15:15:00,2017/01/01 16:17:00,10
19,387,394,8,2017/01/01 17:49:00,2017/01/01 19:17:00,10
20,472,57,17,2017/01/01 21:30:00,2017/01/01 22:10:00,10
21,343,276,15,2017/01/01 01:36:00,2017/01/01 02:52:00,10
22,104,349,20,2017/01/01 16:28:00,2017/01/01 17:41:00,10
23,28,467,34,2017/01/01 21:56:00,2017/01/01 23:19:00,10
24,91,427,14,2017/01/01 14:15:00,2017/01/01 15:40:00,10
25,429,476,23,2017/01/01 09:19:00,2017/01/01 10:18:00,10
26,210,276,5,2017/01/01 00:47:00,2017/01/01 02:06:00,10
27,58,39,12,2017/01/01 19:12:00,2017/01/01 20:03:00,10
28,273,300,30,2017/01/01 00:55:00,2017/01/01 01:50:00,10
29,41,232,16,2017/01/01 03:29:00,2017/01/01 04:42:00,10
30,25,53,23,2017/01/01 16:36:00,2017/01/01 17:54:00,10
31,52,18,28,2017/01/01 14:19:00,2017/01/01 14:45:00,10
32,27,444,22,2017/01/01 17:38:00,2017/01/01 18:52:00,10
33,178,72,23,2017/01/01 12:24:00,2017/01/01 13:19:00,10
34,406,460,2,2017/01/01 11:40:00,2017/01/01 12:48:00,10
35,250,328,24,2017/01/01 03:52:00,2017/01/01 04:56:00,10
36,492,34,5,2017/01/01 13:25:00,2017/01/01 14:07:00,10
37,412,100,1,2017/01/01 08:30:00,2017/01/01 09:06:00,10
38,233,87,18,2017/01/01 04:21:00,2017/01/01 04:35:00,10
39,60,5,18,2017/01/01 17:03:00,2017/01/01 18:14:00,10
40,406,408,15,2017/01/01 23:59:00,2017/01/02 01:03:00,10
41,245,42,24,2017/01/01 08:54:00,2017/01/01 09:50:00,10
42,166,345,14,2017/01/01 18:40:00,2017/01/01 19:29:00,10
43,440,294,16,2017/01/01 15:45:00,2017/01/01 16:46:00,10
44,370,382,11,2017/01/01 14:19:00,2017/01/01 15:38:00,10
45,32,319,21,2017/01/01 06:26:00,2017/01/01 07:26:00,10
46,480,136,22,2017/01/01 04:16:00,2017/01/01 05:58:00,10
47,371,163,21,2017/01/01 13:42:00,2017/01/01 14:23:00,10
48,0,188,26,2017/01/01 15:15:00,2017/01/01 16:20:00,10
49,438,5,18,2017/01/01 08:41:00,2017/01/01 10:08:00,10
