case,TOTALCOST,TOTAL_NUMBER_OF VEHICLES,CONSTRUCTION_TIME,IMPROVEMENT_TIME,ELAPSED_TIME
R2_4_6,-703.8095461416315,-1.0,,,42124.74914999008
R2_4_4,-76.93495919006364,-1.0,,,107027.30892548562
R1_4_4,-601.5256489768781,0.0,,,2862.4819400787355
R1_4_9,-365.0468484405428,-1.0,,,2590.570914888382
R1_4_1,-126.79412393692292,1.0,,,2248.559611749649
R1_4_8,377.4927427138609,-1.0,,,1238.4604898929597
R1_4_3,34.09824769331135,1.0,,,2966.2550846099853
R2_4_10,-190.3482887850123,0.0,,,81060.95044517517
R2_4_9,545.7142970126934,-2.0,,,42863.92945284843
R1_4_2,-38.62551383664322,-1.0,,,2813.2083792686462
R2_4_8,-207.3410066971328,0.0,,,42406.568542766574
R2_4_1,-230.002703256916,-1.0,,,38026.730735206605
R2_4_7,-693.0753076191058,0.0,,,63329.66167621613
R2_4_5,261.4052106235931,-2.0,,,125380.76693530082
R1_4_7,-715.7971658873648,0.0,,,2552.2514446258547
R1_4_5,-397.0742434902877,-1.0,,,2717.326600646973
R1_4_6,-488.7040128805347,0.0,,,2396.16779794693
R2_4_2,59.70203697907891,-3.0,,,96930.9117538929
R2_4_3,-745.9690250234298,0.0,,,35943.91795201301
R1_4_10,-560.8826207670936,0.0,,,1278.917863559723
