case,TOTALCOST,TOTAL_NUMBER_OF VEHICLES,CONSTRUCTION_TIME,IMPROVEMENT_TIME,ELAPSED_TIME
R1_2_8,-260.12201831209904,1.0,,,377.60514440536497
R1_2_7,-265.82612846448774,0.0,,,398.0242508888245
R1_2_5,-257.4226976340706,0.0,,,241.761789226532
R2_2_2,172.80171558250504,0.0,,,4147.412301254272
R2_2_6,399.665723187914,-2.0,,,5052.500868940353
R2_2_4,-118.17350982008384,0.0,,,4884.168647241593
R2_2_1,209.9941632959617,-2.0,,,2532.943735742569
R2_2_9,59.10536042678632,-1.0,,,5258.842059135437
R1_2_10,-77.18878520685303,1.0,,,325.91713371276853
R2_2_3,149.35477950325867,-1.0,,,6097.6253038883215
R1_2_6,-253.6042351516262,2.0,,,337.48183169364927
R1_2_4,-192.69417412540497,-1.0,,,394.3537498950958
R2_2_10,150.116925852818,-1.0,,,4726.696238279343
R2_2_5,129.36063426311603,-2.0,,,23101.65115699768
R2_2_7,-113.2474330988166,1.0,,,4331.921727275848
R2_2_8,-20.686317808560943,0.0,,,5263.328673744201
R1_2_2,74.86356827137843,1.0,,,451.0543178558349
R1_2_3,-26.01780067101617,1.0,,,397.5542620658874
R1_2_1,-5.209677649752848,2.0,,,238.18521070480347
R1_2_9,-239.80439743556872,2.0,,,367.7047399520874
