case,TOTALCOST,TOTAL_NUMBER_OF VEHICLES,CONSTRUCTION_TIME,IMPROVEMENT_TIME,ELAPSED_TIME
RC1_2_5,175.758700936914,0.0,,,285.58472747802733
RC2_2_1,-62.41061761519359,0.0,,,1616.065803527832
RC1_2_2,-30.266805545946227,1.0,,,358.9129204750061
RC2_2_2,162.1229383618347,-1.0,,,1749.3644210815428
RC1_2_3,-258.40661743356395,0.0,,,371.7060383319855
RC1_2_10,-52.69578765501137,0.0,,,274.1856715202332
RC1_2_1,156.81096476838866,2.0,,,283.4044946193696
RC2_2_6,4.089048086321782,-1.0,,,4680.478142118453
RC2_2_9,15.810711825862654,-1.0,,,3415.482929515839
RC1_2_8,-333.3157700458478,0.0,,,315.2094219684601
RC1_2_4,-19.66283716795442,-1.0,,,243.12764711380004
RC2_2_8,62.18443353746761,-1.0,,,2462.160001897812
RC1_2_6,-218.96372454809216,-1.0,,,249.06432118415836
RC2_2_4,130.6102072898084,-1.0,,,3894.309843540192
RC2_2_3,134.76328667422604,-1.0,,,4077.2307104587553
RC1_2_9,71.24706392189273,0.0,,,276.170618724823
RC2_2_10,115.6593196734634,0.0,,,2372.9669545173647
RC2_2_5,-99.83935182929918,-1.0,,,2193.462608623505
RC1_2_7,52.97994734588247,0.0,,,373.0654084205629
RC2_2_7,74.91376454960164,-1.0,,,2925.6410534858705
