case,TOTALCOST,TOTAL_NUMBER_OF VEHICLES,CONSTRUCTION_TIME,IMPROVEMENT_TIME,ELAPSED_TIME
r106,7.120039006394134,0.0,,,
r207,12.95999316866098,50.0,,,
r102,2.929078225676224,5.555555555555555,,,
r112,13.01418188462294,33.33333333333333,,,
r109,6.291318810562825,0.0,,,
r110,12.37302281092512,8.333333333333332,,,
r203,5.624587750360608,33.33333333333333,,,
r105,3.959085782614967,0.0,,,
r101,2.6572848577523027,5.0,,,
r107,10.85221608281815,18.181818181818183,,,
r204,1.651123432768957,50.0,,,
r209,25.269396215047838,0.0,,,
r206,5.288572899688087,33.33333333333333,,,
r208,19.464232316482143,50.0,,,
r104,14.140014132277004,0.0,,,
r108,9.7642203095686,11.11111111111111,,,
r201,9.857359209763326,-37.5,,,
r103,11.04325480276181,21.428571428571427,,,
r210,6.317759033812521,33.33333333333333,,,
r211,5.451481430075157,50.0,,,
r111,12.941989428900945,8.333333333333332,,,
r202,3.2740403684362414,33.33333333333333,,,
r205,11.16700573296519,33.33333333333333,,,
