CUST NO.,LATITUDE,LONGITUDE,DEMAND,FROM TIME,TO TIME,SERVICE TIME
0,200,200,0,2017/01/01 00:00:00,2017/01/05 08:49:00,0
1,244,56,14,2017/01/02 13:05:00,2017/01/03 05:10:00,10
2,245,106,20,2017/01/01 05:33:00,2017/01/01 12:38:00,10
3,233,214,10,2017/01/01 00:40:00,2017/01/01 11:48:00,10
4,395,340,24,2017/01/01 12:58:00,2017/01/01 19:03:00,10
5,229,371,7,2017/01/03 18:42:00,2017/01/03 22:20:00,10
6,384,248,35,2017/01/01 12:01:00,2017/01/01 19:34:00,10
7,277,163,10,2017/01/01 07:12:00,2017/01/01 16:56:00,10
8,52,94,14,2017/01/04 00:00:00,2017/01/04 10:14:00,10
9,89,152,20,2017/01/01 06:55:00,2017/01/01 13:53:00,10
10,218,284,20,2017/01/01 12:10:00,2017/01/01 16:33:00,10
11,340,276,43,2017/01/03 07:18:00,2017/01/03 14:24:00,10
12,206,106,33,2017/01/01 16:22:00,2017/01/02 00:03:00,10
13,375,247,10,2017/01/01 11:30:00,2017/01/01 14:03:00,10
14,113,179,10,2017/01/01 10:26:00,2017/01/01 17:42:00,10
15,348,280,10,2017/01/01 13:47:00,2017/01/01 17:08:00,10
16,223,372,30,2017/01/01 11:42:00,2017/01/01 21:50:00,10
17,361,287,13,2017/01/01 12:34:00,2017/01/01 23:30:00,10
18,6,62,23,2017/01/03 08:45:00,2017/01/03 16:51:00,10
19,37,397,50,2017/01/03 03:58:00,2017/01/03 12:02:00,10
20,364,27,20,2017/01/01 17:08:00,2017/01/02 01:33:00,10
21,14,201,10,2017/01/01 12:53:00,2017/01/01 17:53:00,10
22,325,294,22,2017/01/04 01:40:00,2017/01/04 09:06:00,10
23,41,382,20,2017/01/01 13:41:00,2017/01/01 21:24:00,10
24,325,130,19,2017/01/03 18:43:00,2017/01/04 01:43:00,10
25,384,47,31,2017/01/03 21:48:00,2017/01/04 05:42:00,10
26,116,181,20,2017/01/01 12:23:00,2017/01/01 19:06:00,10
27,346,155,20,2017/01/01 12:51:00,2017/01/01 20:47:00,10
28,359,30,20,2017/01/01 21:08:00,2017/01/02 02:40:00,10
29,222,284,10,2017/01/01 03:08:00,2017/01/01 11:07:00,10
30,91,150,10,2017/01/01 06:15:00,2017/01/01 11:12:00,10
31,140,387,8,2017/01/01 10:19:00,2017/01/01 17:28:00,10
32,176,154,15,2017/01/01 00:51:00,2017/01/01 12:05:00,10
33,352,383,16,2017/01/03 02:49:00,2017/01/03 09:34:00,10
34,213,332,21,2017/01/02 17:33:00,2017/01/03 08:08:00,10
35,133,68,20,2017/01/01 08:37:00,2017/01/01 16:40:00,10
36,151,188,18,2017/01/01 00:50:00,2017/01/01 08:58:00,10
37,105,250,30,2017/01/01 06:59:00,2017/01/01 18:59:00,10
38,94,70,30,2017/01/01 13:19:00,2017/01/02 02:03:00,10
39,287,307,10,2017/01/01 10:38:00,2017/01/01 21:26:00,10
40,267,321,26,2017/01/02 15:37:00,2017/01/02 22:49:00,10
41,220,71,22,2017/01/02 19:04:00,2017/01/03 01:07:00,10
42,244,106,40,2017/01/01 06:28:00,2017/01/01 13:11:00,10
43,338,290,12,2017/01/02 16:36:00,2017/01/03 00:06:00,10
44,5,345,14,2017/01/04 05:14:00,2017/01/04 14:11:00,10
45,145,301,8,2017/01/01 03:50:00,2017/01/01 11:31:00,10
46,393,301,10,2017/01/01 12:25:00,2017/01/01 18:15:00,10
47,359,23,30,2017/01/01 11:34:00,2017/01/01 21:33:00,10
48,196,107,18,2017/01/04 10:56:00,2017/01/05 00:18:00,10
49,348,41,16,2017/01/02 19:13:00,2017/01/02 22:28:00,10
50,59,51,14,2017/01/01 10:03:00,2017/01/01 19:24:00,10
51,126,91,30,2017/01/01 09:33:00,2017/01/01 17:47:00,10
52,234,214,10,2017/01/01 05:43:00,2017/01/01 10:56:00,10
53,108,395,12,2017/01/02 11:56:00,2017/01/02 18:24:00,10
54,186,306,10,2017/01/01 10:38:00,2017/01/01 14:20:00,10
55,125,122,15,2017/01/01 02:23:00,2017/01/01 14:26:00,10
56,12,368,12,2017/01/02 22:55:00,2017/01/03 09:56:00,10
57,348,279,10,2017/01/01 11:41:00,2017/01/01 17:47:00,10
58,26,247,10,2017/01/01 08:12:00,2017/01/01 18:33:00,10
59,393,306,20,2017/01/01 14:02:00,2017/01/01 19:58:00,10
60,268,114,30,2017/01/01 11:27:00,2017/01/01 13:56:00,10
61,2,17,11,2017/01/01 14:10:00,2017/01/01 23:45:00,10
62,62,258,20,2017/01/01 08:34:00,2017/01/01 15:28:00,10
63,186,145,18,2017/01/04 23:37:00,2017/01/05 07:43:00,10
64,338,315,9,2017/01/03 11:20:00,2017/01/03 21:38:00,10
65,66,118,27,2017/01/02 07:22:00,2017/01/02 21:54:00,10
66,68,378,10,2017/01/02 20:17:00,2017/01/03 00:36:00,10
67,294,136,10,2017/01/01 04:31:00,2017/01/01 10:38:00,10
68,73,126,38,2017/01/02 02:48:00,2017/01/02 07:08:00,10
69,68,263,10,2017/01/01 09:12:00,2017/01/01 18:44:00,10
70,302,136,20,2017/01/01 07:14:00,2017/01/01 16:47:00,10
71,234,203,10,2017/01/01 07:44:00,2017/01/01 16:30:00,10
72,127,94,10,2017/01/01 12:03:00,2017/01/01 18:48:00,10
73,233,208,30,2017/01/01 00:33:00,2017/01/01 09:26:00,10
74,210,1,11,2017/01/03 17:36:00,2017/01/03 21:40:00,10
75,102,252,10,2017/01/01 07:25:00,2017/01/01 16:43:00,10
76,152,237,10,2017/01/01 01:35:00,2017/01/01 09:51:00,10
77,2,3,14,2017/01/03 00:13:00,2017/01/03 11:40:00,10
78,92,162,20,2017/01/01 13:10:00,2017/01/01 22:31:00,10
79,177,55,17,2017/01/02 21:59:00,2017/01/03 08:45:00,10
80,193,29,16,2017/01/02 23:20:00,2017/01/03 07:35:00,10
81,105,360,10,2017/01/03 01:00:00,2017/01/03 09:44:00,10
82,193,216,1,2017/01/04 09:19:00,2017/01/04 12:48:00,10
83,338,150,16,2017/01/02 22:34:00,2017/01/03 09:50:00,10
84,68,143,16,2017/01/04 08:12:00,2017/01/04 17:09:00,10
85,180,15,7,2017/01/03 07:16:00,2017/01/03 15:22:00,10
86,182,378,10,2017/01/01 07:18:00,2017/01/01 19:40:00,10
87,39,384,40,2017/01/01 16:58:00,2017/01/01 19:49:00,10
88,43,386,10,2017/01/01 16:53:00,2017/01/02 00:28:00,10
89,291,301,20,2017/01/01 02:15:00,2017/01/01 17:47:00,10
90,32,251,20,2017/01/01 14:49:00,2017/01/01 21:16:00,10
91,246,298,19,2017/01/03 08:53:00,2017/01/04 00:35:00,10
92,32,229,7,2017/01/03 18:44:00,2017/01/04 03:51:00,10
93,116,252,20,2017/01/01 02:58:00,2017/01/01 10:13:00,10
94,198,295,20,2017/01/01 07:25:00,2017/01/01 13:53:00,10
95,63,262,20,2017/01/01 09:48:00,2017/01/01 16:07:00,10
96,119,179,10,2017/01/01 11:48:00,2017/01/01 21:29:00,10
97,174,375,30,2017/01/01 17:01:00,2017/01/02 03:17:00,10
98,199,45,26,2017/01/03 00:48:00,2017/01/03 10:29:00,10
99,150,236,20,2017/01/01 01:01:00,2017/01/01 12:11:00,10
100,363,24,20,2017/01/01 14:47:00,2017/01/01 21:32:00,10
101,393,307,10,2017/01/01 16:39:00,2017/01/01 20:20:00,10
102,331,251,20,2017/01/01 05:34:00,2017/01/01 13:10:00,10
103,293,306,20,2017/01/01 06:06:00,2017/01/01 14:04:00,10
104,18,102,18,2017/01/01 11:45:00,2017/01/01 21:12:00,10
105,196,293,20,2017/01/01 04:35:00,2017/01/01 12:04:00,10
106,299,141,10,2017/01/01 12:49:00,2017/01/01 19:39:00,10
107,364,25,40,2017/01/01 14:11:00,2017/01/02 02:54:00,10
108,41,183,25,2017/01/04 02:56:00,2017/01/04 12:02:00,10
109,342,385,10,2017/01/01 21:02:00,2017/01/02 04:28:00,10
110,302,203,30,2017/01/01 13:19:00,2017/01/01 15:06:00,10
111,212,197,16,2017/01/03 05:36:00,2017/01/03 14:14:00,10
112,384,294,20,2017/01/02 11:08:00,2017/01/02 17:08:00,10
113,381,290,36,2017/01/02 01:58:00,2017/01/02 14:35:00,10
114,110,254,20,2017/01/01 04:59:00,2017/01/01 15:15:00,10
115,196,51,19,2017/01/02 04:59:00,2017/01/02 19:39:00,10
116,264,341,9,2017/01/03 17:42:00,2017/01/04 03:04:00,10
117,23,98,10,2017/01/01 17:49:00,2017/01/02 04:31:00,10
118,278,265,23,2017/01/02 15:53:00,2017/01/03 00:36:00,10
119,23,97,20,2017/01/01 16:55:00,2017/01/02 03:57:00,10
120,281,155,10,2017/01/01 07:15:00,2017/01/01 13:01:00,10
121,352,162,10,2017/01/01 07:42:00,2017/01/01 14:32:00,10
122,209,85,10,2017/01/01 05:47:00,2017/01/01 14:07:00,10
123,15,4,18,2017/01/02 19:25:00,2017/01/03 03:51:00,10
124,177,379,10,2017/01/01 17:04:00,2017/01/02 01:15:00,10
125,18,208,20,2017/01/01 13:49:00,2017/01/01 22:44:00,10
126,343,322,21,2017/01/03 02:24:00,2017/01/03 11:48:00,10
127,369,107,20,2017/01/01 14:20:00,2017/01/02 00:51:00,10
128,31,360,23,2017/01/01 15:21:00,2017/01/01 23:38:00,10
129,263,110,10,2017/01/01 07:25:00,2017/01/01 13:00:00,10
130,240,246,20,2017/01/01 01:00:00,2017/01/01 14:36:00,10
131,380,339,10,2017/01/02 22:03:00,2017/01/03 06:48:00,10
132,111,286,21,2017/01/01 05:20:00,2017/01/01 14:24:00,10
133,213,271,10,2017/01/01 05:06:00,2017/01/01 11:09:00,10
134,251,381,17,2017/01/01 17:13:00,2017/01/01 20:29:00,10
135,322,242,10,2017/01/01 13:17:00,2017/01/01 19:50:00,10
136,390,52,10,2017/01/01 16:44:00,2017/01/02 00:08:00,10
137,26,70,3,2017/01/03 11:35:00,2017/01/03 17:14:00,10
138,300,132,10,2017/01/01 04:21:00,2017/01/01 17:44:00,10
139,342,384,10,2017/01/01 21:49:00,2017/01/02 05:09:00,10
140,357,160,20,2017/01/01 06:00:00,2017/01/01 19:57:00,10
141,204,87,30,2017/01/01 04:46:00,2017/01/01 11:41:00,10
142,197,293,30,2017/01/01 03:10:00,2017/01/01 12:01:00,10
143,98,107,17,2017/01/03 10:16:00,2017/01/03 20:19:00,10
144,400,109,20,2017/01/03 07:10:00,2017/01/03 11:48:00,10
145,231,243,10,2017/01/01 06:02:00,2017/01/01 15:15:00,10
146,84,221,22,2017/01/03 21:31:00,2017/01/04 07:33:00,10
147,230,290,20,2017/01/01 06:01:00,2017/01/01 12:18:00,10
148,397,261,16,2017/01/02 13:01:00,2017/01/02 18:56:00,10
149,222,283,20,2017/01/01 02:31:00,2017/01/01 10:17:00,10
150,247,377,28,2017/01/04 07:43:00,2017/01/04 12:21:00,10
151,60,319,29,2017/01/01 14:09:00,2017/01/01 21:52:00,10
152,79,154,10,2017/01/01 06:25:00,2017/01/01 18:26:00,10
153,256,385,5,2017/01/02 15:33:00,2017/01/02 17:52:00,10
154,140,40,27,2017/01/03 19:33:00,2017/01/03 21:48:00,10
155,8,119,11,2017/01/03 05:38:00,2017/01/03 12:11:00,10
156,208,274,30,2017/01/01 01:34:00,2017/01/01 11:09:00,10
157,84,293,11,2017/01/02 11:29:00,2017/01/02 16:39:00,10
158,74,351,32,2017/01/03 11:58:00,2017/01/03 21:59:00,10
159,95,64,20,2017/01/01 02:51:00,2017/01/01 23:02:00,10
160,329,236,10,2017/01/01 09:31:00,2017/01/01 15:19:00,10
161,248,286,35,2017/01/01 03:40:00,2017/01/01 10:49:00,10
162,234,243,20,2017/01/01 06:09:00,2017/01/01 13:23:00,10
163,244,109,20,2017/01/01 05:19:00,2017/01/01 11:07:00,10
164,340,388,10,2017/01/01 20:39:00,2017/01/02 03:02:00,10
165,161,233,30,2017/01/01 03:50:00,2017/01/01 13:43:00,10
166,125,95,10,2017/01/01 08:53:00,2017/01/01 20:20:00,10
167,351,199,4,2017/01/03 00:51:00,2017/01/03 10:46:00,10
168,61,333,10,2017/01/01 16:41:00,2017/01/01 23:24:00,10
