CUST NO.,LATITUDE,LONGITUDE,DEMAND,FROM TIME,TO TIME,SERVICE TIME
0,200,200,0,2017/01/01 00:00:00,2017/01/05 16:31:00,0
1,221,225,16,2017/01/01 01:30:00,2017/01/01 02:52:00,10
2,279,247,12,2017/01/01 05:12:00,2017/01/01 07:03:00,10
3,355,41,9,2017/01/03 07:43:00,2017/01/03 10:09:00,10
4,93,283,13,2017/01/01 00:00:00,2017/01/05 14:06:00,10
5,163,207,6,2017/01/04 02:40:00,2017/01/04 05:20:00,10
6,364,55,17,2017/01/01 00:00:00,2017/01/05 12:43:00,10
7,329,208,20,2017/01/04 15:56:00,2017/01/04 17:39:00,10
8,102,377,16,2017/01/03 17:33:00,2017/01/03 19:42:00,10
9,356,299,31,2017/01/03 22:16:00,2017/01/03 23:49:00,10
10,10,202,3,2017/01/01 21:38:00,2017/01/01 23:53:00,10
11,40,153,15,2017/01/01 09:50:00,2017/01/01 12:25:00,10
12,145,165,13,2017/01/01 03:08:00,2017/01/01 05:33:00,10
13,278,265,23,2017/01/02 19:04:00,2017/01/02 21:25:00,10
14,338,14,10,2017/01/04 08:14:00,2017/01/04 09:56:00,10
15,13,167,42,2017/01/01 11:57:00,2017/01/01 14:44:00,10
16,179,125,4,2017/01/01 04:11:00,2017/01/01 06:12:00,10
17,194,43,26,2017/01/02 23:42:00,2017/01/03 02:55:00,10
18,358,261,19,2017/01/01 00:00:00,2017/01/05 13:32:00,10
19,299,399,11,2017/01/03 03:26:00,2017/01/03 05:42:00,10
20,246,247,21,2017/01/02 20:48:00,2017/01/02 23:42:00,10
21,343,359,26,2017/01/01 00:00:00,2017/01/05 12:48:00,10
22,101,8,3,2017/01/01 00:00:00,2017/01/05 12:45:00,10
23,302,274,15,2017/01/01 00:00:00,2017/01/05 14:15:00,10
24,131,275,30,2017/01/02 11:04:00,2017/01/02 13:27:00,10
25,191,167,17,2017/01/03 15:07:00,2017/01/03 17:46:00,10
26,332,124,22,2017/01/01 22:17:00,2017/01/02 00:13:00,10
27,106,302,3,2017/01/01 08:21:00,2017/01/01 10:09:00,10
28,380,145,31,2017/01/02 10:52:00,2017/01/02 12:50:00,10
29,334,100,21,2017/01/01 00:00:00,2017/01/05 13:34:00,10
30,180,359,26,2017/01/03 14:21:00,2017/01/03 17:10:00,10
31,142,238,3,2017/01/04 06:06:00,2017/01/04 08:54:00,10
32,138,306,1,2017/01/03 09:40:00,2017/01/03 11:31:00,10
33,16,294,21,2017/01/02 01:01:00,2017/01/02 03:23:00,10
34,206,7,8,2017/01/03 04:48:00,2017/01/03 07:03:00,10
35,299,308,21,2017/01/02 13:14:00,2017/01/02 15:51:00,10
36,343,335,18,2017/01/03 09:21:00,2017/01/03 10:22:00,10
37,135,384,13,2017/01/01 15:57:00,2017/01/01 18:34:00,10
38,161,346,7,2017/01/03 23:12:00,2017/01/03 23:38:00,10
39,206,286,19,2017/01/01 00:00:00,2017/01/05 14:55:00,10
40,156,4,25,2017/01/01 14:24:00,2017/01/01 15:40:00,10
41,326,335,11,2017/01/03 17:46:00,2017/01/03 19:03:00,10
42,82,78,20,2017/01/01 00:00:00,2017/01/05 13:32:00,10
43,37,21,24,2017/01/03 12:42:00,2017/01/03 14:28:00,10
44,177,174,10,2017/01/01 00:50:00,2017/01/01 03:48:00,10
45,84,221,22,2017/01/04 01:52:00,2017/01/04 03:11:00,10
46,171,168,14,2017/01/01 00:00:00,2017/01/05 15:38:00,10
47,207,185,1,2017/01/04 09:28:00,2017/01/04 11:15:00,10
48,92,255,30,2017/01/01 00:00:00,2017/01/05 14:20:00,10
49,220,337,23,2017/01/01 20:28:00,2017/01/01 23:08:00,10
50,137,132,20,2017/01/01 00:00:00,2017/01/05 14:49:00,10
51,342,154,25,2017/01/02 02:57:00,2017/01/02 04:23:00,10
52,353,65,24,2017/01/01 20:38:00,2017/01/01 22:08:00,10
53,70,231,16,2017/01/04 01:11:00,2017/01/04 03:05:00,10
54,79,95,22,2017/01/04 09:27:00,2017/01/04 11:58:00,10
55,352,303,8,2017/01/03 22:58:00,2017/01/04 02:00:00,10
56,136,226,7,2017/01/03 18:35:00,2017/01/03 20:25:00,10
57,243,209,11,2017/01/01 00:00:00,2017/01/05 15:38:00,10
58,145,301,8,2017/01/01 00:00:00,2017/01/05 14:26:00,10
59,254,0,4,2017/01/02 20:47:00,2017/01/02 22:55:00,10
60,310,363,20,2017/01/03 22:10:00,2017/01/04 01:04:00,10
61,387,267,11,2017/01/03 11:15:00,2017/01/03 13:41:00,10
62,236,44,12,2017/01/03 03:51:00,2017/01/03 05:19:00,10
63,94,268,25,2017/01/01 23:51:00,2017/01/02 02:50:00,10
64,84,293,11,2017/01/01 00:00:00,2017/01/05 13:53:00,10
65,11,135,28,2017/01/01 17:18:00,2017/01/01 19:16:00,10
66,280,5,9,2017/01/03 19:55:00,2017/01/03 21:33:00,10
67,265,127,35,2017/01/01 05:45:00,2017/01/01 07:16:00,10
68,259,285,14,2017/01/01 05:37:00,2017/01/01 08:11:00,10
69,52,94,14,2017/01/04 03:11:00,2017/01/04 07:02:00,10
70,278,221,27,2017/01/03 12:19:00,2017/01/03 13:58:00,10
71,231,229,12,2017/01/01 00:00:00,2017/01/05 15:39:00,10
72,168,100,29,2017/01/02 17:52:00,2017/01/02 20:25:00,10
73,14,53,12,2017/01/03 06:03:00,2017/01/03 07:15:00,10
74,237,259,11,2017/01/04 06:02:00,2017/01/04 08:28:00,10
75,69,82,11,2017/01/03 10:52:00,2017/01/03 11:47:00,10
76,192,291,3,2017/01/01 06:42:00,2017/01/01 09:11:00,10
77,8,384,24,2017/01/03 19:35:00,2017/01/03 21:10:00,10
78,367,361,22,2017/01/02 08:24:00,2017/01/02 10:33:00,10
79,91,233,25,2017/01/02 06:57:00,2017/01/02 09:12:00,10
80,125,175,20,2017/01/01 10:57:00,2017/01/01 12:36:00,10
81,304,319,14,2017/01/03 09:11:00,2017/01/03 11:39:00,10
82,241,275,18,2017/01/01 00:00:00,2017/01/05 14:56:00,10
83,193,29,16,2017/01/01 00:00:00,2017/01/05 13:30:00,10
84,80,392,16,2017/01/02 11:07:00,2017/01/02 14:15:00,10
85,300,64,35,2017/01/04 04:40:00,2017/01/04 07:37:00,10
86,327,11,22,2017/01/02 15:23:00,2017/01/02 17:20:00,10
87,299,351,14,2017/01/01 11:07:00,2017/01/01 12:58:00,10
88,311,344,26,2017/01/01 12:23:00,2017/01/01 14:35:00,10
89,229,105,26,2017/01/03 09:29:00,2017/01/03 10:32:00,10
90,362,207,18,2017/01/03 04:26:00,2017/01/03 07:41:00,10
91,344,154,30,2017/01/03 18:38:00,2017/01/03 20:28:00,10
92,39,34,10,2017/01/01 16:54:00,2017/01/01 17:24:00,10
93,68,250,14,2017/01/02 13:15:00,2017/01/02 15:56:00,10
94,268,223,20,2017/01/01 03:38:00,2017/01/01 05:57:00,10
95,116,195,20,2017/01/03 23:30:00,2017/01/04 00:42:00,10
96,352,156,6,2017/01/03 12:01:00,2017/01/03 13:41:00,10
97,313,64,29,2017/01/02 03:14:00,2017/01/02 04:23:00,10
98,375,294,2,2017/01/01 00:00:00,2017/01/05 13:03:00,10
99,391,260,20,2017/01/02 16:03:00,2017/01/02 18:29:00,10
100,334,186,1,2017/01/01 10:08:00,2017/01/01 12:37:00,10
101,84,206,22,2017/01/01 00:00:00,2017/01/05 14:25:00,10
102,12,40,20,2017/01/02 17:32:00,2017/01/02 18:27:00,10
103,195,148,19,2017/01/04 16:56:00,2017/01/04 17:49:00,10
104,381,144,18,2017/01/01 00:00:00,2017/01/05 13:12:00,10
105,320,211,6,2017/01/01 06:42:00,2017/01/01 09:23:00,10
106,308,178,4,2017/01/02 02:18:00,2017/01/02 04:48:00,10
107,376,205,4,2017/01/02 06:01:00,2017/01/02 08:19:00,10
108,257,98,8,2017/01/01 22:23:00,2017/01/02 00:44:00,10
109,111,4,12,2017/01/02 09:56:00,2017/01/02 12:07:00,10
110,330,310,11,2017/01/02 21:31:00,2017/01/02 22:54:00,10
111,305,255,11,2017/01/01 20:54:00,2017/01/01 22:35:00,10
112,140,387,8,2017/01/01 12:29:00,2017/01/01 15:18:00,10
113,164,80,25,2017/01/04 06:06:00,2017/01/04 09:42:00,10
114,271,371,15,2017/01/03 02:10:00,2017/01/03 04:03:00,10
115,4,280,18,2017/01/01 16:12:00,2017/01/01 17:33:00,10
116,347,59,23,2017/01/01 00:00:00,2017/01/05 12:58:00,10
117,147,376,36,2017/01/01 12:27:00,2017/01/01 15:16:00,10
118,74,213,33,2017/01/01 00:00:00,2017/01/05 14:15:00,10
119,54,341,19,2017/01/01 20:26:00,2017/01/01 22:35:00,10
120,303,358,37,2017/01/01 22:45:00,2017/01/02 00:44:00,10
121,21,82,26,2017/01/03 08:13:00,2017/01/03 10:02:00,10
122,379,126,8,2017/01/03 10:29:00,2017/01/03 11:02:00,10
123,398,258,12,2017/01/01 00:00:00,2017/01/05 12:55:00,10
124,152,361,18,2017/01/03 20:57:00,2017/01/03 22:14:00,10
125,397,261,16,2017/01/01 00:00:00,2017/01/05 12:55:00,10
126,250,340,21,2017/01/01 12:38:00,2017/01/01 14:41:00,10
127,166,185,17,2017/01/01 00:00:00,2017/01/05 15:44:00,10
128,294,184,18,2017/01/03 23:17:00,2017/01/04 01:47:00,10
129,303,258,21,2017/01/03 18:00:00,2017/01/03 19:46:00,10
130,87,378,25,2017/01/01 23:57:00,2017/01/02 03:01:00,10
131,250,183,24,2017/01/03 20:17:00,2017/01/03 21:58:00,10
132,384,72,21,2017/01/03 18:07:00,2017/01/03 20:20:00,10
133,98,107,17,2017/01/01 00:00:00,2017/01/05 14:03:00,10
134,56,97,19,2017/01/03 14:48:00,2017/01/03 16:43:00,10
135,225,53,23,2017/01/04 00:08:00,2017/01/04 02:11:00,10
136,280,224,20,2017/01/01 15:25:00,2017/01/01 16:49:00,10
137,208,86,2,2017/01/03 16:22:00,2017/01/03 17:19:00,10
138,395,167,24,2017/01/03 17:15:00,2017/01/03 19:26:00,10
139,215,260,9,2017/01/01 03:37:00,2017/01/01 04:38:00,10
140,44,277,9,2017/01/02 11:37:00,2017/01/02 13:34:00,10
141,174,329,30,2017/01/01 00:00:00,2017/01/05 14:10:00,10
142,380,390,36,2017/01/01 00:00:00,2017/01/05 12:00:00,10
143,120,170,24,2017/01/02 06:10:00,2017/01/02 08:50:00,10
144,273,118,34,2017/01/01 00:00:00,2017/01/05 14:32:00,10
145,103,154,22,2017/01/04 01:33:00,2017/01/04 03:55:00,10
146,180,15,7,2017/01/01 00:00:00,2017/01/05 13:15:00,10
147,371,396,5,2017/01/02 15:32:00,2017/01/02 18:39:00,10
148,169,352,7,2017/01/01 00:00:00,2017/01/05 13:46:00,10
149,78,85,21,2017/01/03 01:44:00,2017/01/03 03:03:00,10
150,226,378,30,2017/01/01 23:49:00,2017/01/02 02:02:00,10
151,357,202,5,2017/01/02 09:05:00,2017/01/02 11:29:00,10
152,68,143,16,2017/01/04 11:53:00,2017/01/04 13:28:00,10
153,384,248,35,2017/01/01 14:17:00,2017/01/01 17:17:00,10
154,391,42,44,2017/01/01 00:00:00,2017/01/05 12:14:00,10
155,267,295,20,2017/01/03 01:08:00,2017/01/03 02:23:00,10
156,350,131,12,2017/01/03 05:24:00,2017/01/03 07:30:00,10
157,5,345,14,2017/01/04 08:41:00,2017/01/04 10:43:00,10
158,199,45,26,2017/01/03 04:53:00,2017/01/03 06:25:00,10
159,166,115,13,2017/01/04 11:44:00,2017/01/04 12:46:00,10
160,103,361,25,2017/01/02 06:04:00,2017/01/02 09:12:00,10
161,239,252,20,2017/01/04 16:56:00,2017/01/04 18:43:00,10
162,2,3,14,2017/01/03 04:33:00,2017/01/03 07:21:00,10
163,335,202,23,2017/01/03 07:22:00,2017/01/03 09:11:00,10
164,158,121,17,2017/01/04 01:49:00,2017/01/04 03:34:00,10
165,320,24,28,2017/01/03 19:03:00,2017/01/03 21:19:00,10
166,166,19,11,2017/01/04 08:11:00,2017/01/04 09:41:00,10
167,326,374,17,2017/01/02 14:41:00,2017/01/02 16:21:00,10
