CUST NO.,LATITUDE,LONGITUDE,DEMAND,FROM TIME,TO TIME,SERVICE TIME
0,200,200,0,2017/01/01 00:00:00,2017/01/02 03:56:00,0
1,385,56,10,2017/01/01 07:53:00,2017/01/01 09:04:00,90
2,201,297,10,2017/01/01 13:25:00,2017/01/01 14:15:00,90
3,57,353,10,2017/01/01 06:04:00,2017/01/01 06:58:00,90
4,201,386,20,2017/01/01 00:00:00,2017/01/01 23:20:00,90
5,359,23,30,2017/01/01 04:58:00,2017/01/01 05:58:00,90
6,210,268,30,2017/01/01 01:08:00,2017/01/01 01:42:00,90
7,219,148,10,2017/01/01 00:55:00,2017/01/01 01:50:00,90
8,306,390,20,2017/01/01 00:00:00,2017/01/01 22:49:00,90
9,32,251,20,2017/01/01 13:24:00,2017/01/01 14:17:00,90
10,130,70,30,2017/01/01 15:56:00,2017/01/01 16:55:00,90
11,103,172,10,2017/01/01 00:00:00,2017/01/02 00:46:00,90
12,319,217,10,2017/01/01 00:00:00,2017/01/02 00:26:00,90
13,99,241,20,2017/01/01 02:53:00,2017/01/01 03:45:00,90
14,368,102,20,2017/01/01 00:00:00,2017/01/01 23:12:00,90
15,307,310,10,2017/01/01 00:00:00,2017/01/01 23:53:00,90
16,158,366,20,2017/01/01 08:41:00,2017/01/01 09:26:00,90
17,286,9,20,2017/01/01 09:11:00,2017/01/01 10:06:00,90
18,267,161,10,2017/01/01 00:00:00,2017/01/02 01:09:00,90
19,304,141,10,2017/01/01 12:37:00,2017/01/01 13:18:00,90
20,143,261,30,2017/01/01 10:05:00,2017/01/01 11:09:00,90
21,183,303,20,2017/01/01 07:22:00,2017/01/01 08:13:00,90
22,218,284,20,2017/01/01 15:05:00,2017/01/01 16:05:00,90
23,318,335,40,2017/01/01 11:48:00,2017/01/01 12:47:00,90
24,53,330,30,2017/01/01 10:24:00,2017/01/01 11:30:00,90
25,233,208,30,2017/01/01 01:33:00,2017/01/01 02:35:00,90
26,113,179,10,2017/01/01 16:26:00,2017/01/01 17:17:00,90
27,109,170,20,2017/01/01 02:31:00,2017/01/01 03:40:00,90
28,276,16,10,2017/01/01 03:19:00,2017/01/01 04:01:00,90
29,128,93,10,2017/01/01 00:00:00,2017/01/02 00:18:00,90
30,221,379,30,2017/01/01 00:00:00,2017/01/01 23:26:00,90
31,185,386,10,2017/01/01 10:02:00,2017/01/01 11:29:00,90
32,14,210,10,2017/01/01 10:23:00,2017/01/01 11:17:00,90
33,180,375,10,2017/01/01 00:00:00,2017/01/01 23:30:00,90
34,164,69,30,2017/01/01 00:00:00,2017/01/02 00:11:00,90
35,53,354,10,2017/01/01 17:00:00,2017/01/01 17:59:00,90
36,275,8,10,2017/01/01 10:25:00,2017/01/01 11:36:00,90
37,142,260,20,2017/01/01 11:23:00,2017/01/01 12:53:00,90
38,183,294,20,2017/01/01 01:35:00,2017/01/01 02:49:00,90
39,373,253,10,2017/01/01 10:18:00,2017/01/01 11:06:00,90
40,15,100,10,2017/01/01 05:56:00,2017/01/01 07:06:00,90
41,51,288,10,2017/01/01 03:56:00,2017/01/01 04:51:00,90
42,131,130,40,2017/01/01 05:36:00,2017/01/01 06:43:00,90
43,184,343,30,2017/01/01 07:58:00,2017/01/01 08:55:00,90
44,56,351,10,2017/01/01 00:00:00,2017/01/01 22:58:00,90
45,208,384,20,2017/01/01 03:56:00,2017/01/01 05:12:00,90
46,204,87,30,2017/01/01 02:55:00,2017/01/01 03:51:00,90
47,61,333,10,2017/01/01 15:13:00,2017/01/01 16:09:00,90
48,313,194,10,2017/01/01 07:24:00,2017/01/01 08:24:00,90
49,271,154,10,2017/01/01 00:00:00,2017/01/02 01:02:00,90
50,314,399,10,2017/01/01 00:00:00,2017/01/01 22:37:00,90
51,14,100,30,2017/01/01 07:26:00,2017/01/01 08:38:00,90
52,273,160,10,2017/01/01 13:33:00,2017/01/01 14:20:00,90
53,359,38,10,2017/01/01 07:58:00,2017/01/01 08:40:00,90
54,173,381,10,2017/01/01 00:00:00,2017/01/01 23:23:00,90
55,153,368,30,2017/01/01 05:31:00,2017/01/01 06:25:00,90
56,270,151,20,2017/01/01 01:25:00,2017/01/01 02:38:00,90
57,29,355,10,2017/01/01 08:10:00,2017/01/01 08:37:00,90
58,310,395,10,2017/01/01 00:00:00,2017/01/01 22:43:00,90
59,312,200,30,2017/01/01 08:53:00,2017/01/01 10:08:00,90
60,107,247,20,2017/01/01 00:00:00,2017/01/02 00:42:00,90
61,126,91,30,2017/01/01 00:00:00,2017/01/02 00:15:00,90
62,229,229,50,2017/01/01 11:07:00,2017/01/01 12:04:00,90
63,196,293,20,2017/01/01 05:33:00,2017/01/01 06:36:00,90
64,82,247,20,2017/01/01 04:40:00,2017/01/01 05:45:00,90
65,42,384,10,2017/01/01 12:50:00,2017/01/01 13:54:00,90
66,83,357,10,2017/01/01 00:00:00,2017/01/01 23:11:00,90
67,280,282,10,2017/01/01 00:00:00,2017/01/02 00:32:00,90
68,270,106,30,2017/01/01 03:02:00,2017/01/01 04:07:00,90
69,369,106,10,2017/01/01 00:00:00,2017/01/01 23:13:00,90
70,393,272,10,2017/01/01 07:27:00,2017/01/01 08:28:00,90
71,93,62,20,2017/01/01 08:31:00,2017/01/01 09:22:00,90
72,275,15,20,2017/01/01 04:19:00,2017/01/01 05:21:00,90
73,372,104,20,2017/01/01 10:29:00,2017/01/01 11:28:00,90
74,134,98,10,2017/01/01 02:01:00,2017/01/01 02:55:00,90
75,339,41,20,2017/01/01 09:02:00,2017/01/01 10:08:00,90
76,303,61,30,2017/01/01 16:06:00,2017/01/01 17:35:00,90
77,97,10,10,2017/01/01 09:10:00,2017/01/01 10:14:00,90
78,211,274,20,2017/01/01 05:15:00,2017/01/01 06:21:00,90
79,159,207,20,2017/01/01 00:41:00,2017/01/01 01:32:00,90
80,111,184,10,2017/01/01 10:16:00,2017/01/01 11:08:00,90
81,155,206,10,2017/01/01 06:16:00,2017/01/01 07:21:00,90
82,95,47,10,2017/01/01 15:00:00,2017/01/01 15:52:00,90
83,18,100,20,2017/01/01 04:25:00,2017/01/01 05:31:00,90
84,21,96,20,2017/01/01 10:35:00,2017/01/01 11:47:00,90
85,126,126,20,2017/01/01 10:24:00,2017/01/01 11:14:00,90
86,102,169,20,2017/01/01 14:58:00,2017/01/01 16:00:00,90
87,35,293,20,2017/01/01 05:49:00,2017/01/01 06:39:00,90
88,240,246,20,2017/01/01 02:02:00,2017/01/01 03:08:00,90
89,255,239,20,2017/01/01 00:00:00,2017/01/02 01:19:00,90
90,179,383,20,2017/01/01 00:00:00,2017/01/01 23:22:00,90
91,147,263,20,2017/01/01 05:24:00,2017/01/01 06:27:00,90
92,367,104,20,2017/01/01 03:12:00,2017/01/01 04:32:00,90
93,277,154,20,2017/01/01 07:10:00,2017/01/01 08:05:00,90
94,179,336,10,2017/01/01 00:00:00,2017/01/02 00:09:00,90
95,157,205,20,2017/01/01 09:17:00,2017/01/01 10:25:00,90
96,231,243,10,2017/01/01 00:00:00,2017/01/02 01:33:00,90
97,92,50,10,2017/01/01 18:01:00,2017/01/01 19:00:00,90
98,375,247,10,2017/01/01 04:03:00,2017/01/01 05:00:00,90
99,152,240,30,2017/01/01 05:08:00,2017/01/01 06:10:00,90
100,187,341,30,2017/01/01 06:23:00,2017/01/01 07:24:00,90
101,234,214,10,2017/01/01 11:00:00,2017/01/01 11:50:00,90
102,364,27,20,2017/01/01 12:46:00,2017/01/01 13:54:00,90
103,52,297,20,2017/01/01 00:00:00,2017/01/01 23:30:00,90
104,103,168,10,2017/01/01 16:24:00,2017/01/01 17:38:00,90
105,23,98,10,2017/01/01 20:01:00,2017/01/01 20:54:00,90
106,153,107,20,2017/01/01 07:26:00,2017/01/01 08:21:00,90
107,14,201,10,2017/01/01 00:00:00,2017/01/01 23:20:00,90
108,386,57,10,2017/01/01 00:00:00,2017/01/01 22:32:00,90
109,244,109,20,2017/01/01 04:19:00,2017/01/01 05:08:00,90
110,393,307,10,2017/01/01 10:49:00,2017/01/01 11:46:00,90
111,96,235,30,2017/01/01 13:54:00,2017/01/01 14:39:00,90
112,49,353,10,2017/01/01 10:53:00,2017/01/01 11:50:00,90
113,28,356,30,2017/01/01 09:30:00,2017/01/01 10:19:00,90
114,85,155,20,2017/01/01 10:51:00,2017/01/01 11:54:00,90
115,248,243,20,2017/01/01 01:04:00,2017/01/01 02:12:00,90
116,94,13,30,2017/01/01 00:00:00,2017/01/01 22:52:00,90
117,134,279,30,2017/01/01 01:42:00,2017/01/01 02:38:00,90
118,158,64,10,2017/01/01 17:10:00,2017/01/01 18:19:00,90
119,346,179,20,2017/01/01 00:00:00,2017/01/01 23:59:00,90
120,20,127,10,2017/01/01 05:41:00,2017/01/01 06:51:00,90
121,46,378,10,2017/01/01 00:00:00,2017/01/01 22:31:00,90
122,337,47,20,2017/01/01 05:52:00,2017/01/01 07:01:00,90
123,250,241,30,2017/01/01 03:32:00,2017/01/01 04:43:00,90
124,200,89,30,2017/01/01 12:16:00,2017/01/01 13:19:00,90
125,289,11,20,2017/01/01 00:00:00,2017/01/01 22:58:00,90
126,393,301,10,2017/01/01 04:32:00,2017/01/01 05:48:00,90
127,182,379,20,2017/01/01 06:53:00,2017/01/01 08:14:00,90
128,301,57,10,2017/01/01 09:59:00,2017/01/01 11:18:00,90
129,111,170,10,2017/01/01 01:33:00,2017/01/01 02:26:00,90
130,249,239,20,2017/01/01 12:56:00,2017/01/01 13:54:00,90
131,294,311,10,2017/01/01 06:26:00,2017/01/01 07:29:00,90
132,352,162,10,2017/01/01 00:00:00,2017/01/01 23:50:00,90
133,363,270,10,2017/01/01 00:00:00,2017/01/01 23:29:00,90
134,106,173,10,2017/01/01 00:00:00,2017/01/02 00:49:00,90
135,72,257,10,2017/01/01 17:23:00,2017/01/01 18:25:00,90
136,311,334,10,2017/01/01 17:59:00,2017/01/01 19:01:00,90
137,305,336,20,2017/01/01 00:00:00,2017/01/01 23:35:00,90
138,22,125,10,2017/01/01 03:13:00,2017/01/01 04:18:00,90
139,293,310,30,2017/01/01 00:00:00,2017/01/02 00:02:00,90
140,40,54,10,2017/01/01 04:45:00,2017/01/01 05:31:00,90
141,234,212,10,2017/01/01 06:14:00,2017/01/01 07:08:00,90
142,91,27,20,2017/01/01 10:23:00,2017/01/01 11:44:00,90
143,351,153,30,2017/01/01 00:00:00,2017/01/01 23:48:00,90
144,304,301,20,2017/01/01 14:15:00,2017/01/01 15:26:00,90
145,291,301,20,2017/01/01 02:15:00,2017/01/01 03:39:00,90
146,92,162,20,2017/01/01 18:30:00,2017/01/01 19:45:00,90
