case,TOTALCOST,TOTAL_NUMBER_OF VEHICLES,CONSTRUCTION_TIME,IMPROVEMENT_TIME,ELAPSED_TIME
r106,17.831275968138925,0.0,,,35.425986003875735
r207,122.34436319534689,0.0,,,313.072824382782
r102,-28.28530028147611,0.0,,,29.905206060409547
r112,65.62742121800261,1.0,,,43.78146796226501
r109,-67.54988587561593,-1.0,,,41.08341374397278
r110,-129.76798190403247,0.0,,,35.08539943695068
r203,39.7931391063712,-2.0,,,273.01169872283936
r105,-57.371391447591805,-1.0,,,29.34844002723694
r101,-1.4280596474393406,1.0,,,18.33728709220886
r107,-9.651600192356454,1.0,,,49.0662905216217
r204,-57.38533456766629,-2.0,,,347.935369682312
r209,185.43553685162044,-1.0,,,189.19185109138488
r206,-53.10821999237953,1.0,,,212.22314867973327
r208,-66.70737886664517,0.0,,,373.02348084449767
r104,75.09032940309544,-1.0,,,50.50957055091858
r108,16.93185032785982,-1.0,,,55.821812582016
r201,-28.402980704587435,0.0,,,137.18288612365723
r103,78.493679121902,2.0,,,38.487147426605226
r210,21.319393974147147,-2.0,,,251.40174832344056
r211,82.10076878552331,0.0,,,335.38089261054995
r111,37.13614418608131,0.0,,,45.61804141998291
r202,111.95150872584507,-2.0,,,205.0548803329468
r205,49.25688125401166,-1.0,,,239.08859806060792
