case,TOTALCOST,TOTAL_NUMBER_OF VEHICLES,CONSTRUCTION_TIME,IMPROVEMENT_TIME,ELAPSED_TIME
c107,3.061411502064237,0.0,,,3934.061120458896
c205,-1.865681999149679e-14,0.0,,,20049.13100388617
c109,-12.829666930986686,0.0,,,4524.292785256716
c106,0.0,0.0,,,7234.236452043379
c104,2.623815152889157,0.0,,,3561.3310500968582
c108,0.5935979512327131,0.0,,,4684.841889464639
c206,0.0651008574999063,0.0,,,35171.52964474184
c101,3.061411502064251,0.0,,,2682.041703457176
c204,8.373997882792203,0.0,,,22809.817212142643
c203,9.011129270262034,33.33333333333333,,,13828.678458353375
c201,0.0,0.0,,,12282.828956999883
c105,1.3714776390740048e-14,0.0,,,3698.019393918081
c208,4.445235329732934,0.0,,,25488.252282913585
c207,3.96087828542472,0.0,,,26363.70808448922
c102,7.417520161541219,0.0,,,3912.313831907381
c103,12.042984023333249,0.0,,,3029.8131010104066
c202,13.117758333979417,33.33333333333333,,,18244.244134045195
