case,TOTALCOST,TOTAL_NUMBER_OF VEHICLES,CONSTRUCTION_TIME,IMPROVEMENT_TIME,ELAPSED_TIME
RC1_2_5,5.801039936839567,11.11111111111111,,,
RC2_2_1,0.9029501600250104,33.33333333333333,,,
RC1_2_2,9.107414486666231,11.11111111111111,,,
RC2_2_2,-1.0438508801601711,60.0,,,
RC1_2_3,18.062908278697776,5.555555555555555,,,
RC1_2_10,11.581434944953225,5.555555555555555,,,
RC1_2_1,1.6167062266111871,11.11111111111111,,,
RC2_2_6,-4.2799273814897925,75.0,,,
RC2_2_9,12.897061489586758,50.0,,,
RC1_2_8,20.17526186422484,5.555555555555555,,,
RC1_2_4,17.07698649759064,11.11111111111111,,,
RC2_2_8,6.784489929979219,75.0,,,
RC1_2_6,22.24606977209585,11.11111111111111,,,
RC2_2_4,3.530703679514962,75.0,,,
RC2_2_3,-6.832552078475866,75.0,,,
RC1_2_9,16.088852013838657,5.555555555555555,,,
RC2_2_10,7.324187883816243,25.0,,,
RC2_2_5,2.872861535939109,75.0,,,
RC1_2_7,9.8011860076247,5.555555555555555,,,
RC2_2_7,2.571612426071069,75.0,,,
