case,TOTALCOST,TOTAL_NUMBER_OF VEHICLES,CONSTRUCTION_TIME,IMPROVEMENT_TIME,ELAPSED_TIME
RC1_2_5,4.927971017503518,0.0,,,7899.3969539590735
RC2_2_1,-1.9955323473133515,0.0,,,47058.047395512825
RC1_2_2,-0.8537995613091749,5.0,,,11626.293316033563
RC2_2_2,5.798909534791175,-12.5,,,52445.60131381218
RC1_2_3,-7.27553072951684,0.0,,,8459.473851075858
RC1_2_10,-1.574052727473437,0.0,,,5468.043679758734
RC1_2_1,4.28322766584607,10.0,,,7668.896820034332
RC2_2_6,0.1486844097321749,-14.285714285714285,,,129228.65267481316
RC2_2_9,0.6438749611287103,-16.666666666666664,,,102966.84818198376
RC1_2_8,-8.993656015387366,0.0,,,9296.627862161302
RC1_2_4,-0.5889438046442351,-5.0,,,6805.8127194826
RC2_2_8,2.5401448194289205,-14.285714285714285,,,65833.1885371094
RC1_2_6,-5.387307193823751,-5.0,,,10663.466204980185
RC2_2_4,6.188486594501326,-14.285714285714285,,,144761.46282650146
RC2_2_3,5.559321639864304,-14.285714285714285,,,82048.56401741596
RC1_2_9,1.9918949599470213,0.0,,,6097.314444212485
RC2_2_10,5.346612049638612,0.0,,,40681.44096564126
RC2_2_5,-3.3334205205689296,-14.285714285714285,,,57160.25271904283
RC1_2_7,1.5128866649749797,0.0,,,10264.300685974862
RC2_2_7,2.8915474393340928,-14.285714285714285,,,92614.45359710215
