case,TOTALCOST,TOTAL_NUMBER_OF VEHICLES,CONSTRUCTION_TIME,IMPROVEMENT_TIME,ELAPSED_TIME
c107,1.63686694283399,0.0,,,
rc106,57.74114775579915,4.0,,,
r106,70.07272560480305,0.0,,,
r207,-6.568856221747751,1.0,,,
c205,22.958067309600665,0.0,,,
c109,148.06230109071248,0.0,,,
rc203,32.15874066593756,2.0,,,
r102,71.2431615392436,1.0,,,
rc105,165.35177494696086,3.0,,,
c106,1.6368669428338762,0.0,,,
r112,62.19006474363312,2.0,,,
rc104,126.41243970788514,2.0,,,
c104,86.18626712899618,0.0,,,
r109,139.70502131396097,1.0,,,
r110,261.9118655247128,1.0,,,
c108,27.01403553227283,0.0,,,
c206,2.492848762553649,0.0,,,
r203,13.052112643366854,3.0,,,
r105,111.02888105937244,1.0,,,
c101,1.6368669428338762,0.0,,,
c204,14.352170240773944,0.0,,,
r101,44.946413762848806,0.0,,,
rc206,35.49724541966316,2.0,,,
rc101,124.41481851585854,2.0,,,
rc107,156.03862457335595,2.0,,,
r107,125.18429261003848,1.0,,,
r204,71.01568872986059,3.0,,,
rc202,41.18869674787038,-1.0,,,
rc102,78.42874016331302,0.0,,,
c203,32.506491768935234,0.0,,,
r209,44.30370577710846,1.0,,,
r206,101.03009446561316,0.0,,,
r208,208.16368722667917,1.0,,,
rc201,216.0323208745142,-2.0,,,
r104,62.27990789197565,1.0,,,
r108,76.89058978272294,2.0,,,
r201,141.09231119060178,-3.0,,,
r103,54.98614167907999,1.0,,,
rc207,40.46237616665098,1.0,,,
c201,2.456556671501403,0.0,,,
c105,1.6368669428338762,0.0,,,
c208,2.5238006573990788,0.0,,,
rc208,195.97107759597876,0.0,,,
rc205,67.13600317402552,0.0,,,
c207,2.4863214262124984,0.0,,,
c102,1.6368669428338762,0.0,,,
r210,38.025843734067394,3.0,,,
r211,-33.43484891109938,1.0,,,
r111,98.58649895480288,1.0,,,
r202,-72.9347696551904,3.0,,,
c103,1.7648821980839102,0.0,,,
rc108,171.19570923688798,2.0,,,
r205,61.79005715574078,2.0,,,
rc204,190.8704337066711,1.0,,,
rc103,144.63146207901104,2.0,,,
c202,65.65141629691198,0.0,,,
