case,TOTALCOST,TOTAL_NUMBER_OF VEHICLES,CONSTRUCTION_TIME,IMPROVEMENT_TIME,ELAPSED_TIME
R2_4_6,679.1981628956346,1.0,,,
RC1_4_5,834.9004503070073,4.0,,,
RC2_4_1,57.87788540592919,4.0,,,
RC2_4_6,251.8186752235615,3.0,,,
C1_4_8,335.5879625708704,4.0,,,
R2_4_4,787.9957024982823,0.0,,,
C2_4_5,290.7905360113259,2.0,,,
R1_4_4,988.938350568581,1.0,,,
RC1_4_1,837.8879871288809,6.0,,,
RC1_4_8,582.2471126484616,1.0,,,
RC1_4_6,989.5867074729648,4.0,,,
C2_4_1,240.811903058996,2.0,,,
RC2_4_2,-258.14394168926447,5.0,,,
C2_4_7,394.0760213780359,2.0,,,
R1_4_9,1006.4861156992464,1.0,,,
C1_4_7,280.31728774501335,4.0,,,
RC1_4_3,844.8365118117026,1.0,,,
RC2_4_10,796.307085280815,0.0,,,
R1_4_1,703.7575769049454,4.0,,,
RC2_4_7,528.0892525397776,3.0,,,
C1_4_9,149.13688767973417,3.0,,,
C1_4_6,380.4502286061224,2.0,,,
R1_4_8,1470.8759170093972,0.0,,,
RC2_4_8,671.8961326581984,2.0,,,
R1_4_3,1368.716251738795,3.0,,,
C1_4_5,225.775067920953,1.0,,,
R2_4_10,667.4946064742708,1.0,,,
R2_4_9,999.82059998348,1.0,,,
C2_4_2,-21.10740989961096,2.0,,,
C2_4_9,754.5160220248395,2.0,,,
C2_4_3,365.86277193782325,3.0,,,
C1_4_2,41.53546331422695,5.0,,,
R1_4_2,954.8300662168168,3.0,,,
R2_4_8,819.6268188840954,0.0,,,
C1_4_3,1360.0482130626915,5.0,,,
C1_4_4,751.4924466015518,1.0,,,
RC2_4_4,589.1012078743825,2.0,,,
R2_4_1,-297.3661369592919,3.0,,,
R2_4_7,874.255880702498,0.0,,,
RC1_4_2,937.8606504835788,4.0,,,
R2_4_5,787.7558053726607,1.0,,,
R1_4_7,1306.3326306255694,1.0,,,
RC2_4_3,338.1908422338274,4.0,,,
R1_4_5,684.1636918219738,3.0,,,
R1_4_6,1234.3032656517244,2.0,,,
R2_4_2,156.016219471373,2.0,,,
C2_4_8,62.77750664244832,3.0,,,
RC1_4_10,985.0520064360672,1.0,,,
C1_4_1,0.0365813846010496,0.0,,,
R2_4_3,209.23037997534263,2.0,,,
RC2_4_5,-632.2164926998394,5.0,,,
RC2_4_9,949.1061543122504,1.0,,,
C2_4_6,168.2750722151768,2.0,,,
C2_4_4,592.4764749855904,3.0,,,
C1_4_10,1038.5512260823953,3.0,,,
RC1_4_7,982.9251969708566,2.0,,,
RC1_4_4,734.4689517732304,1.0,,,
R1_4_10,1391.6077890899214,1.0,,,
C2_4_10,327.0984469722662,2.0,,,
RC1_4_9,847.8627687392818,1.0,,,
