CUST NO.,LATITUDE,LONGITUDE,DEMAND,FROM TIME,TO TIME,SERVICE TIME
0,100,100,0,2017/01/01 00:00:00,2017/01/02 01:01:00,0
1,181,172,10,2017/01/01 05:48:00,2017/01/01 06:59:00,90
2,154,31,10,2017/01/01 13:15:00,2017/01/01 14:20:00,90
3,123,106,20,2017/01/01 00:00:00,2017/01/01 23:08:00,90
4,23,137,20,2017/01/01 11:43:00,2017/01/01 12:43:00,90
5,190,28,20,2017/01/01 01:55:00,2017/01/01 02:57:00,90
6,8,71,10,2017/01/01 00:00:00,2017/01/01 21:55:00,90
7,103,130,20,2017/01/01 00:00:00,2017/01/01 23:01:00,90
8,62,50,20,2017/01/01 00:00:00,2017/01/01 22:29:00,90
9,89,161,10,2017/01/01 00:00:00,2017/01/01 22:30:00,90
10,117,91,20,2017/01/01 00:00:00,2017/01/01 23:12:00,90
11,12,156,30,2017/01/01 09:00:00,2017/01/01 09:40:00,90
12,88,165,30,2017/01/01 00:00:00,2017/01/01 22:25:00,90
13,107,125,10,2017/01/01 00:00:00,2017/01/01 23:06:00,90
14,8,74,20,2017/01/01 08:55:00,2017/01/01 09:55:00,90
15,105,125,10,2017/01/01 00:00:00,2017/01/01 23:06:00,90
16,118,192,30,2017/01/01 00:00:00,2017/01/01 21:58:00,90
17,146,11,10,2017/01/01 01:40:00,2017/01/01 02:40:00,90
18,93,13,30,2017/01/01 00:00:00,2017/01/01 22:04:00,90
19,188,125,10,2017/01/01 07:06:00,2017/01/01 08:04:00,90
20,87,117,10,2017/01/01 13:52:00,2017/01/01 14:41:00,90
21,123,31,20,2017/01/01 11:22:00,2017/01/01 12:28:00,90
22,121,189,20,2017/01/01 00:00:00,2017/01/01 22:00:00,90
23,174,128,20,2017/01/01 01:19:00,2017/01/01 02:20:00,90
24,197,80,10,2017/01/01 00:00:00,2017/01/01 21:52:00,90
25,151,165,10,2017/01/01 00:00:00,2017/01/01 22:09:00,90
26,140,4,10,2017/01/01 00:00:00,2017/01/01 21:47:00,90
27,78,184,20,2017/01/01 00:00:00,2017/01/01 22:05:00,90
28,96,150,20,2017/01/01 00:00:00,2017/01/01 22:41:00,90
29,96,147,10,2017/01/01 03:08:00,2017/01/01 04:31:00,90
30,149,182,20,2017/01/01 00:00:00,2017/01/01 21:56:00,90
31,87,191,10,2017/01/01 00:00:00,2017/01/01 22:00:00,90
32,189,151,30,2017/01/01 00:00:00,2017/01/01 21:49:00,90
33,99,144,10,2017/01/01 00:00:00,2017/01/01 22:47:00,90
34,64,52,20,2017/01/01 14:25:00,2017/01/01 15:26:00,90
35,7,151,20,2017/01/01 00:00:00,2017/01/01 21:45:00,90
36,151,99,10,2017/01/01 00:00:00,2017/01/01 22:40:00,90
37,87,118,10,2017/01/01 12:23:00,2017/01/01 13:09:00,90
38,179,141,20,2017/01/01 00:00:00,2017/01/01 22:02:00,90
39,192,151,10,2017/01/01 00:00:00,2017/01/01 21:46:00,90
40,143,0,10,2017/01/01 00:00:00,2017/01/01 21:43:00,90
41,66,58,20,2017/01/01 19:05:00,2017/01/01 20:03:00,90
42,122,14,20,2017/01/01 00:00:00,2017/01/01 22:03:00,90
43,66,52,10,2017/01/01 00:00:00,2017/01/01 22:33:00,90
44,173,55,20,2017/01/01 00:00:00,2017/01/01 22:06:00,90
45,119,37,20,2017/01/01 00:00:00,2017/01/01 22:26:00,90
46,199,28,20,2017/01/01 00:00:00,2017/01/01 21:29:00,90
47,90,161,10,2017/01/01 06:44:00,2017/01/01 07:52:00,90
48,36,193,20,2017/01/01 00:00:00,2017/01/01 21:39:00,90
49,159,160,20,2017/01/01 00:00:00,2017/01/01 22:07:00,90
50,194,112,10,2017/01/01 10:13:00,2017/01/01 11:23:00,90
51,176,173,20,2017/01/01 00:00:00,2017/01/01 21:46:00,90
52,117,193,30,2017/01/01 00:00:00,2017/01/01 21:57:00,90
53,186,96,20,2017/01/01 00:00:00,2017/01/01 22:05:00,90
54,39,56,10,2017/01/01 02:09:00,2017/01/01 03:24:00,90
55,189,120,10,2017/01/01 00:00:00,2017/01/01 22:00:00,90
56,29,139,10,2017/01/01 00:00:00,2017/01/01 22:10:00,90
57,37,190,10,2017/01/01 00:00:00,2017/01/01 21:42:00,90
58,165,117,10,2017/01/01 00:00:00,2017/01/01 22:24:00,90
59,16,84,20,2017/01/01 00:00:00,2017/01/01 22:06:00,90
60,187,97,10,2017/01/01 00:00:00,2017/01/01 22:04:00,90
61,10,153,20,2017/01/01 00:00:00,2017/01/01 21:47:00,90
62,194,149,20,2017/01/01 00:00:00,2017/01/01 21:45:00,90
63,187,112,30,2017/01/01 00:00:00,2017/01/01 22:04:00,90
64,103,70,10,2017/01/01 02:56:00,2017/01/01 04:10:00,90
65,193,159,20,2017/01/01 00:00:00,2017/01/01 21:41:00,90
66,77,115,20,2017/01/01 05:59:00,2017/01/01 07:05:00,90
67,190,154,30,2017/01/01 00:00:00,2017/01/01 21:47:00,90
68,3,75,10,2017/01/01 00:00:00,2017/01/01 21:51:00,90
69,17,93,20,2017/01/01 00:00:00,2017/01/01 22:08:00,90
70,151,167,10,2017/01/01 00:00:00,2017/01/01 22:07:00,90
71,12,85,10,2017/01/01 08:37:00,2017/01/01 09:40:00,90
72,120,11,10,2017/01/01 02:23:00,2017/01/01 03:44:00,90
73,140,181,20,2017/01/01 00:00:00,2017/01/01 22:01:00,90
74,6,67,10,2017/01/01 00:00:00,2017/01/01 21:52:00,90
75,137,4,10,2017/01/01 00:00:00,2017/01/01 21:49:00,90
76,103,124,20,2017/01/01 00:00:00,2017/01/01 23:07:00,90
77,10,67,30,2017/01/01 00:00:00,2017/01/01 21:56:00,90
78,48,30,50,2017/01/01 03:59:00,2017/01/01 04:59:00,90
79,53,67,20,2017/01/01 00:00:00,2017/01/01 22:34:00,90
80,164,113,20,2017/01/01 00:00:00,2017/01/01 22:26:00,90
81,47,49,20,2017/01/01 00:00:00,2017/01/01 22:18:00,90
82,187,92,20,2017/01/01 05:37:00,2017/01/01 06:31:00,90
83,121,115,20,2017/01/01 00:00:00,2017/01/01 23:06:00,90
84,46,51,20,2017/01/01 00:00:00,2017/01/01 22:19:00,90
85,144,189,30,2017/01/01 05:41:00,2017/01/01 06:42:00,90
86,180,93,10,2017/01/01 00:00:00,2017/01/01 22:11:00,90
87,152,168,20,2017/01/01 00:00:00,2017/01/01 22:06:00,90
88,117,95,10,2017/01/01 00:00:00,2017/01/01 23:14:00,90
89,195,25,10,2017/01/01 00:00:00,2017/01/01 21:30:00,90
90,108,168,20,2017/01/01 00:00:00,2017/01/01 22:23:00,90
91,149,103,20,2017/01/01 00:00:00,2017/01/01 22:42:00,90
92,60,58,20,2017/01/01 00:00:00,2017/01/01 22:33:00,90
93,197,79,10,2017/01/01 00:00:00,2017/01/01 21:52:00,90
94,39,58,30,2017/01/01 00:00:00,2017/01/01 22:17:00,90
95,147,186,30,2017/01/01 00:00:00,2017/01/01 21:53:00,90
96,154,163,10,2017/01/01 11:54:00,2017/01/01 13:12:00,90
97,96,128,30,2017/01/01 00:00:00,2017/01/01 23:03:00,90
98,30,187,10,2017/01/01 00:00:00,2017/01/01 21:40:00,90
99,123,121,20,2017/01/01 00:00:00,2017/01/01 23:00:00,90
100,104,68,10,2017/01/01 00:00:00,2017/01/01 22:59:00,90
101,102,128,20,2017/01/01 04:41:00,2017/01/01 05:28:00,90
102,18,89,10,2017/01/01 00:00:00,2017/01/01 22:09:00,90
103,197,77,20,2017/01/01 11:49:00,2017/01/01 12:46:00,90
104,156,11,20,2017/01/01 00:00:00,2017/01/01 21:46:00,90
105,144,33,30,2017/01/01 01:20:00,2017/01/01 02:09:00,90
106,101,67,20,2017/01/01 00:00:00,2017/01/01 22:58:00,90
107,159,121,20,2017/01/01 00:00:00,2017/01/01 22:29:00,90
108,84,192,10,2017/01/01 00:00:00,2017/01/01 21:58:00,90
109,139,7,20,2017/01/01 00:00:00,2017/01/01 21:51:00,90
110,7,152,10,2017/01/01 11:55:00,2017/01/01 12:59:00,90
111,181,147,20,2017/01/01 00:00:00,2017/01/01 21:58:00,90
112,104,170,20,2017/01/01 02:20:00,2017/01/01 03:02:00,90
113,13,81,30,2017/01/01 00:00:00,2017/01/01 22:02:00,90
114,172,57,10,2017/01/01 00:00:00,2017/01/01 22:08:00,90
115,80,108,20,2017/01/01 00:00:00,2017/01/01 23:10:00,90
116,180,171,20,2017/01/01 07:32:00,2017/01/01 08:18:00,90
117,146,3,10,2017/01/01 00:00:00,2017/01/01 21:44:00,90
118,123,33,20,2017/01/01 00:00:00,2017/01/01 22:21:00,90
119,127,8,20,2017/01/01 15:04:00,2017/01/01 15:58:00,90
120,185,115,20,2017/01/01 10:18:00,2017/01/01 11:15:00,90
121,192,113,20,2017/01/01 00:00:00,2017/01/01 21:59:00,90
122,194,75,10,2017/01/01 00:00:00,2017/01/01 21:54:00,90
123,135,0,10,2017/01/01 00:00:00,2017/01/01 21:46:00,90
124,157,30,10,2017/01/01 11:49:00,2017/01/01 12:41:00,90
125,53,29,30,2017/01/01 08:33:00,2017/01/01 09:53:00,90
126,85,110,10,2017/01/01 00:00:00,2017/01/01 23:13:00,90
127,182,171,30,2017/01/01 00:00:00,2017/01/01 21:43:00,90
128,79,193,30,2017/01/01 00:00:00,2017/01/01 21:56:00,90
129,181,52,10,2017/01/01 10:03:00,2017/01/01 11:14:00,90
130,148,103,30,2017/01/01 00:00:00,2017/01/01 22:43:00,90
131,190,109,10,2017/01/01 00:00:00,2017/01/01 22:01:00,90
132,119,188,20,2017/01/01 00:00:00,2017/01/01 22:01:00,90
133,197,140,10,2017/01/01 00:00:00,2017/01/01 21:47:00,90
134,162,123,40,2017/01/01 00:00:00,2017/01/01 22:25:00,90
135,102,170,40,2017/01/01 03:36:00,2017/01/01 04:50:00,90
136,120,198,10,2017/01/01 00:00:00,2017/01/01 21:51:00,90
137,175,50,20,2017/01/01 14:56:00,2017/01/01 15:51:00,90
138,23,142,10,2017/01/01 00:00:00,2017/01/01 22:04:00,90
139,149,99,20,2017/01/01 00:00:00,2017/01/01 22:42:00,90
140,102,174,20,2017/01/01 00:00:00,2017/01/01 22:17:00,90
141,30,142,10,2017/01/01 00:00:00,2017/01/01 22:10:00,90
142,175,143,20,2017/01/01 00:00:00,2017/01/01 22:05:00,90
143,193,27,10,2017/01/01 07:29:00,2017/01/01 08:32:00,90
144,193,82,10,2017/01/01 00:00:00,2017/01/01 21:57:00,90
145,103,67,20,2017/01/01 00:00:00,2017/01/01 22:58:00,90
146,55,64,30,2017/01/01 00:00:00,2017/01/01 22:34:00,90
147,197,25,10,2017/01/01 00:00:00,2017/01/01 21:29:00,90
148,42,105,20,2017/01/01 00:00:00,2017/01/01 22:33:00,90
149,100,129,30,2017/01/01 00:00:00,2017/01/01 23:02:00,90
150,120,115,20,2017/01/01 00:00:00,2017/01/01 23:06:00,90
151,183,120,10,2017/01/01 00:00:00,2017/01/01 22:06:00,90
152,115,89,20,2017/01/01 00:00:00,2017/01/01 23:13:00,90
153,196,27,10,2017/01/01 00:00:00,2017/01/01 21:31:00,90
154,131,38,20,2017/01/01 00:00:00,2017/01/01 22:22:00,90
155,145,31,20,2017/01/01 02:23:00,2017/01/01 03:21:00,90
156,196,137,20,2017/01/01 02:46:00,2017/01/01 03:43:00,90
157,98,150,10,2017/01/01 00:00:00,2017/01/01 22:41:00,90
158,159,8,10,2017/01/01 00:00:00,2017/01/01 21:42:00,90
159,15,88,10,2017/01/01 00:00:00,2017/01/01 22:06:00,90
160,191,27,10,2017/01/01 00:00:00,2017/01/01 21:35:00,90
161,196,111,30,2017/01/01 00:00:00,2017/01/01 21:55:00,90
162,150,6,20,2017/01/01 00:00:00,2017/01/01 21:45:00,90
163,95,74,20,2017/01/01 00:00:00,2017/01/01 23:05:00,90
164,42,101,10,2017/01/01 00:00:00,2017/01/01 22:33:00,90
165,53,59,20,2017/01/01 00:00:00,2017/01/01 22:29:00,90
166,193,23,20,2017/01/01 00:00:00,2017/01/01 21:31:00,90
167,40,105,10,2017/01/01 06:36:00,2017/01/01 07:45:00,90
168,152,4,20,2017/01/01 13:33:00,2017/01/01 14:25:00,90
169,100,151,10,2017/01/01 07:56:00,2017/01/01 08:56:00,90
170,24,140,20,2017/01/01 10:09:00,2017/01/01 11:10:00,90
171,87,195,10,2017/01/01 00:00:00,2017/01/01 21:56:00,90
172,140,6,30,2017/01/01 00:00:00,2017/01/01 21:49:00,90
173,197,113,20,2017/01/01 07:15:00,2017/01/01 08:11:00,90
174,40,183,20,2017/01/01 00:00:00,2017/01/01 21:49:00,90
175,127,114,20,2017/01/01 00:00:00,2017/01/01 23:01:00,90
176,182,46,10,2017/01/01 00:00:00,2017/01/01 21:53:00,90
177,151,190,40,2017/01/01 00:00:00,2017/01/01 21:48:00,90
178,8,69,20,2017/01/01 13:28:00,2017/01/01 14:32:00,90
179,44,52,20,2017/01/01 00:00:00,2017/01/01 22:18:00,90
180,43,54,10,2017/01/01 03:56:00,2017/01/01 04:45:00,90
181,179,174,10,2017/01/01 02:45:00,2017/01/01 03:53:00,90
182,13,152,20,2017/01/01 02:37:00,2017/01/01 03:45:00,90
183,137,1,10,2017/01/01 00:00:00,2017/01/01 21:46:00,90
184,127,118,20,2017/01/01 00:00:00,2017/01/01 22:59:00,90
185,118,92,30,2017/01/01 00:00:00,2017/01/01 23:12:00,90
186,129,40,20,2017/01/01 00:00:00,2017/01/01 22:25:00,90
187,123,4,10,2017/01/01 11:57:00,2017/01/01 12:54:00,90
188,55,24,10,2017/01/01 00:00:00,2017/01/01 22:03:00,90
189,41,182,30,2017/01/01 00:00:00,2017/01/01 21:50:00,90
