CUST NO.,LATITUDE,LONGITUDE,DEMAND,FROM TIME,TO TIME,SERVICE TIME
0,100,100,0,2017/01/01 00:00:00,2017/01/01 13:24:00,0
1,20,59,20,2017/01/01 08:22:00,2017/01/01 08:52:00,10
2,178,61,19,2017/01/01 05:59:00,2017/01/01 06:29:00,10
3,39,186,5,2017/01/01 02:55:00,2017/01/01 03:25:00,10
4,182,110,15,2017/01/01 02:43:00,2017/01/01 03:13:00,10
5,186,65,39,2017/01/01 07:47:00,2017/01/01 08:17:00,10
6,58,19,10,2017/01/01 03:02:00,2017/01/01 03:32:00,10
7,60,71,22,2017/01/01 04:04:00,2017/01/01 04:34:00,10
8,86,150,22,2017/01/01 08:09:00,2017/01/01 08:39:00,10
9,40,95,25,2017/01/01 08:22:00,2017/01/01 08:52:00,10
10,123,90,21,2017/01/01 00:25:00,2017/01/01 00:55:00,10
11,55,100,22,2017/01/01 00:45:00,2017/01/01 01:15:00,10
12,18,35,24,2017/01/01 10:19:00,2017/01/01 10:49:00,10
13,88,152,13,2017/01/01 02:30:00,2017/01/01 03:00:00,10
14,26,41,14,2017/01/01 02:23:00,2017/01/01 02:53:00,10
15,24,131,31,2017/01/01 05:09:00,2017/01/01 05:39:00,10
16,97,192,23,2017/01/01 03:14:00,2017/01/01 03:44:00,10
17,63,44,14,2017/01/01 08:20:00,2017/01/01 08:50:00,10
18,1,54,14,2017/01/01 04:47:00,2017/01/01 05:17:00,10
19,134,157,20,2017/01/01 06:58:00,2017/01/01 07:28:00,10
20,176,132,10,2017/01/01 05:38:00,2017/01/01 06:08:00,10
21,155,17,32,2017/01/01 01:39:00,2017/01/01 02:09:00,10
22,159,187,9,2017/01/01 07:57:00,2017/01/01 08:27:00,10
23,174,194,8,2017/01/01 07:42:00,2017/01/01 08:12:00,10
24,136,90,18,2017/01/01 00:37:00,2017/01/01 01:07:00,10
25,1,149,35,2017/01/01 06:43:00,2017/01/01 07:13:00,10
26,83,180,15,2017/01/01 04:26:00,2017/01/01 04:56:00,10
27,63,141,14,2017/01/01 02:33:00,2017/01/01 03:03:00,10
28,39,112,26,2017/01/01 02:10:00,2017/01/01 02:40:00,10
29,184,140,15,2017/01/01 05:56:00,2017/01/01 06:26:00,10
30,50,31,20,2017/01/01 01:25:00,2017/01/01 01:55:00,10
31,28,160,27,2017/01/01 06:33:00,2017/01/01 07:03:00,10
32,143,179,24,2017/01/01 04:31:00,2017/01/01 05:01:00,10
33,74,163,21,2017/01/01 10:40:00,2017/01/01 11:10:00,10
34,39,151,26,2017/01/01 01:52:00,2017/01/01 02:22:00,10
35,171,69,19,2017/01/01 03:07:00,2017/01/01 03:37:00,10
36,153,19,3,2017/01/01 05:33:00,2017/01/01 06:03:00,10
