CUST NO.,LATITUDE,LONGITUDE,DEMAND,FROM TIME,TO TIME,SERVICE TIME
0,100,100,0,2017/01/01 00:00:00,2017/01/03 05:33:00,0
1,150,26,16,2017/01/01 00:00:00,2017/01/03 03:54:00,10
2,84,188,17,2017/01/02 08:17:00,2017/01/02 10:45:00,10
3,83,112,28,2017/01/01 00:41:00,2017/01/01 02:06:00,10
4,191,124,7,2017/01/01 00:00:00,2017/01/03 03:49:00,10
5,112,174,20,2017/01/01 04:37:00,2017/01/01 06:43:00,10
6,146,166,24,2017/01/02 00:26:00,2017/01/02 02:26:00,10
7,45,95,15,2017/01/01 13:45:00,2017/01/01 15:03:00,10
8,81,183,11,2017/01/01 05:57:00,2017/01/01 07:35:00,10
9,10,60,16,2017/01/02 11:25:00,2017/01/02 13:00:00,10
10,142,27,11,2017/01/01 00:00:00,2017/01/03 03:59:00,10
11,184,110,23,2017/01/01 12:02:00,2017/01/01 14:06:00,10
12,28,127,24,2017/01/01 00:00:00,2017/01/03 04:07:00,10
13,67,127,21,2017/01/01 01:50:00,2017/01/01 03:52:00,10
14,16,141,20,2017/01/02 10:44:00,2017/01/02 13:26:00,10
15,148,157,21,2017/01/01 21:29:00,2017/01/01 22:53:00,10
16,154,184,36,2017/01/01 20:51:00,2017/01/01 23:30:00,10
17,8,89,13,2017/01/01 14:11:00,2017/01/01 15:33:00,10
18,74,163,21,2017/01/02 18:28:00,2017/01/02 20:52:00,10
19,25,48,11,2017/01/01 00:00:00,2017/01/03 03:52:00,10
20,58,19,10,2017/01/01 12:16:00,2017/01/01 13:58:00,10
21,95,50,25,2017/01/01 15:25:00,2017/01/01 18:13:00,10
22,130,149,17,2017/01/01 03:58:00,2017/01/01 05:50:00,10
23,78,118,28,2017/01/02 17:52:00,2017/01/02 19:55:00,10
24,86,69,14,2017/01/01 11:18:00,2017/01/01 14:08:00,10
25,5,122,15,2017/01/01 23:48:00,2017/01/02 02:33:00,10
26,155,17,32,2017/01/01 06:02:00,2017/01/01 08:49:00,10
27,146,3,24,2017/01/02 04:58:00,2017/01/02 06:35:00,10
28,76,93,7,2017/01/02 07:11:00,2017/01/02 09:03:00,10
29,191,138,2,2017/01/01 00:00:00,2017/01/03 03:45:00,10
30,28,160,27,2017/01/02 01:43:00,2017/01/02 04:38:00,10
31,114,153,23,2017/01/02 00:08:00,2017/01/02 00:48:00,10
32,70,28,11,2017/01/02 08:59:00,2017/01/02 11:31:00,10
33,90,4,22,2017/01/01 07:01:00,2017/01/01 08:46:00,10
34,53,175,28,2017/01/01 00:00:00,2017/01/03 03:55:00,10
35,84,81,11,2017/01/01 00:31:00,2017/01/01 02:48:00,10
36,118,139,13,2017/01/01 00:00:00,2017/01/03 04:41:00,10
37,118,45,28,2017/01/01 00:00:00,2017/01/03 04:26:00,10
38,103,25,2,2017/01/01 04:04:00,2017/01/01 07:19:00,10
39,107,133,22,2017/01/01 00:00:00,2017/01/03 04:50:00,10
40,129,176,18,2017/01/01 09:51:00,2017/01/01 11:30:00,10
41,186,149,25,2017/01/01 05:59:00,2017/01/01 08:45:00,10
42,73,81,19,2017/01/01 00:00:00,2017/01/03 04:50:00,10
43,9,122,17,2017/01/02 00:24:00,2017/01/02 03:50:00,10
44,168,146,19,2017/01/01 00:00:00,2017/01/03 04:01:00,10
45,172,161,6,2017/01/01 08:28:00,2017/01/01 09:22:00,10
46,15,197,10,2017/01/02 16:15:00,2017/01/02 17:55:00,10
47,26,41,14,2017/01/01 09:29:00,2017/01/01 11:36:00,10
48,78,72,9,2017/01/01 01:39:00,2017/01/01 03:05:00,10
49,112,6,39,2017/01/02 16:29:00,2017/01/02 19:53:00,10
50,135,171,27,2017/01/01 11:34:00,2017/01/01 12:14:00,10
51,39,151,26,2017/01/01 07:14:00,2017/01/01 09:41:00,10
52,46,40,15,2017/01/01 16:59:00,2017/01/01 18:39:00,10
53,138,72,8,2017/01/01 09:30:00,2017/01/01 11:25:00,10
54,53,79,14,2017/01/02 06:38:00,2017/01/02 10:17:00,10
55,75,134,16,2017/01/01 00:00:00,2017/01/03 04:41:00,10
56,66,3,9,2017/01/01 00:00:00,2017/01/03 03:41:00,10
57,153,19,3,2017/01/01 21:48:00,2017/01/02 00:35:00,10
58,17,32,16,2017/01/01 00:00:00,2017/01/03 03:36:00,10
59,59,139,26,2017/01/01 21:28:00,2017/01/01 23:17:00,10
60,100,53,22,2017/01/02 21:15:00,2017/01/02 22:55:00,10
61,46,131,21,2017/01/01 22:13:00,2017/01/02 01:11:00,10
62,111,189,3,2017/01/02 09:10:00,2017/01/02 11:53:00,10
63,62,15,29,2017/01/01 06:02:00,2017/01/01 07:48:00,10
64,100,144,17,2017/01/01 16:39:00,2017/01/01 18:32:00,10
65,70,130,8,2017/01/02 07:32:00,2017/01/02 09:03:00,10
