CUST NO.,LATITUDE,LONGITUDE,DEMAND,FROM TIME,TO TIME,SERVICE TIME
0,100,100,0,2017/01/01 00:00:00,2017/01/03 03:00:00,0
1,134,6,20,2017/01/01 16:28:00,2017/01/01 17:11:00,10
2,63,58,20,2017/01/01 00:55:00,2017/01/01 09:49:00,10
3,64,52,20,2017/01/01 05:50:00,2017/01/01 17:38:00,10
4,139,7,20,2017/01/01 03:48:00,2017/01/01 12:36:00,10
5,110,8,26,2017/01/02 03:50:00,2017/01/02 13:54:00,10
6,79,193,30,2017/01/01 08:21:00,2017/01/01 18:55:00,10
7,80,190,13,2017/01/02 03:41:00,2017/01/02 09:31:00,10
8,158,81,23,2017/01/02 06:11:00,2017/01/02 15:44:00,10
9,60,153,11,2017/01/01 02:59:00,2017/01/01 11:58:00,10
10,141,8,20,2017/01/01 02:50:00,2017/01/01 11:56:00,10
11,13,81,30,2017/01/01 08:11:00,2017/01/01 13:32:00,10
12,68,115,20,2017/01/02 14:19:00,2017/01/02 15:02:00,10
13,151,132,6,2017/01/01 08:58:00,2017/01/01 14:58:00,10
14,88,143,17,2017/01/02 07:16:00,2017/01/02 16:11:00,10
15,16,84,20,2017/01/01 05:46:00,2017/01/01 19:18:00,10
16,155,17,32,2017/01/01 02:26:00,2017/01/01 12:25:00,10
17,69,150,17,2017/01/02 08:13:00,2017/01/02 21:01:00,10
18,55,87,30,2017/01/01 10:06:00,2017/01/01 19:00:00,10
19,22,133,10,2017/01/01 07:54:00,2017/01/01 17:00:00,10
20,10,20,14,2017/01/02 12:50:00,2017/01/02 19:40:00,10
21,187,142,10,2017/01/01 06:43:00,2017/01/01 10:46:00,10
22,114,122,10,2017/01/01 11:16:00,2017/01/01 19:08:00,10
23,78,119,30,2017/01/01 02:10:00,2017/01/01 09:22:00,10
24,199,115,20,2017/01/01 07:17:00,2017/01/01 10:05:00,10
25,185,124,10,2017/01/01 03:32:00,2017/01/01 12:43:00,10
26,46,22,10,2017/01/02 00:56:00,2017/01/02 06:59:00,10
27,7,152,10,2017/01/01 10:36:00,2017/01/01 14:18:00,10
28,144,92,23,2017/01/02 08:51:00,2017/01/02 13:18:00,10
29,5,162,26,2017/01/01 08:17:00,2017/01/01 10:13:00,10
30,197,113,20,2017/01/01 03:25:00,2017/01/01 15:40:00,10
31,189,95,10,2017/01/01 05:56:00,2017/01/01 13:58:00,10
32,84,118,20,2017/01/01 04:32:00,2017/01/01 10:29:00,10
33,28,77,12,2017/01/01 11:14:00,2017/01/01 20:08:00,10
34,105,26,24,2017/01/01 17:49:00,2017/01/02 03:14:00,10
35,113,100,5,2017/01/01 11:41:00,2017/01/01 21:00:00,10
36,139,97,4,2017/01/02 16:11:00,2017/01/02 21:10:00,10
37,143,179,24,2017/01/01 15:16:00,2017/01/01 22:54:00,10
38,111,189,3,2017/01/02 06:15:00,2017/01/02 14:47:00,10
39,119,37,20,2017/01/01 11:08:00,2017/01/01 13:13:00,10
40,87,191,10,2017/01/01 04:15:00,2017/01/01 09:42:00,10
41,80,167,10,2017/01/01 11:24:00,2017/01/01 20:11:00,10
42,23,137,20,2017/01/01 07:13:00,2017/01/01 15:47:00,10
43,181,70,25,2017/01/02 06:10:00,2017/01/02 17:49:00,10
44,178,123,30,2017/01/01 01:21:00,2017/01/01 11:06:00,10
45,45,142,15,2017/01/02 01:25:00,2017/01/02 14:58:00,10
46,151,66,11,2017/01/01 01:01:00,2017/01/01 11:29:00,10
47,68,50,10,2017/01/01 05:21:00,2017/01/01 14:48:00,10
48,159,196,6,2017/01/01 13:36:00,2017/01/01 20:08:00,10
49,87,30,10,2017/01/01 08:56:00,2017/01/01 18:09:00,10
50,187,92,20,2017/01/01 02:43:00,2017/01/01 13:47:00,10
51,10,153,20,2017/01/01 06:25:00,2017/01/01 11:41:00,10
52,54,30,10,2017/01/01 05:11:00,2017/01/01 16:48:00,10
53,54,37,21,2017/01/02 17:17:00,2017/01/02 22:51:00,10
54,180,147,10,2017/01/01 06:30:00,2017/01/01 14:51:00,10
55,154,59,17,2017/01/01 01:08:00,2017/01/01 09:57:00,10
56,93,13,30,2017/01/01 09:46:00,2017/01/01 11:35:00,10
57,38,190,10,2017/01/01 04:56:00,2017/01/01 15:17:00,10
58,104,88,25,2017/01/02 16:49:00,2017/01/03 02:38:00,10
59,78,169,10,2017/01/01 13:21:00,2017/01/02 03:05:00,10
60,127,143,7,2017/01/02 06:32:00,2017/01/02 19:38:00,10
61,24,131,31,2017/01/01 18:38:00,2017/01/02 00:30:00,10
62,82,194,10,2017/01/01 05:27:00,2017/01/01 20:04:00,10
63,165,117,10,2017/01/01 07:16:00,2017/01/01 10:24:00,10
64,23,176,20,2017/01/01 21:06:00,2017/01/02 04:01:00,10
65,55,24,10,2017/01/01 07:52:00,2017/01/01 10:32:00,10
66,148,157,21,2017/01/01 16:33:00,2017/01/02 03:49:00,10
67,186,91,10,2017/01/01 03:31:00,2017/01/01 11:28:00,10
68,26,138,10,2017/01/01 12:58:00,2017/01/01 14:08:00,10
69,78,184,20,2017/01/01 09:01:00,2017/01/01 20:47:00,10
70,165,181,22,2017/01/01 02:28:00,2017/01/01 11:23:00,10
71,11,151,20,2017/01/01 02:41:00,2017/01/01 13:48:00,10
72,103,66,20,2017/01/01 00:34:00,2017/01/01 13:38:00,10
73,188,125,10,2017/01/01 04:09:00,2017/01/01 13:51:00,10
74,197,140,10,2017/01/01 04:55:00,2017/01/01 12:08:00,10
75,100,70,30,2017/01/01 00:30:00,2017/01/01 07:26:00,10
76,83,118,20,2017/01/01 01:38:00,2017/01/01 11:55:00,10
77,66,58,20,2017/01/01 10:33:00,2017/01/01 18:02:00,10
78,83,188,30,2017/01/01 01:52:00,2017/01/01 10:06:00,10
79,12,154,10,2017/01/01 04:15:00,2017/01/01 15:29:00,10
80,158,20,19,2017/01/02 09:52:00,2017/01/02 20:24:00,10
81,161,158,24,2017/01/02 00:41:00,2017/01/02 05:46:00,10
82,41,186,27,2017/01/01 04:50:00,2017/01/01 15:08:00,10
83,162,162,20,2017/01/01 20:07:00,2017/01/02 03:35:00,10
84,89,176,13,2017/01/01 23:56:00,2017/01/02 11:01:00,10
