case,TOTALCOST,TOTAL_NUMBER_OF VEHICLES,CONSTRUCTION_TIME,IMPROVEMENT_TIME,ELAPSED_TIME
R2_4_6,1383.007709037266,2.0,,,
R2_4_4,864.9306616883459,1.0,,,
R1_4_4,1590.463999545459,1.0,,,
R1_4_9,1371.532964139789,2.0,,,
R1_4_1,830.5517008418683,3.0,,,
R1_4_8,1093.3831742955365,1.0,,,
R1_4_3,1334.6180040454838,2.0,,,
R2_4_10,857.8428952592831,1.0,,,
R2_4_9,454.1063029707866,3.0,,,
R1_4_2,993.45558005346,4.0,,,
R2_4_8,1026.9678255812282,0.0,,,
R2_4_1,-67.36343370237591,4.0,,,
R2_4_7,1567.3311883216038,0.0,,,
R2_4_5,526.3505947490676,3.0,,,
R1_4_7,2022.1297965129345,1.0,,,
R1_4_5,1081.2379353122617,4.0,,,
R1_4_6,1723.007278532259,2.0,,,
R2_4_2,96.3141824922941,5.0,,,
R2_4_3,955.1994049987724,2.0,,,
R1_4_10,1952.490409857015,1.0,,,
