case,TOTALCOST,TOTAL_NUMBER_OF VEHICLES,CONSTRUCTION_TIME,IMPROVEMENT_TIME,ELAPSED_TIME
r106,1.3667240541012258,0.0,,,4576.91801198232
r207,13.796766361916834,0.0,,,37848.41064775556
r102,-1.839283809225712,0.0,,,4304.183493315609
r112,6.284164694053228,9.090909090909092,,,4298.48707161204
r109,-5.250242674059346,-7.142857142857142,,,5031.117465024199
r110,-9.757637725326475,0.0,,,4909.791742569527
r203,4.177353410574482,-33.33333333333333,,,27624.339362101466
r105,-3.912586882019465,-6.25,,,3905.003072388129
r101,-0.084869859511709,5.0,,,1725.5165489918763
r107,-0.8112058843190533,8.333333333333332,,,5885.298391600852
r204,-6.400786414756696,-40.0,,,45503.73711761309
r209,19.44862040663452,-25.0,,,18766.260566732795
r206,-5.273013990805379,33.33333333333333,,,24202.865842202133
r208,-7.135137690039113,0.0,,,55138.64283229727
r104,7.263666940114488,-8.333333333333332,,,4242.970517059505
r108,1.6315600475250338,-9.090909090909092,,,4050.37891462333
r201,-2.2115666703833554,0.0,,,16788.710863369302
r103,6.211485315301962,13.333333333333334,,,6280.00094923536
r210,2.181311543760881,-33.33333333333333,,,25184.204968221657
r211,9.554654138605384,0.0,,,27510.36500253163
r111,3.236867532208646,0.0,,,3558.4645347414244
r202,10.00670254038383,-33.33333333333333,,,17906.851679582254
r205,4.663549728607499,-20.0,,,19736.52099158668
