case,TOTALCOST,TOTAL_NUMBER_OF VEHICLES,CONSTRUCTION_TIME,IMPROVEMENT_TIME,ELAPSED_TIME
R2_4_6,679.1981628956346,1.0,,,
R2_4_4,787.9957024982823,0.0,,,
R1_4_4,988.938350568581,1.0,,,
R1_4_9,1006.4861156992464,1.0,,,
R1_4_1,703.7575769049454,4.0,,,
R1_4_8,1470.8759170093972,0.0,,,
R1_4_3,1368.716251738795,3.0,,,
R2_4_10,667.4946064742708,1.0,,,
R2_4_9,999.82059998348,1.0,,,
R1_4_2,954.8300662168168,3.0,,,
R2_4_8,819.6268188840954,0.0,,,
R2_4_1,-297.3661369592919,3.0,,,
R2_4_7,874.255880702498,0.0,,,
R2_4_5,787.7558053726607,1.0,,,
R1_4_7,1306.3326306255694,1.0,,,
R1_4_5,684.1636918219738,3.0,,,
R1_4_6,1234.3032656517244,2.0,,,
R2_4_2,156.016219471373,2.0,,,
R2_4_3,209.23037997534263,2.0,,,
R1_4_10,1391.6077890899214,1.0,,,
