case,TOTALCOST,TOTAL_NUMBER_OF VEHICLES,CONSTRUCTION_TIME,IMPROVEMENT_TIME,ELAPSED_TIME
R1_2_8,12.521509285592876,5.555555555555555,,,
R1_2_7,13.97029609726127,5.555555555555555,,,
R1_2_5,5.027195692191051,16.666666666666664,,,
R2_2_2,1.9792238456242983,50.0,,,
R2_2_6,16.915363906484643,25.0,,,
R2_2_4,12.007637454903634,25.0,,,
R2_2_1,-8.515003740818,50.0,,,
R2_2_9,7.644182165234735,25.0,,,
R1_2_10,15.365715794944236,5.555555555555555,,,
R2_2_3,5.640660320097759,25.0,,,
R1_2_6,9.58356364076938,16.666666666666664,,,
R1_2_4,15.32242412321336,0.0,,,
R2_2_10,21.641058090584657,0.0,,,
R2_2_5,13.340005197893426,25.0,,,
R2_2_7,8.163561424874365,25.0,,,
R2_2_8,15.293731120269731,25.0,,,
R1_2_2,4.793167869992917,22.22222222222222,,,
R1_2_3,8.760999710048607,11.11111111111111,,,
R1_2_1,3.1004170023743773,20.0,,,
R1_2_9,7.59954216252897,16.666666666666664,,,
