case,TOTALCOST,TOTAL_NUMBER_OF VEHICLES,CONSTRUCTION_TIME,IMPROVEMENT_TIME,ELAPSED_TIME
rc106,1.184885900751639,-13.333333333333334,,,2912.372909282175
rc203,1.8992239726886797,-20.0,,,15208.494834290534
rc105,-4.926983504879502,-5.555555555555555,,,3858.560939116536
rc104,2.546031117223093,0.0,,,1985.2195230636723
rc206,12.274365821469525,-20.0,,,12146.72452678537
rc101,0.4884855816542361,5.88235294117647,,,3670.044255266488
rc107,-0.7500383098416641,-7.142857142857142,,,4298.979644168658
rc202,9.854202143112904,-28.57142857142857,,,15706.161605246452
rc102,1.5785583584071596,7.142857142857142,,,3669.555642187955
rc201,-0.6382927676946804,-28.57142857142857,,,13912.745421352009
rc207,3.134006035772816,0.0,,,16845.108879176863
rc208,3.881779889811916,0.0,,,34011.29666398918
rc205,19.466963987154426,-28.57142857142857,,,8764.496519988823
rc108,6.153315698634022,-7.6923076923076925,,,3153.536863823569
rc204,-10.96611844670026,0.0,,,22993.541299724133
rc103,-0.2486168475756414,0.0,,,5207.541128818277
