case,TOTALCOST,TOTAL_NUMBER_OF VEHICLES,CONSTRUCTION_TIME,IMPROVEMENT_TIME,ELAPSED_TIME
RC1_2_5,371.3117572077758,2.0,,,
RC2_2_1,-34.423406520170374,2.0,,,
C1_2_5,-0.0012344583801677,0.0,,,
R1_2_8,369.63370195977313,1.0,,,
R1_2_7,440.079694389437,1.0,,,
C1_2_7,2.5328585637112155,0.0,,,
R1_2_5,206.5101609612393,3.0,,,
R2_2_2,71.67165389774709,2.0,,,
R2_2_6,492.7496252050696,1.0,,,
RC1_2_2,265.63764483308296,3.0,,,
RC2_2_2,132.6316457551975,2.0,,,
C2_2_5,101.35337628449612,1.0,,,
C2_2_8,195.3326202357496,2.0,,,
R2_2_4,237.9061201302602,1.0,,,
RC1_2_3,284.98527118698485,1.0,,,
RC1_2_10,294.78200499842023,1.0,,,
RC1_2_1,215.0576567007365,4.0,,,
RC2_2_6,-118.87840149673777,2.0,,,
RC2_2_9,296.3269580489705,1.0,,,
RC1_2_8,288.8751831635413,1.0,,,
R2_2_1,-381.7412417068563,2.0,,,
C1_2_1,-0.0022336695265039,0.0,,,
R2_2_9,236.3611702219241,1.0,,,
RC1_2_4,467.3181713865383,1.0,,,
RC2_2_8,217.72090052922024,2.0,,,
C1_2_10,109.8993481500588,2.0,,,
C1_2_4,364.3830308272941,1.0,,,
RC1_2_6,520.6736032345507,1.0,,,
C2_2_7,112.7264665276607,1.0,,,
R1_2_10,507.24993667954,1.0,,,
RC2_2_4,202.5857202189286,2.0,,,
C1_2_8,-64.70801900575816,1.0,,,
R2_2_3,162.48598931280003,1.0,,,
C1_2_2,-94.11170106274268,2.0,,,
R1_2_6,343.39250223786394,3.0,,,
C2_2_3,232.0629628088045,1.0,,,
C1_2_6,2.8134789952559918,0.0,,,
RC2_2_3,-43.01083609001398,2.0,,,
R1_2_4,468.5306170820304,0.0,,,
R2_2_10,574.5635999875954,0.0,,,
C2_2_10,159.6555213484496,1.0,,,
C2_2_4,341.3008702391314,1.0,,,
RC1_2_9,566.9655099758797,1.0,,,
C1_2_3,84.33743327152115,2.0,,,
C1_2_9,24.898638928589666,2.0,,,
RC2_2_10,263.2856506596636,1.0,,,
RC2_2_5,-16.19713735504638,2.0,,,
R2_2_5,449.1299610021561,1.0,,,
C2_2_6,28.132521710930178,1.0,,,
R2_2_7,200.1003195096655,1.0,,,
R2_2_8,282.9141438745337,1.0,,,
C2_2_9,299.5955921684188,1.0,,,
RC1_2_7,365.57113292425856,1.0,,,
R1_2_2,193.63727151269583,4.0,,,
R1_2_3,296.29350579395987,2.0,,,
C2_2_2,195.88004746329105,1.0,,,
R1_2_1,148.32735985229283,4.0,,,
RC2_2_7,139.86832269103252,2.0,,,
C2_2_1,-0.1350789314344638,1.0,,,
R1_2_9,285.7868626556319,3.0,,,
