case,TOTALCOST,TOTAL_NUMBER_OF VEHICLES,CONSTRUCTION_TIME,IMPROVEMENT_TIME,ELAPSED_TIME
RC1_2_5,195.55305627086184,2.0,,,
RC2_2_1,27.987211095023213,2.0,,,
C1_2_5,126.21856172070012,1.0,,,
R1_2_8,629.7557202718722,0.0,,,
R1_2_7,705.9058228539247,1.0,,,
C1_2_7,241.17730093410185,1.0,,,
R1_2_5,463.9328585953099,3.0,,,
R2_2_2,-101.13006168475796,2.0,,,
R2_2_6,93.08390201715564,3.0,,,
RC1_2_2,295.9044503790292,2.0,,,
RC2_2_2,-29.491292606637217,3.0,,,
C2_2_5,116.9213170263165,1.0,,,
C2_2_8,356.53062439726386,1.0,,,
R2_2_4,356.07962995034404,1.0,,,
RC1_2_3,543.3918886205488,1.0,,,
RC1_2_10,347.4777926534316,1.0,,,
RC1_2_1,58.24669193234786,2.0,,,
RC2_2_6,-122.96744958305952,3.0,,,
RC2_2_9,280.5162462231078,2.0,,,
RC1_2_8,622.1909532093891,1.0,,,
R2_2_1,-591.735405002818,4.0,,,
C1_2_1,2.845062042998052,0.0,,,
R2_2_9,177.2558097951378,2.0,,,
RC1_2_4,486.9810085544928,2.0,,,
RC2_2_8,155.5364669917526,3.0,,,
C1_2_10,260.8940197339193,2.0,,,
C1_2_4,323.88949037888915,1.0,,,
RC1_2_6,739.6373277826428,2.0,,,
C2_2_7,140.01285845729285,1.0,,,
R1_2_10,584.4387218863931,0.0,,,
RC2_2_4,71.97551292912021,3.0,,,
C1_2_8,142.55677601200478,2.0,,,
R2_2_3,13.13120980954136,2.0,,,
C1_2_2,-214.5387752584052,2.0,,,
R1_2_6,596.9967373894901,1.0,,,
C2_2_3,186.19504844003336,2.0,,,
C1_2_6,82.28166221969332,1.0,,,
RC2_2_3,-177.77412276424002,3.0,,,
R1_2_4,661.2247912074354,1.0,,,
R2_2_10,424.44667413477737,1.0,,,
C2_2_10,159.23278316829897,1.0,,,
C2_2_4,217.6284072396652,2.0,,,
RC1_2_9,495.718446053987,1.0,,,
C1_2_3,110.35196839311948,2.0,,,
C1_2_9,199.46515798968176,2.0,,,
RC2_2_10,147.62633098620017,1.0,,,
RC2_2_5,83.6422144742528,3.0,,,
R2_2_5,319.76932673904,3.0,,,
C2_2_6,307.5394918832012,1.0,,,
R2_2_7,313.3477526084821,0.0,,,
R2_2_8,303.60046168309464,1.0,,,
C2_2_9,124.23361093271478,1.0,,,
RC1_2_7,312.5911855783761,1.0,,,
R1_2_2,118.77370324131743,3.0,,,
R1_2_3,322.31130646497604,1.0,,,
C2_2_2,140.3767887870424,2.0,,,
R1_2_1,153.53703750204568,2.0,,,
RC2_2_7,64.95455814143088,3.0,,,
C2_2_1,62.78600754707964,1.0,,,
R1_2_9,525.5912600912006,1.0,,,
