case,TOTALCOST,TOTAL_NUMBER_OF VEHICLES,CONSTRUCTION_TIME,IMPROVEMENT_TIME,ELAPSED_TIME
RC1_4_5,10.21579869304175,11.11111111111111,,,
RC2_4_1,0.8661281163109675,36.36363636363637,,,
RC2_4_6,4.366840747398585,37.5,,,
RC1_4_1,9.77548367263013,16.666666666666664,,,
RC1_4_8,7.491050098596237,2.7777777777777777,,,
RC1_4_6,12.119891383358746,11.11111111111111,,,
RC2_4_2,-4.176667416687395,55.55555555555556,,,
RC1_4_3,11.215065767673154,2.7777777777777777,,,
RC2_4_10,18.611350071187022,0.0,,,
RC2_4_7,9.89909971919384,37.5,,,
RC2_4_8,14.026649172220404,25.0,,,
RC2_4_4,16.22416924972342,25.0,,,
RC1_4_2,11.8829049591712,11.11111111111111,,,
RC2_4_3,6.858686192085475,50.0,,,
RC1_4_10,12.967967604647516,2.7777777777777777,,,
RC2_4_5,-9.42700587345655,62.5,,,
RC2_4_9,20.854388364865947,12.5,,,
RC1_4_7,12.36615663779572,5.555555555555555,,,
RC1_4_4,10.049448273231084,2.7777777777777777,,,
RC1_4_9,10.963719070509956,2.7777777777777777,,,
