case,TOTALCOST,TOTAL_NUMBER_OF VEHICLES,CONSTRUCTION_TIME,IMPROVEMENT_TIME,ELAPSED_TIME
R2_4_6,11.0932963593185,12.5,,,
RC1_4_5,10.21579869304175,11.11111111111111,,,
RC2_4_1,0.8661281163109675,36.36363636363637,,,
RC2_4_6,4.366840747398585,37.5,,,
C1_4_8,4.567543993734651,10.81081081081081,,,
R2_4_4,18.578363220729656,0.0,,,
C2_4_5,7.382925186072677,16.666666666666664,,,
R1_4_4,13.579132564330942,2.7777777777777777,,,
RC1_4_1,9.77548367263013,16.666666666666664,,,
RC1_4_8,7.491050098596237,2.7777777777777777,,,
RC1_4_6,12.119891383358746,11.11111111111111,,,
C2_4_1,5.850558255098845,16.666666666666664,,,
RC2_4_2,-4.176667416687395,55.55555555555556,,,
C2_4_7,10.119744882118365,16.666666666666664,,,
R1_4_9,11.575751378404588,2.7777777777777777,,,
C1_4_7,3.7789203408100023,10.256410256410255,,,
RC1_4_3,11.215065767673154,2.7777777777777777,,,
RC2_4_10,18.611350071187022,0.0,,,
R1_4_1,6.78496474656991,10.0,,,
RC2_4_7,9.89909971919384,37.5,,,
C1_4_9,2.11766066569449,8.333333333333332,,,
C1_4_6,5.318445728766035,5.0,,,
R1_4_8,20.267592224764613,0.0,,,
RC2_4_8,14.026649172220404,25.0,,,
R1_4_3,17.528901811893373,8.333333333333332,,,
C1_4_5,3.156801406049661,2.5,,,
R2_4_10,11.562011970447273,12.5,,,
R2_4_9,15.62195278172966,12.5,,,
C2_4_2,-0.5370992546766183,16.666666666666664,,,
C2_4_9,19.52337637333077,16.666666666666664,,,
C2_4_3,9.105548801096642,27.27272727272727,,,
C1_4_2,0.5403774379386258,13.88888888888889,,,
R1_4_2,10.730658240384988,8.333333333333332,,,
R2_4_8,20.41106730959497,0.0,,,
C1_4_3,19.262310985539496,13.88888888888889,,,
C1_4_4,11.0460963688118,2.7777777777777777,,,
RC2_4_4,16.22416924972342,25.0,,,
R2_4_1,-3.2286785444242705,37.5,,,
R2_4_7,17.4205570296979,0.0,,,
RC1_4_2,11.8829049591712,11.11111111111111,,,
R2_4_5,11.051832119630529,12.5,,,
R1_4_7,17.15213894980495,2.7777777777777777,,,
RC2_4_3,6.858686192085475,50.0,,,
R1_4_5,7.418048997523289,8.333333333333332,,,
R1_4_6,14.766707051604069,5.555555555555555,,,
R2_4_2,2.0510233604545043,25.0,,,
C2_4_8,1.4829799358038438,27.27272727272727,,,
RC1_4_10,12.967967604647516,2.7777777777777777,,,
C1_4_1,0.0005114832536968,0.0,,,
R2_4_3,3.5396363090835106,25.0,,,
RC2_4_5,-9.42700587345655,62.5,,,
RC2_4_9,20.854388364865947,12.5,,,
C2_4_6,4.341529337791008,16.666666666666664,,,
C2_4_4,16.002108715637057,27.27272727272727,,,
C1_4_10,15.137840491068536,8.333333333333332,,,
RC1_4_7,12.36615663779572,5.555555555555555,,,
RC1_4_4,10.049448273231084,2.7777777777777777,,,
R1_4_10,17.192866274075207,2.7777777777777777,,,
C2_4_10,8.550095721070196,18.181818181818183,,,
RC1_4_9,10.963719070509956,2.7777777777777777,,,
