case,TOTALCOST,TOTAL_NUMBER_OF VEHICLES,CONSTRUCTION_TIME,IMPROVEMENT_TIME,ELAPSED_TIME
c107,25.37716858943884,0.0,,,26.03813595771789
rc106,17.56559161246946,-2.0,,,23.009925174713132
r106,17.831275968138925,0.0,,,35.425986003875735
r207,122.34436319534689,0.0,,,313.072824382782
c205,-1.1368683772161605e-13,0.0,,,181.09673523902893
c109,-125.13573460034593,0.0,,,39.81986541748047
rc203,20.545401174177183,-1.0,,,151.00708723068237
r102,-28.28530028147611,0.0,,,29.905206060409547
rc105,-82.72660399002325,-1.0,,,35.87036924362182
c106,0.0,0.0,,,33.733693790435794
r112,65.62742121800261,1.0,,,43.78146796226501
rc104,32.12817418084842,0.0,,,28.4660982131958
c104,23.852743229765,0.0,,,32.00141968727112
r109,-67.54988587561593,-1.0,,,41.08341374397278
r110,-129.76798190403247,0.0,,,35.08539943695068
c108,5.071190612013083,0.0,,,33.38733277320862
c206,0.3831138908700495,0.0,,,266.9410309314728
r203,39.7931391063712,-2.0,,,273.01169872283936
r105,-57.371391447591805,-1.0,,,29.34844002723694
c101,25.377168589438952,0.0,,,12.050689697265623
c204,50.44933198079809,0.0,,,295.30535850524905
r101,-1.4280596474393406,1.0,,,18.33728709220886
rc206,145.06057204402373,-1.0,,,118.32586197853088
rc101,8.52023790152657,1.0,,,26.86791310310364
rc107,-10.229312168717795,-1.0,,,42.60886106491089
r107,-9.651600192356454,1.0,,,49.0662905216217
r204,-57.38533456766629,-2.0,,,347.935369682312
rc202,111.69626744687116,-2.0,,,123.71233248710632
rc102,24.24395294866736,1.0,,,36.8945764541626
c203,55.97772000855844,1.0,,,157.65990619659425
r209,185.43553685162044,-1.0,,,189.19185109138488
r206,-53.10821999237953,1.0,,,212.22314867973327
r208,-66.70737886664517,0.0,,,373.02348084449767
rc201,-9.432896822796463,-2.0,,,107.72570490837096
r104,75.09032940309544,-1.0,,,50.50957055091858
r108,16.93185032785982,-1.0,,,55.821812582016
r201,-28.402980704587435,0.0,,,137.18288612365723
r103,78.493679121902,2.0,,,38.487147426605226
rc207,34.52428495927961,0.0,,,200.21145644187928
c201,0.0,0.0,,,72.21208910942077
c105,1.1368683772161605e-13,0.0,,,20.057612037658693
c208,26.15237744005026,0.0,,,172.1246901035309
rc208,39.753737859456805,0.0,,,339.5017969608307
rc205,237.71810597206445,-2.0,,,117.55869426727295
c207,23.301305161494724,0.0,,,204.125732088089
c102,61.4865592319328,0.0,,,34.51771607398987
r210,21.319393974147147,-2.0,,,251.40174832344056
r211,82.10076878552331,0.0,,,335.38089261054995
r111,37.13614418608131,0.0,,,45.61804141998291
r202,111.95150872584507,-2.0,,,205.0548803329468
c103,99.72372146594851,0.0,,,22.65235152244568
rc108,79.09445596604155,-1.0,,,34.02117404937744
r205,49.25688125401166,-1.0,,,239.08859806060792
rc204,-108.48566413030358,0.0,,,172.15130581855774
rc103,-3.4871781241249664,0.0,,,55.72982459068298
c202,85.88870847813644,1.0,,,132.47388668060304
