case,TOTALCOST,TOTAL_NUMBER_OF VEHICLES,CONSTRUCTION_TIME,IMPROVEMENT_TIME,ELAPSED_TIME
rc106,57.74114775579915,4.0,,,
rc203,32.15874066593756,2.0,,,
rc105,165.35177494696086,3.0,,,
rc104,126.41243970788514,2.0,,,
rc206,35.49724541966316,2.0,,,
rc101,124.41481851585854,2.0,,,
rc107,156.03862457335595,2.0,,,
rc202,41.18869674787038,-1.0,,,
rc102,78.42874016331302,0.0,,,
rc201,216.0323208745142,-2.0,,,
rc207,40.46237616665098,1.0,,,
rc208,195.97107759597876,0.0,,,
rc205,67.13600317402552,0.0,,,
rc108,171.19570923688798,2.0,,,
rc204,190.8704337066711,1.0,,,
rc103,144.63146207901104,2.0,,,
