case,TOTALCOST,TOTAL_NUMBER_OF VEHICLES,CONSTRUCTION_TIME,IMPROVEMENT_TIME,ELAPSED_TIME
c107,3.265325218454349,0.0,,,
rc106,5.285684962643351,18.181818181818183,,,
r106,7.120039006394134,0.0,,,
r207,12.95999316866098,50.0,,,
c205,3.915086512551254,0.0,,,
c109,2.77125184218138,0.0,,,
rc203,5.021259297661511,33.33333333333333,,,
r102,2.929078225676224,5.555555555555555,,,
rc105,5.458490517073238,13.333333333333334,,,
c106,0.1978565143036234,0.0,,,
r112,13.01418188462294,33.33333333333333,,,
rc104,13.962431208716447,20.0,,,
c104,13.372099934227874,0.0,,,
r109,6.291318810562825,0.0,,,
r110,12.37302281092512,8.333333333333332,,,
c108,3.878306073284892,0.0,,,
c206,0.490778609799266,0.0,,,
r203,5.624587750360608,33.33333333333333,,,
r105,3.959085782614967,0.0,,,
c101,3.265325218454349,0.0,,,
c204,11.018789699298084,0.0,,,
r101,2.6572848577523027,5.0,,,
rc206,15.751083245837716,33.33333333333333,,,
rc101,8.206880875255287,20.0,,,
rc107,12.072306044431045,8.333333333333332,,,
r107,10.85221608281815,18.181818181818183,,,
r204,1.651123432768957,50.0,,,
rc202,13.996609374232497,-37.5,,,
rc102,7.044921992039274,7.142857142857142,,,
c203,15.03044195303103,33.33333333333333,,,
r209,25.269396215047838,0.0,,,
r206,5.288572899688087,33.33333333333333,,,
r208,19.464232316482143,50.0,,,
rc201,16.373389130743206,-44.44444444444444,,,
r104,14.140014132277004,0.0,,,
r108,9.7642203095686,11.11111111111111,,,
r201,9.857359209763326,-37.5,,,
r103,11.04325480276181,21.428571428571427,,,
rc207,7.066613371084926,33.33333333333333,,,
c201,0.417001641741878,0.0,,,
c105,0.1978565143036371,0.0,,,
c208,4.895216472763629,0.0,,,
rc208,28.46436779474914,0.0,,,
rc205,26.417167170371748,-28.57142857142857,,,
c207,4.402121302100926,0.0,,,
c102,7.630052722684236,0.0,,,
r210,6.317759033812521,33.33333333333333,,,
r211,5.451481430075157,50.0,,,
r111,12.941989428900945,8.333333333333332,,,
r202,3.2740403684362414,33.33333333333333,,,
c103,12.28229500956462,0.0,,,
rc108,22.46366587712525,9.090909090909092,,,
r205,11.16700573296519,33.33333333333333,,,
rc204,10.31860442333732,33.33333333333333,,,
rc103,11.219736403409067,18.181818181818183,,,
c202,25.724006921583506,33.33333333333333,,,
