CUST NO.,LATITUDE,LONGITUDE,DEMAND,FROM TIME,TO TIME,SERVICE TIME
0,150,150,0,2017/01/01 00:00:00,2017/01/01 20:06:00,0
1,71,268,10,2017/01/01 03:41:00,2017/01/01 04:11:00,10
2,183,80,13,2017/01/01 00:00:00,2017/01/01 18:39:00,10
3,174,238,21,2017/01/01 00:00:00,2017/01/01 18:25:00,10
4,166,123,14,2017/01/01 00:31:00,2017/01/01 01:01:00,10
5,287,293,14,2017/01/01 00:00:00,2017/01/01 16:38:00,10
6,140,214,24,2017/01/01 00:00:00,2017/01/01 18:52:00,10
7,47,203,29,2017/01/01 11:10:00,2017/01/01 11:40:00,10
8,247,19,21,2017/01/01 13:38:00,2017/01/01 14:08:00,10
9,152,29,10,2017/01/01 14:59:00,2017/01/01 15:29:00,10
10,86,216,25,2017/01/01 03:28:00,2017/01/01 03:58:00,10
11,107,29,20,2017/01/01 16:51:00,2017/01/01 17:21:00,10
12,212,270,21,2017/01/01 09:52:00,2017/01/01 10:22:00,10
13,148,157,24,2017/01/01 00:07:00,2017/01/01 00:37:00,10
14,291,148,11,2017/01/01 10:36:00,2017/01/01 11:06:00,10
15,92,241,3,2017/01/01 12:47:00,2017/01/01 13:17:00,10
16,162,148,25,2017/01/01 00:00:00,2017/01/01 19:44:00,10
17,119,254,42,2017/01/01 13:27:00,2017/01/01 13:57:00,10
18,266,212,11,2017/01/01 05:33:00,2017/01/01 06:03:00,10
19,99,226,12,2017/01/01 00:00:00,2017/01/01 18:25:00,10
20,56,116,22,2017/01/01 00:00:00,2017/01/01 18:17:00,10
21,110,31,15,2017/01/01 06:03:00,2017/01/01 06:33:00,10
22,175,107,17,2017/01/01 00:00:00,2017/01/01 19:07:00,10
23,17,0,11,2017/01/01 09:37:00,2017/01/01 10:07:00,10
24,96,86,12,2017/01/01 01:23:00,2017/01/01 01:53:00,10
25,136,228,2,2017/01/01 05:57:00,2017/01/01 06:27:00,10
26,100,138,24,2017/01/01 00:00:00,2017/01/01 19:05:00,10
27,184,277,17,2017/01/01 00:00:00,2017/01/01 17:45:00,10
28,16,42,17,2017/01/01 04:13:00,2017/01/01 04:43:00,10
29,67,175,3,2017/01/01 00:00:00,2017/01/01 18:30:00,10
30,72,286,17,2017/01/01 00:00:00,2017/01/01 17:20:00,10
31,176,235,33,2017/01/01 00:00:00,2017/01/01 18:28:00,10
32,116,14,20,2017/01/01 10:54:00,2017/01/01 11:24:00,10
33,26,27,16,2017/01/01 00:00:00,2017/01/01 17:02:00,10
34,37,14,19,2017/01/01 04:03:00,2017/01/01 04:33:00,10
35,1,11,34,2017/01/01 08:00:00,2017/01/01 08:30:00,10
36,74,117,24,2017/01/01 13:24:00,2017/01/01 13:54:00,10
37,170,53,21,2017/01/01 00:00:00,2017/01/01 18:17:00,10
38,154,101,21,2017/01/01 00:49:00,2017/01/01 01:19:00,10
39,75,191,12,2017/01/01 01:25:00,2017/01/01 01:55:00,10
40,227,62,16,2017/01/01 00:00:00,2017/01/01 18:00:00,10
41,209,269,17,2017/01/01 07:26:00,2017/01/01 07:56:00,10
42,207,149,22,2017/01/01 05:47:00,2017/01/01 06:17:00,10
43,99,105,4,2017/01/01 00:00:00,2017/01/01 18:48:00,10
44,6,168,21,2017/01/01 12:24:00,2017/01/01 12:54:00,10
45,296,211,22,2017/01/01 03:16:00,2017/01/01 03:46:00,10
46,254,87,7,2017/01/01 00:00:00,2017/01/01 17:55:00,10
47,201,175,10,2017/01/01 00:00:00,2017/01/01 19:00:00,10
48,268,113,22,2017/01/01 14:03:00,2017/01/01 14:33:00,10
49,29,8,24,2017/01/01 12:31:00,2017/01/01 13:01:00,10
50,159,89,22,2017/01/01 13:46:00,2017/01/01 14:16:00,10
51,9,30,6,2017/01/01 00:00:00,2017/01/01 16:51:00,10
52,175,294,16,2017/01/01 00:00:00,2017/01/01 17:30:00,10
53,282,76,26,2017/01/01 14:16:00,2017/01/01 14:46:00,10
54,90,44,12,2017/01/01 00:00:00,2017/01/01 17:55:00,10
55,57,7,25,2017/01/01 00:00:00,2017/01/01 17:06:00,10
56,176,153,14,2017/01/01 00:00:00,2017/01/01 19:30:00,10
57,106,243,22,2017/01/01 00:00:00,2017/01/01 18:14:00,10
58,207,20,13,2017/01/01 00:00:00,2017/01/01 17:35:00,10
59,289,143,23,2017/01/01 00:00:00,2017/01/01 17:37:00,10
60,166,194,7,2017/01/01 01:38:00,2017/01/01 02:08:00,10
61,295,123,29,2017/01/01 12:50:00,2017/01/01 13:20:00,10
62,85,62,3,2017/01/01 00:00:00,2017/01/01 18:07:00,10
63,207,237,11,2017/01/01 00:00:00,2017/01/01 18:12:00,10
64,136,50,16,2017/01/01 00:00:00,2017/01/01 18:16:00,10
65,42,221,29,2017/01/01 04:56:00,2017/01/01 05:26:00,10
66,208,235,22,2017/01/01 00:00:00,2017/01/01 18:14:00,10
67,267,29,33,2017/01/01 07:39:00,2017/01/01 08:09:00,10
68,206,121,10,2017/01/01 00:00:00,2017/01/01 18:53:00,10
69,227,5,13,2017/01/01 06:10:00,2017/01/01 06:40:00,10
70,60,287,15,2017/01/01 00:00:00,2017/01/01 17:13:00,10
71,151,133,23,2017/01/01 00:17:00,2017/01/01 00:47:00,10
72,222,100,18,2017/01/01 12:06:00,2017/01/01 12:36:00,10
73,152,77,10,2017/01/01 00:00:00,2017/01/01 18:43:00,10
74,225,192,26,2017/01/01 00:00:00,2017/01/01 18:31:00,10
75,150,104,21,2017/01/01 00:00:00,2017/01/01 19:10:00,10
76,296,252,18,2017/01/01 13:09:00,2017/01/01 13:39:00,10
77,63,170,19,2017/01/01 00:00:00,2017/01/01 18:27:00,10
78,106,168,21,2017/01/01 03:32:00,2017/01/01 04:02:00,10
