CUST NO.,LATITUDE,LONGITUDE,DEMAND,FROM TIME,TO TIME,SERVICE TIME
0,150,150,0,2017/01/01 00:00:00,2017/01/02 00:56:00,0
1,17,205,20,2017/01/01 05:06:00,2017/01/01 05:55:00,90
2,153,254,20,2017/01/01 09:22:00,2017/01/01 10:29:00,90
3,229,219,10,2017/01/01 04:13:00,2017/01/01 05:19:00,90
4,214,156,20,2017/01/01 11:12:00,2017/01/01 12:12:00,90
5,121,260,10,2017/01/01 05:58:00,2017/01/01 06:54:00,90
6,29,277,10,2017/01/01 03:53:00,2017/01/01 04:57:00,90
7,47,277,20,2017/01/01 02:43:00,2017/01/01 03:30:00,90
8,85,224,10,2017/01/01 15:13:00,2017/01/01 16:14:00,90
9,105,230,10,2017/01/01 01:31:00,2017/01/01 02:35:00,90
10,160,111,30,2017/01/01 01:46:00,2017/01/01 02:35:00,90
11,65,69,10,2017/01/01 18:35:00,2017/01/01 19:44:00,90
12,63,233,20,2017/01/01 10:29:00,2017/01/01 11:36:00,90
13,143,111,20,2017/01/01 00:39:00,2017/01/01 01:40:00,90
14,173,233,30,2017/01/01 10:26:00,2017/01/01 11:20:00,90
15,85,24,20,2017/01/01 07:50:00,2017/01/01 08:57:00,90
16,277,100,10,2017/01/01 04:46:00,2017/01/01 05:53:00,90
17,166,105,20,2017/01/01 09:11:00,2017/01/01 10:33:00,90
18,141,137,30,2017/01/01 02:43:00,2017/01/01 03:53:00,90
19,100,73,20,2017/01/01 04:05:00,2017/01/01 04:59:00,90
20,61,70,30,2017/01/01 01:59:00,2017/01/01 03:00:00,90
21,161,210,10,2017/01/01 05:06:00,2017/01/01 06:10:00,90
22,30,280,20,2017/01/01 06:52:00,2017/01/01 08:05:00,90
23,129,98,20,2017/01/01 09:42:00,2017/01/01 10:55:00,90
24,62,65,20,2017/01/01 15:39:00,2017/01/01 16:28:00,90
25,256,239,10,2017/01/01 09:35:00,2017/01/01 10:29:00,90
26,9,144,40,2017/01/01 09:29:00,2017/01/01 10:26:00,90
27,174,228,20,2017/01/01 12:02:00,2017/01/01 12:55:00,90
28,203,156,20,2017/01/01 00:53:00,2017/01/01 01:47:00,90
29,251,241,10,2017/01/01 03:17:00,2017/01/01 04:25:00,90
30,109,110,20,2017/01/01 06:30:00,2017/01/01 07:37:00,90
31,106,233,10,2017/01/01 02:39:00,2017/01/01 03:31:00,90
32,22,102,10,2017/01/01 13:57:00,2017/01/01 15:21:00,90
33,145,184,10,2017/01/01 07:44:00,2017/01/01 08:47:00,90
34,121,170,30,2017/01/01 09:29:00,2017/01/01 10:24:00,90
35,25,141,20,2017/01/01 07:51:00,2017/01/01 08:39:00,90
36,167,176,20,2017/01/01 06:09:00,2017/01/01 07:02:00,90
37,126,229,10,2017/01/01 11:41:00,2017/01/01 12:49:00,90
38,122,172,10,2017/01/01 07:48:00,2017/01/01 09:02:00,90
39,119,267,10,2017/01/01 10:35:00,2017/01/01 11:38:00,90
40,68,113,20,2017/01/01 11:38:00,2017/01/01 12:56:00,90
41,257,243,10,2017/01/01 11:01:00,2017/01/01 12:11:00,90
42,157,266,20,2017/01/01 01:56:00,2017/01/01 02:36:00,90
43,157,31,20,2017/01/01 20:00:00,2017/01/01 21:00:00,90
44,73,226,20,2017/01/01 02:54:00,2017/01/01 03:42:00,90
