CUST NO.,LATITUDE,LONGITUDE,DEMAND,FROM TIME,TO TIME,SERVICE TIME
0,150,150,0,2017/01/01 00:00:00,2017/01/04 08:23:00,0
1,133,187,16,2017/01/03 23:01:00,2017/01/04 01:20:00,10
2,277,41,14,2017/01/01 00:00:00,2017/01/04 05:26:00,10
3,284,244,12,2017/01/01 00:00:00,2017/01/04 05:30:00,10
4,38,139,12,2017/01/01 00:00:00,2017/01/04 06:21:00,10
5,117,178,19,2017/01/03 02:50:00,2017/01/03 05:17:00,10
6,241,298,27,2017/01/01 00:00:00,2017/01/04 05:20:00,10
7,76,221,24,2017/01/01 00:00:00,2017/01/04 06:31:00,10
8,175,251,8,2017/01/01 00:00:00,2017/01/04 06:29:00,10
9,45,115,13,2017/01/01 00:00:00,2017/01/04 06:23:00,10
10,216,203,5,2017/01/01 00:00:00,2017/01/04 06:49:00,10
11,178,263,18,2017/01/01 00:00:00,2017/01/04 06:17:00,10
12,51,2,41,2017/01/01 00:00:00,2017/01/04 05:15:00,10
13,274,6,41,2017/01/01 00:00:00,2017/01/04 05:03:00,10
14,232,121,15,2017/01/01 00:00:00,2017/01/04 06:47:00,10
15,110,83,22,2017/01/01 00:00:00,2017/01/04 06:55:00,10
16,275,263,33,2017/01/01 11:09:00,2017/01/01 13:07:00,10
17,114,211,10,2017/01/01 00:00:00,2017/01/04 07:03:00,10
18,61,84,7,2017/01/01 00:00:00,2017/01/04 06:23:00,10
19,80,35,31,2017/01/02 10:11:00,2017/01/02 12:29:00,10
20,298,135,7,2017/01/01 00:00:00,2017/01/04 05:45:00,10
21,60,72,2,2017/01/01 00:00:00,2017/01/04 06:14:00,10
22,75,127,37,2017/01/02 10:34:00,2017/01/02 12:06:00,10
23,102,173,15,2017/01/01 00:00:00,2017/01/04 07:20:00,10
24,276,28,9,2017/01/01 00:00:00,2017/01/04 05:18:00,10
25,165,179,19,2017/01/01 00:00:00,2017/01/04 07:41:00,10
26,289,143,23,2017/01/01 00:00:00,2017/01/04 05:54:00,10
27,69,134,46,2017/01/01 00:00:00,2017/01/04 06:51:00,10
28,61,138,9,2017/01/01 00:00:00,2017/01/04 06:44:00,10
29,283,144,6,2017/01/01 08:01:00,2017/01/01 09:45:00,10
30,97,232,11,2017/01/01 00:00:00,2017/01/04 06:36:00,10
31,120,241,20,2017/01/02 16:16:00,2017/01/02 18:28:00,10
32,173,64,12,2017/01/02 13:58:00,2017/01/02 16:16:00,10
33,176,263,5,2017/01/01 00:00:00,2017/01/04 06:18:00,10
34,117,168,14,2017/01/01 00:00:00,2017/01/04 07:36:00,10
35,184,102,29,2017/01/03 22:01:00,2017/01/03 23:41:00,10
36,157,221,10,2017/01/01 00:00:00,2017/01/04 07:02:00,10
37,108,3,16,2017/01/01 00:00:00,2017/01/04 05:41:00,10
38,29,8,24,2017/01/03 02:26:00,2017/01/03 03:41:00,10
39,136,241,11,2017/01/02 01:32:00,2017/01/02 02:01:00,10
40,16,42,17,2017/01/01 16:40:00,2017/01/01 19:01:00,10
41,183,282,42,2017/01/01 00:00:00,2017/01/04 05:57:00,10
42,154,299,17,2017/01/01 00:00:00,2017/01/04 05:44:00,10
43,136,68,19,2017/01/02 15:57:00,2017/01/02 17:18:00,10
44,230,80,26,2017/01/01 00:00:00,2017/01/04 06:27:00,10
45,151,172,2,2017/01/01 00:00:00,2017/01/04 07:51:00,10
46,136,50,16,2017/01/01 00:00:00,2017/01/04 06:33:00,10
47,8,200,21,2017/01/01 00:00:00,2017/01/04 05:43:00,10
48,72,20,32,2017/01/01 00:00:00,2017/01/04 05:42:00,10
49,57,125,23,2017/01/01 00:00:00,2017/01/04 06:37:00,10
