CUST NO.,LATITUDE,LONGITUDE,DEMAND,FROM TIME,TO TIME,SERVICE TIME
0,40,50,0,2017/01/01 00:00:00,2017/01/03 08:30:00,0
1,52,75,10,2017/01/01 01:11:00,2017/01/01 11:51:00,90
2,45,70,30,2017/01/01 00:20:00,2017/01/01 11:00:00,90
3,62,69,10,2017/01/01 15:27:00,2017/01/02 02:07:00,90
4,60,66,10,2017/01/01 17:01:00,2017/01/02 03:41:00,90
5,42,65,10,2017/01/01 00:15:00,2017/01/01 10:55:00,90
6,16,42,20,2017/01/01 04:17:00,2017/01/01 14:57:00,90
7,58,70,20,2017/01/01 13:53:00,2017/01/02 00:33:00,90
8,34,60,20,2017/01/02 20:07:00,2017/01/03 06:47:00,90
9,28,70,10,2017/01/02 15:21:00,2017/01/03 02:01:00,90
10,35,66,10,2017/01/02 18:31:00,2017/01/03 05:11:00,90
11,35,69,10,2017/01/02 16:58:00,2017/01/03 03:38:00,90
12,25,85,20,2017/01/02 07:19:00,2017/01/02 17:59:00,90
13,22,75,30,2017/01/02 12:05:00,2017/01/02 22:45:00,90
14,22,85,10,2017/01/02 05:46:00,2017/01/02 16:26:00,90
15,20,80,40,2017/01/02 08:56:00,2017/01/02 19:36:00,90
16,20,85,40,2017/01/02 04:14:00,2017/01/02 14:54:00,90
17,18,75,20,2017/01/02 10:31:00,2017/01/02 21:11:00,90
18,15,75,20,2017/01/02 01:02:00,2017/01/02 11:42:00,90
19,15,80,10,2017/01/02 02:37:00,2017/01/02 13:17:00,90
20,30,50,10,2017/01/01 00:10:00,2017/01/01 10:50:00,90
21,30,56,20,2017/01/02 20:08:00,2017/01/03 06:48:00,90
22,28,52,20,2017/01/01 00:12:00,2017/01/01 10:52:00,90
23,14,66,10,2017/01/01 23:23:00,2017/01/02 10:03:00,90
24,25,50,10,2017/01/01 00:15:00,2017/01/01 10:55:00,90
25,22,66,40,2017/01/02 13:44:00,2017/01/03 00:24:00,90
26,8,62,10,2017/01/01 21:45:00,2017/01/02 08:25:00,90
27,23,52,10,2017/01/01 00:17:00,2017/01/01 10:57:00,90
28,4,55,20,2017/01/01 20:07:00,2017/01/02 06:47:00,90
29,20,50,10,2017/01/01 02:38:00,2017/01/01 13:18:00,90
30,20,55,10,2017/01/01 01:03:00,2017/01/01 11:43:00,90
31,10,35,20,2017/01/01 09:01:00,2017/01/01 19:41:00,90
32,10,40,30,2017/01/01 05:53:00,2017/01/01 16:33:00,90
33,8,40,40,2017/01/01 07:25:00,2017/01/01 18:05:00,90
34,8,45,20,2017/01/01 18:26:00,2017/01/02 05:06:00,90
35,5,35,10,2017/01/01 10:36:00,2017/01/01 21:16:00,90
36,5,45,10,2017/01/01 16:53:00,2017/01/02 03:33:00,90
37,2,40,20,2017/01/01 12:11:00,2017/01/01 22:51:00,90
38,0,40,30,2017/01/01 13:43:00,2017/01/02 00:23:00,90
39,0,45,20,2017/01/01 15:18:00,2017/01/02 01:58:00,90
40,36,18,10,2017/01/02 02:19:00,2017/01/02 12:59:00,90
41,35,32,10,2017/01/02 17:58:00,2017/01/03 04:38:00,90
42,33,32,20,2017/01/02 16:26:00,2017/01/03 03:06:00,90
43,33,35,10,2017/01/02 14:53:00,2017/01/03 01:33:00,90
44,32,20,10,2017/01/02 03:53:00,2017/01/02 14:33:00,90
45,30,30,10,2017/01/02 07:05:00,2017/01/02 17:45:00,90
46,34,25,30,2017/01/02 05:29:00,2017/01/02 16:09:00,90
47,30,35,10,2017/01/02 13:20:00,2017/01/03 00:00:00,90
48,36,40,10,2017/01/02 19:36:00,2017/01/03 06:16:00,90
49,48,20,10,2017/01/01 12:07:00,2017/01/01 22:47:00,90
50,26,32,10,2017/01/02 10:12:00,2017/01/02 20:52:00,90
51,25,30,10,2017/01/02 08:40:00,2017/01/02 19:20:00,90
52,25,35,10,2017/01/02 11:45:00,2017/01/02 22:25:00,90
53,44,5,20,2017/01/01 16:56:00,2017/01/02 03:36:00,90
54,42,10,40,2017/01/01 15:20:00,2017/01/02 02:00:00,90
55,42,15,10,2017/01/01 13:45:00,2017/01/02 00:25:00,90
56,40,5,30,2017/01/01 18:30:00,2017/01/02 05:10:00,90
57,38,15,40,2017/01/02 00:45:00,2017/01/02 11:25:00,90
58,38,5,30,2017/01/01 20:02:00,2017/01/02 06:42:00,90
59,38,10,10,2017/01/01 23:10:00,2017/01/02 09:50:00,90
60,35,5,20,2017/01/01 21:35:00,2017/01/02 08:15:00,90
61,50,30,10,2017/01/01 02:41:00,2017/01/01 13:21:00,90
62,50,35,20,2017/01/01 00:18:00,2017/01/01 10:58:00,90
63,50,40,50,2017/01/01 00:14:00,2017/01/01 10:54:00,90
64,48,30,10,2017/01/01 04:13:00,2017/01/01 14:53:00,90
65,44,25,10,2017/01/01 10:31:00,2017/01/01 21:11:00,90
66,47,35,10,2017/01/01 05:48:00,2017/01/01 16:28:00,90
67,47,40,10,2017/01/01 00:12:00,2017/01/01 10:52:00,90
68,42,30,10,2017/01/01 08:56:00,2017/01/01 19:36:00,90
69,45,35,10,2017/01/01 07:20:00,2017/01/01 18:00:00,90
70,95,30,30,2017/01/02 10:41:00,2017/01/02 21:21:00,90
71,95,35,20,2017/01/02 09:06:00,2017/01/02 19:46:00,90
72,53,30,10,2017/01/01 01:08:00,2017/01/01 11:48:00,90
73,92,30,10,2017/01/02 12:14:00,2017/01/02 22:54:00,90
74,53,35,50,2017/01/01 00:19:00,2017/01/01 10:59:00,90
75,45,65,20,2017/01/01 00:15:00,2017/01/01 10:55:00,90
76,90,35,10,2017/01/02 07:31:00,2017/01/02 18:11:00,90
77,72,45,10,2017/01/02 19:47:00,2017/01/03 06:27:00,90
78,78,40,20,2017/01/02 18:42:00,2017/01/03 05:22:00,90
79,87,30,10,2017/01/02 15:28:00,2017/01/03 02:08:00,90
80,85,25,10,2017/01/02 13:53:00,2017/01/03 00:33:00,90
81,85,35,30,2017/01/02 17:03:00,2017/01/03 03:43:00,90
82,75,55,20,2017/01/02 04:05:00,2017/01/02 14:45:00,90
83,72,55,10,2017/01/02 02:32:00,2017/01/02 13:12:00,90
84,70,58,20,2017/01/01 23:21:00,2017/01/02 10:01:00,90
85,86,46,30,2017/01/02 05:49:00,2017/01/02 16:29:00,90
86,66,55,10,2017/01/02 00:56:00,2017/01/02 11:36:00,90
87,64,46,20,2017/01/02 19:55:00,2017/01/03 06:35:00,90
88,65,60,30,2017/01/01 21:46:00,2017/01/02 08:26:00,90
89,56,64,10,2017/01/01 18:35:00,2017/01/02 05:15:00,90
90,60,55,10,2017/01/02 19:59:00,2017/01/03 06:39:00,90
91,60,60,10,2017/01/01 20:11:00,2017/01/02 06:51:00,90
92,67,85,20,2017/01/01 07:34:00,2017/01/01 18:14:00,90
93,42,58,40,2017/01/01 00:08:00,2017/01/01 10:48:00,90
94,65,82,10,2017/01/01 09:08:00,2017/01/01 19:48:00,90
95,62,80,30,2017/01/01 10:41:00,2017/01/01 21:21:00,90
96,62,40,10,2017/01/02 19:55:00,2017/01/03 06:35:00,90
97,60,85,30,2017/01/01 05:57:00,2017/01/01 16:37:00,90
98,58,75,20,2017/01/01 12:18:00,2017/01/01 22:58:00,90
99,55,80,10,2017/01/01 02:47:00,2017/01/01 13:27:00,90
100,55,85,20,2017/01/01 04:22:00,2017/01/01 15:02:00,90
