CUST NO.,LATITUDE,LONGITUDE,DEMAND,FROM TIME,TO TIME,SERVICE TIME
0,40,50,0,2017/01/01 00:00:00,2017/01/01 20:36:00,0
1,45,68,10,2017/01/01 14:10:00,2017/01/01 17:10:00,90
2,45,70,30,2017/01/01 12:38:00,2017/01/01 15:38:00,90
3,42,66,10,2017/01/01 00:16:00,2017/01/01 03:16:00,90
4,42,68,10,2017/01/01 11:05:00,2017/01/01 14:05:00,90
5,42,65,10,2017/01/01 00:15:00,2017/01/01 03:15:00,90
6,40,69,20,2017/01/01 09:32:00,2017/01/01 12:32:00,90
7,40,66,20,2017/01/01 01:48:00,2017/01/01 04:48:00,90
8,38,68,20,2017/01/01 03:20:00,2017/01/01 06:20:00,90
9,38,70,10,2017/01/01 08:00:00,2017/01/01 11:00:00,90
10,35,66,10,2017/01/01 04:54:00,2017/01/01 07:54:00,90
11,35,69,10,2017/01/01 06:27:00,2017/01/01 09:27:00,90
12,25,85,20,2017/01/01 09:57:00,2017/01/01 12:57:00,90
13,22,75,30,2017/01/01 00:30:00,2017/01/01 03:30:00,90
14,22,85,10,2017/01/01 08:24:00,2017/01/01 11:24:00,90
15,20,80,40,2017/01/01 05:17:00,2017/01/01 08:17:00,90
16,20,85,40,2017/01/01 06:52:00,2017/01/01 09:52:00,90
17,18,75,20,2017/01/01 00:34:00,2017/01/01 03:34:00,90
18,15,75,20,2017/01/01 02:07:00,2017/01/01 05:07:00,90
19,15,80,10,2017/01/01 03:42:00,2017/01/01 06:42:00,90
20,30,50,10,2017/01/01 00:10:00,2017/01/01 03:10:00,90
21,30,52,20,2017/01/01 14:10:00,2017/01/01 17:10:00,90
22,28,52,20,2017/01/01 12:38:00,2017/01/01 15:38:00,90
23,28,55,10,2017/01/01 11:05:00,2017/01/01 14:05:00,90
24,25,50,10,2017/01/01 00:15:00,2017/01/01 03:15:00,90
25,25,52,40,2017/01/01 01:47:00,2017/01/01 04:47:00,90
26,25,55,10,2017/01/01 09:32:00,2017/01/01 12:32:00,90
27,23,52,10,2017/01/01 03:19:00,2017/01/01 06:19:00,90
28,23,55,20,2017/01/01 08:00:00,2017/01/01 11:00:00,90
29,20,50,10,2017/01/01 04:52:00,2017/01/01 07:52:00,90
30,20,55,10,2017/01/01 06:27:00,2017/01/01 09:27:00,90
31,10,35,20,2017/01/01 02:09:00,2017/01/01 05:09:00,90
32,10,40,30,2017/01/01 00:31:00,2017/01/01 03:31:00,90
33,8,40,40,2017/01/01 00:33:00,2017/01/01 03:33:00,90
34,8,45,20,2017/01/01 11:34:00,2017/01/01 14:34:00,90
35,5,35,10,2017/01/01 03:44:00,2017/01/01 06:44:00,90
36,5,45,10,2017/01/01 10:01:00,2017/01/01 13:01:00,90
37,2,40,20,2017/01/01 05:19:00,2017/01/01 08:19:00,90
38,0,40,30,2017/01/01 06:51:00,2017/01/01 09:51:00,90
39,0,45,20,2017/01/01 08:26:00,2017/01/01 11:26:00,90
40,35,30,10,2017/01/01 03:23:00,2017/01/01 06:23:00,90
41,35,32,10,2017/01/01 01:51:00,2017/01/01 04:51:00,90
42,33,32,20,2017/01/01 00:19:00,2017/01/01 03:19:00,90
43,33,35,10,2017/01/01 00:16:00,2017/01/01 03:16:00,90
44,32,30,10,2017/01/01 04:56:00,2017/01/01 07:56:00,90
45,30,30,10,2017/01/01 08:01:00,2017/01/01 11:01:00,90
46,30,32,30,2017/01/01 06:29:00,2017/01/01 09:29:00,90
47,30,35,10,2017/01/01 15:47:00,2017/01/01 18:47:00,90
48,28,30,10,2017/01/01 09:33:00,2017/01/01 12:33:00,90
49,28,35,10,2017/01/01 15:44:00,2017/01/01 18:44:00,90
50,26,32,10,2017/01/01 12:38:00,2017/01/01 15:38:00,90
51,25,30,10,2017/01/01 11:06:00,2017/01/01 14:06:00,90
52,25,35,10,2017/01/01 14:11:00,2017/01/01 17:11:00,90
53,44,5,20,2017/01/01 03:47:00,2017/01/01 06:47:00,90
54,42,10,40,2017/01/01 02:12:00,2017/01/01 05:12:00,90
55,42,15,10,2017/01/01 00:37:00,2017/01/01 03:37:00,90
56,40,5,30,2017/01/01 05:21:00,2017/01/01 08:21:00,90
57,40,15,40,2017/01/01 00:35:00,2017/01/01 03:35:00,90
58,38,5,30,2017/01/01 06:53:00,2017/01/01 09:53:00,90
59,38,15,10,2017/01/01 10:06:00,2017/01/01 13:06:00,90
60,35,5,20,2017/01/01 08:26:00,2017/01/01 11:26:00,90
61,50,30,10,2017/01/01 08:01:00,2017/01/01 11:01:00,90
62,50,35,20,2017/01/01 03:20:00,2017/01/01 06:20:00,90
63,50,40,50,2017/01/01 01:45:00,2017/01/01 04:45:00,90
64,48,30,10,2017/01/01 09:33:00,2017/01/01 12:33:00,90
65,48,40,10,2017/01/01 00:13:00,2017/01/01 03:13:00,90
