CUST NO.,LATITUDE,LONGITUDE,DEMAND,FROM TIME,TO TIME,SERVICE TIME
0,40,50,0,2017/01/01 00:00:00,2017/01/01 20:36:00,0
1,45,68,10,2017/01/01 12:40:00,2017/01/01 18:40:00,90
2,45,70,30,2017/01/01 11:08:00,2017/01/01 17:08:00,90
3,42,66,10,2017/01/01 00:16:00,2017/01/01 06:16:00,90
4,42,68,10,2017/01/01 09:35:00,2017/01/01 15:35:00,90
5,42,65,10,2017/01/01 00:15:00,2017/01/01 06:15:00,90
6,40,69,20,2017/01/01 08:02:00,2017/01/01 14:02:00,90
7,40,66,20,2017/01/01 00:18:00,2017/01/01 06:18:00,90
8,38,68,20,2017/01/01 01:50:00,2017/01/01 07:50:00,90
9,38,70,10,2017/01/01 06:30:00,2017/01/01 12:30:00,90
10,35,66,10,2017/01/01 03:24:00,2017/01/01 09:24:00,90
11,35,69,10,2017/01/01 04:57:00,2017/01/01 10:57:00,90
12,25,85,20,2017/01/01 08:27:00,2017/01/01 14:27:00,90
13,22,75,30,2017/01/01 00:30:00,2017/01/01 06:30:00,90
14,22,85,10,2017/01/01 06:54:00,2017/01/01 12:54:00,90
15,20,80,40,2017/01/01 03:47:00,2017/01/01 09:47:00,90
16,20,85,40,2017/01/01 05:22:00,2017/01/01 11:22:00,90
17,18,75,20,2017/01/01 00:33:00,2017/01/01 06:33:00,90
18,15,75,20,2017/01/01 00:37:00,2017/01/01 06:37:00,90
19,15,80,10,2017/01/01 02:12:00,2017/01/01 08:12:00,90
20,30,50,10,2017/01/01 00:10:00,2017/01/01 06:10:00,90
21,30,52,20,2017/01/01 12:40:00,2017/01/01 18:40:00,90
22,28,52,20,2017/01/01 11:08:00,2017/01/01 17:08:00,90
23,28,55,10,2017/01/01 09:35:00,2017/01/01 15:35:00,90
24,25,50,10,2017/01/01 00:15:00,2017/01/01 06:15:00,90
25,25,52,40,2017/01/01 00:17:00,2017/01/01 06:17:00,90
26,25,55,10,2017/01/01 08:02:00,2017/01/01 14:02:00,90
27,23,52,10,2017/01/01 01:49:00,2017/01/01 07:49:00,90
28,23,55,20,2017/01/01 06:30:00,2017/01/01 12:30:00,90
29,20,50,10,2017/01/01 03:22:00,2017/01/01 09:22:00,90
30,20,55,10,2017/01/01 04:57:00,2017/01/01 10:57:00,90
31,10,35,20,2017/01/01 00:39:00,2017/01/01 06:39:00,90
32,10,40,30,2017/01/01 00:31:00,2017/01/01 06:31:00,90
33,8,40,40,2017/01/01 00:33:00,2017/01/01 06:33:00,90
34,8,45,20,2017/01/01 10:04:00,2017/01/01 16:04:00,90
35,5,35,10,2017/01/01 02:14:00,2017/01/01 08:14:00,90
36,5,45,10,2017/01/01 08:31:00,2017/01/01 14:31:00,90
37,2,40,20,2017/01/01 03:49:00,2017/01/01 09:49:00,90
38,0,40,30,2017/01/01 05:21:00,2017/01/01 11:21:00,90
39,0,45,20,2017/01/01 06:56:00,2017/01/01 12:56:00,90
40,35,30,10,2017/01/01 01:53:00,2017/01/01 07:53:00,90
41,35,32,10,2017/01/01 00:21:00,2017/01/01 06:21:00,90
42,33,32,20,2017/01/01 00:19:00,2017/01/01 06:19:00,90
43,33,35,10,2017/01/01 00:16:00,2017/01/01 06:16:00,90
44,32,30,10,2017/01/01 03:26:00,2017/01/01 09:26:00,90
45,30,30,10,2017/01/01 06:31:00,2017/01/01 12:31:00,90
46,30,32,30,2017/01/01 04:59:00,2017/01/01 10:59:00,90
47,30,35,10,2017/01/01 12:47:00,2017/01/01 18:47:00,90
48,28,30,10,2017/01/01 08:03:00,2017/01/01 14:03:00,90
49,28,35,10,2017/01/01 12:46:00,2017/01/01 18:46:00,90
50,26,32,10,2017/01/01 11:08:00,2017/01/01 17:08:00,90
51,25,30,10,2017/01/01 09:36:00,2017/01/01 15:36:00,90
