CUST NO.,LATITUDE,LONGITUDE,DEMAND,FROM TIME,TO TIME,SERVICE TIME
0,40,50,0,2017/01/01 00:00:00,2017/01/01 16:00:00,0
1,25,85,20,2017/01/01 09:51:00,2017/01/01 14:34:00,10
2,22,75,30,2017/01/01 01:13:00,2017/01/01 05:50:00,10
3,22,85,10,2017/01/01 07:53:00,2017/01/01 09:48:00,10
4,20,80,40,2017/01/01 06:58:00,2017/01/01 15:13:00,10
5,20,85,20,2017/01/01 00:40:00,2017/01/01 06:30:00,10
6,18,75,20,2017/01/01 04:09:00,2017/01/01 10:46:00,10
7,15,75,20,2017/01/01 04:41:00,2017/01/01 07:18:00,10
8,15,80,10,2017/01/01 04:32:00,2017/01/01 09:41:00,10
9,10,35,20,2017/01/01 03:56:00,2017/01/01 10:25:00,10
10,10,40,30,2017/01/01 07:50:00,2017/01/01 11:27:00,10
11,8,40,40,2017/01/01 00:33:00,2017/01/01 08:30:00,10
12,8,45,20,2017/01/01 02:46:00,2017/01/01 06:39:00,10
13,5,35,10,2017/01/01 05:59:00,2017/01/01 15:11:00,10
14,5,45,10,2017/01/01 00:35:00,2017/01/01 07:37:00,10
15,2,40,20,2017/01/01 00:39:00,2017/01/01 08:58:00,10
16,0,40,20,2017/01/01 03:34:00,2017/01/01 06:55:00,10
17,0,45,20,2017/01/01 05:59:00,2017/01/01 15:09:00,10
18,44,5,20,2017/01/01 05:38:00,2017/01/01 07:31:00,10
19,42,10,40,2017/01/01 03:25:00,2017/01/01 07:02:00,10
20,42,15,10,2017/01/01 08:31:00,2017/01/01 11:22:00,10
21,40,5,10,2017/01/01 02:38:00,2017/01/01 06:31:00,10
22,40,15,40,2017/01/01 04:23:00,2017/01/01 10:06:00,10
23,38,5,30,2017/01/01 00:45:00,2017/01/01 08:42:00,10
24,38,15,10,2017/01/01 09:58:00,2017/01/01 14:43:00,10
25,35,5,20,2017/01/01 05:48:00,2017/01/01 15:04:00,10
26,95,30,30,2017/01/01 08:29:00,2017/01/01 11:08:00,10
27,95,35,20,2017/01/01 00:57:00,2017/01/01 11:04:00,10
28,92,30,10,2017/01/01 01:08:00,2017/01/01 05:49:00,10
29,90,35,10,2017/01/01 02:11:00,2017/01/01 06:16:00,10
30,88,30,10,2017/01/01 01:54:00,2017/01/01 08:17:00,10
31,88,35,20,2017/01/01 01:42:00,2017/01/01 05:47:00,10
