CUST NO.,LATITUDE,LONGITUDE,DEMAND,FROM TIME,TO TIME,SERVICE TIME
0,40,50,0,2017/01/01 00:00:00,2017/01/03 08:30:00,0
1,52,75,10,2017/01/01 03:51:00,2017/01/01 09:11:00,90
2,45,70,30,2017/01/01 02:13:00,2017/01/01 07:33:00,90
3,62,69,10,2017/01/01 18:07:00,2017/01/01 23:27:00,90
4,60,66,10,2017/01/01 19:41:00,2017/01/02 01:01:00,90
5,42,65,10,2017/01/01 00:15:00,2017/01/01 05:35:00,90
6,16,42,20,2017/01/01 06:57:00,2017/01/01 12:17:00,90
7,58,70,20,2017/01/01 16:33:00,2017/01/01 21:53:00,90
8,34,60,20,2017/01/02 22:47:00,2017/01/03 04:07:00,90
9,28,70,10,2017/01/02 18:01:00,2017/01/02 23:21:00,90
10,35,66,10,2017/01/02 21:11:00,2017/01/03 02:31:00,90
11,35,69,10,2017/01/02 19:38:00,2017/01/03 00:58:00,90
12,25,85,20,2017/01/02 09:59:00,2017/01/02 15:19:00,90
13,22,75,30,2017/01/02 14:45:00,2017/01/02 20:05:00,90
14,22,85,10,2017/01/02 08:26:00,2017/01/02 13:46:00,90
15,20,80,40,2017/01/02 11:36:00,2017/01/02 16:56:00,90
16,20,85,40,2017/01/02 06:54:00,2017/01/02 12:14:00,90
17,18,75,20,2017/01/02 13:11:00,2017/01/02 18:31:00,90
18,15,75,20,2017/01/02 03:42:00,2017/01/02 09:02:00,90
19,15,80,10,2017/01/02 05:17:00,2017/01/02 10:37:00,90
20,30,50,10,2017/01/01 00:10:00,2017/01/01 05:30:00,90
21,30,56,20,2017/01/03 00:23:00,2017/01/03 05:43:00,90
22,28,52,20,2017/01/01 00:12:00,2017/01/01 05:32:00,90
23,14,66,10,2017/01/02 02:03:00,2017/01/02 07:23:00,90
24,25,50,10,2017/01/01 00:36:00,2017/01/01 05:56:00,90
25,22,66,40,2017/01/02 16:24:00,2017/01/02 21:44:00,90
26,8,62,10,2017/01/02 00:25:00,2017/01/02 05:45:00,90
27,23,52,10,2017/01/01 02:09:00,2017/01/01 07:29:00,90
28,4,55,20,2017/01/01 22:47:00,2017/01/02 04:07:00,90
29,20,50,10,2017/01/01 05:18:00,2017/01/01 10:38:00,90
30,20,55,10,2017/01/01 03:43:00,2017/01/01 09:03:00,90
31,10,35,20,2017/01/01 11:41:00,2017/01/01 17:01:00,90
32,10,40,30,2017/01/01 08:33:00,2017/01/01 13:53:00,90
33,8,40,40,2017/01/01 10:05:00,2017/01/01 15:25:00,90
34,8,45,20,2017/01/01 21:06:00,2017/01/02 02:26:00,90
35,5,35,10,2017/01/01 13:16:00,2017/01/01 18:36:00,90
36,5,45,10,2017/01/01 19:33:00,2017/01/02 00:53:00,90
37,2,40,20,2017/01/01 14:51:00,2017/01/01 20:11:00,90
38,0,40,30,2017/01/01 16:23:00,2017/01/01 21:43:00,90
39,0,45,20,2017/01/01 17:58:00,2017/01/01 23:18:00,90
40,36,18,10,2017/01/02 04:59:00,2017/01/02 10:19:00,90
41,35,32,10,2017/01/02 20:38:00,2017/01/03 01:58:00,90
42,33,32,20,2017/01/02 19:06:00,2017/01/03 00:26:00,90
43,33,35,10,2017/01/02 17:33:00,2017/01/02 22:53:00,90
44,32,20,10,2017/01/02 06:33:00,2017/01/02 11:53:00,90
45,30,30,10,2017/01/02 09:45:00,2017/01/02 15:05:00,90
46,34,25,30,2017/01/02 08:09:00,2017/01/02 13:29:00,90
47,30,35,10,2017/01/02 16:00:00,2017/01/02 21:20:00,90
48,36,40,10,2017/01/02 22:16:00,2017/01/03 03:36:00,90
49,48,20,10,2017/01/01 14:47:00,2017/01/01 20:07:00,90
50,26,32,10,2017/01/02 12:52:00,2017/01/02 18:12:00,90
51,25,30,10,2017/01/02 11:20:00,2017/01/02 16:40:00,90
52,25,35,10,2017/01/02 14:25:00,2017/01/02 19:45:00,90
53,44,5,20,2017/01/01 19:36:00,2017/01/02 00:56:00,90
54,42,10,40,2017/01/01 18:00:00,2017/01/01 23:20:00,90
55,42,15,10,2017/01/01 16:25:00,2017/01/01 21:45:00,90
56,40,5,30,2017/01/01 21:10:00,2017/01/02 02:30:00,90
57,38,15,40,2017/01/02 03:25:00,2017/01/02 08:45:00,90
58,38,5,30,2017/01/01 22:42:00,2017/01/02 04:02:00,90
59,38,10,10,2017/01/02 01:50:00,2017/01/02 07:10:00,90
60,35,5,20,2017/01/02 00:15:00,2017/01/02 05:35:00,90
61,50,30,10,2017/01/01 05:21:00,2017/01/01 10:41:00,90
62,50,35,20,2017/01/01 00:40:00,2017/01/01 06:00:00,90
63,50,40,50,2017/01/01 00:14:00,2017/01/01 05:34:00,90
64,48,30,10,2017/01/01 06:53:00,2017/01/01 12:13:00,90
65,44,25,10,2017/01/01 13:11:00,2017/01/01 18:31:00,90
66,47,35,10,2017/01/01 08:28:00,2017/01/01 13:48:00,90
67,47,40,10,2017/01/01 00:12:00,2017/01/01 05:32:00,90
68,42,30,10,2017/01/01 11:36:00,2017/01/01 16:56:00,90
69,45,35,10,2017/01/01 10:00:00,2017/01/01 15:20:00,90
70,95,30,30,2017/01/02 13:21:00,2017/01/02 18:41:00,90
71,95,35,20,2017/01/02 11:46:00,2017/01/02 17:06:00,90
72,53,30,10,2017/01/01 03:48:00,2017/01/01 09:08:00,90
73,92,30,10,2017/01/02 14:54:00,2017/01/02 20:14:00,90
74,53,35,50,2017/01/01 02:13:00,2017/01/01 07:33:00,90
75,45,65,20,2017/01/01 00:38:00,2017/01/01 05:58:00,90
76,90,35,10,2017/01/02 10:11:00,2017/01/02 15:31:00,90
77,72,45,10,2017/01/02 23:00:00,2017/01/03 04:20:00,90
78,78,40,20,2017/01/02 21:22:00,2017/01/03 02:42:00,90
79,87,30,10,2017/01/02 18:08:00,2017/01/02 23:28:00,90
80,85,25,10,2017/01/02 16:33:00,2017/01/02 21:53:00,90
81,85,35,30,2017/01/02 19:43:00,2017/01/03 01:03:00,90
82,75,55,20,2017/01/02 06:45:00,2017/01/02 12:05:00,90
83,72,55,10,2017/01/02 05:12:00,2017/01/02 10:32:00,90
84,70,58,20,2017/01/02 02:01:00,2017/01/02 07:21:00,90
85,86,46,30,2017/01/02 08:29:00,2017/01/02 13:49:00,90
86,66,55,10,2017/01/02 03:36:00,2017/01/02 08:56:00,90
87,64,46,20,2017/01/03 01:15:00,2017/01/03 06:35:00,90
88,65,60,30,2017/01/02 00:26:00,2017/01/02 05:46:00,90
89,56,64,10,2017/01/01 21:15:00,2017/01/02 02:35:00,90
90,60,55,10,2017/01/03 01:19:00,2017/01/03 06:39:00,90
91,60,60,10,2017/01/01 22:51:00,2017/01/02 04:11:00,90
92,67,85,20,2017/01/01 10:14:00,2017/01/01 15:34:00,90
93,42,58,40,2017/01/01 00:08:00,2017/01/01 05:28:00,90
94,65,82,10,2017/01/01 11:48:00,2017/01/01 17:08:00,90
95,62,80,30,2017/01/01 13:21:00,2017/01/01 18:41:00,90
96,62,40,10,2017/01/03 00:41:00,2017/01/03 06:01:00,90
97,60,85,30,2017/01/01 08:37:00,2017/01/01 13:57:00,90
98,58,75,20,2017/01/01 14:58:00,2017/01/01 20:18:00,90
99,55,80,10,2017/01/01 05:27:00,2017/01/01 10:47:00,90
100,55,85,20,2017/01/01 07:02:00,2017/01/01 12:22:00,90
