case,TOTALCOST,TOTAL_NUMBER_OF VEHICLES,CONSTRUCTION_TIME,IMPROVEMENT_TIME,ELAPSED_TIME
RC1_4_5,13.659990632865728,8.333333333333332,,,
RC2_4_1,2.522296896664735,45.45454545454545,,,
RC2_4_6,3.695376182505147,75.0,,,
RC1_4_1,11.795519368175318,13.88888888888889,,,
RC1_4_8,12.454771074957012,2.7777777777777777,,,
RC1_4_6,9.091644225823496,11.11111111111111,,,
RC2_4_2,1.500381022694426,55.55555555555556,,,
RC1_4_3,17.963941498697807,5.555555555555555,,,
RC2_4_10,16.717921093075034,25.0,,,
RC2_4_7,6.935394235695583,75.0,,,
RC2_4_8,12.24682791929632,25.0,,,
RC2_4_4,22.86969080493765,25.0,,,
RC1_4_2,17.411118879336758,8.333333333333332,,,
RC2_4_3,8.135158724014083,62.5,,,
RC1_4_10,12.32937446869343,5.555555555555555,,,
RC2_4_5,-5.896149088145531,87.5,,,
RC2_4_9,12.95029878366275,12.5,,,
RC1_4_7,13.984747297010038,2.7777777777777777,,,
RC1_4_4,23.530181819299745,2.7777777777777777,,,
RC1_4_9,14.786256973212277,5.555555555555555,,,
