case,TOTALCOST,TOTAL_NUMBER_OF VEHICLES,CONSTRUCTION_TIME,IMPROVEMENT_TIME,ELAPSED_TIME
rc106,5.285684962643351,18.181818181818183,,,
rc203,5.021259297661511,33.33333333333333,,,
rc105,5.458490517073238,13.333333333333334,,,
rc104,13.962431208716447,20.0,,,
rc206,15.751083245837716,33.33333333333333,,,
rc101,8.206880875255287,20.0,,,
rc107,12.072306044431045,8.333333333333332,,,
rc202,13.996609374232497,-37.5,,,
rc102,7.044921992039274,7.142857142857142,,,
rc201,16.373389130743206,-44.44444444444444,,,
rc207,7.066613371084926,33.33333333333333,,,
rc208,28.46436779474914,0.0,,,
rc205,26.417167170371748,-28.57142857142857,,,
rc108,22.46366587712525,9.090909090909092,,,
rc204,10.31860442333732,33.33333333333333,,,
rc103,11.219736403409067,18.181818181818183,,,
