case,TOTALCOST,TOTAL_NUMBER_OF VEHICLES,CONSTRUCTION_TIME,IMPROVEMENT_TIME,ELAPSED_TIME
c107,27.01403553227283,0.0,,,
c205,22.95806730960055,0.0,,,
c109,22.926566490366557,0.0,,,
c106,1.6368669428338762,0.0,,,
c104,110.03901035876116,0.0,,,
c108,32.08522614428591,0.0,,,
c206,2.8759626534236986,0.0,,,
c101,27.01403553227283,0.0,,,
c204,64.80150222157204,0.0,,,
c203,88.48421177749367,1.0,,,
c201,2.456556671501403,0.0,,,
c105,1.63686694283399,0.0,,,
c208,28.676178097449338,0.0,,,
c207,25.787626587707223,0.0,,,
c102,63.12342617476668,0.0,,,
c103,101.48860366403244,0.0,,,
c202,151.5401247750484,1.0,,,
